BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
TQBR,2021-10-01,Сбербанк,SBER,75665,12711650647.5,339.21,336.08,339.94,336.86,337.26,338.48,37690990,337.21,337.21,336.86,11951731196.6,11951731196.6,11951731196.6,0,3,SUR,-0.74
SMAL,2021-10-04,Сбербанк,SBER,12,5138.6,340.97,332.82,347.72,,343.99,347.0,15,,,,0.0,0.0,0.0,0,3,SUR,3.27
TQBR,2021-10-04,Сбербанк,SBER,107017,20681506812.0,337.9,336.22,349.31,346.0,343.99,345.85,60125260,343.86,343.86,346.0,19442399768.5,19442399768.5,19442399768.5,0,3,SUR,2.18
SMAL,2021-10-05,Сбербанк,SBER,17,12885.74,356.52,343.79,363.91,,355.05,359.98,36,,,,0.0,0.0,0.0,0,3,SUR,3.74
TQBR,2021-10-05,Сбербанк,SBER,161115,30825175209.9,346.78,344.9,365.0,362.3,355.05,363.2,86824850,354.47,354.47,362.3,28750242849.8,28750242849.8,28750242849.8,0,3,SUR,5.02
SMAL,2021-10-06,Сбербанк,SBER,17,11661.25,369.0,356.68,386.99,,365.74,358.43,32,,,,0.0,0.0,0.0,0,3,SUR,-0.43
TQBR,2021-10-06,Сбербанк,SBER,169365,35040194593.9,366.0,359.35,375.48,362.71,365.74,364.28,95804990,365.83,365.83,362.71,33376000160.7,33376000160.7,33376000160.7,0,3,SUR,0.3
SMAL,2021-10-07,Сбербанк,SBER,12,5503.88,368.0,362.01,370.97,,369.42,370.97,15,,,,0.0,0.0,0.0,0,3,SUR,3.5
TQBR,2021-10-07,Сбербанк,SBER,90432,18307876011.9,367.69,365.88,374.0,369.36,369.42,368.93,49555650,369.48,369.48,369.36,17390100965.0,17390100965.0,17390100965.0,0,3,SUR,1.28
SMAL,2021-10-08,Сбербанк,SBER,8,9586.15,367.94,367.54,376.74,,371.25,370.71,26,,,,0.0,0.0,0.0,0,3,SUR,-0.07
TQBR,2021-10-08,Сбербанк,SBER,67661,11527412588.4,370.0,368.0,374.55,372.49,371.25,373.01,31050580,371.14,371.14,372.49,10834379118.6,10834379118.6,10834379118.6,0,3,SUR,1.11
SMAL,2021-10-11,Сбербанк,SBER,13,11831.64,379.73,379.73,386.85,,383.41,386.4,31,,,,0.0,0.0,0.0,0,3,SUR,4.23
TQBR,2021-10-11,Сбербанк,SBER,134986,25575373781.3,375.0,375.0,388.11,387.0,383.41,387.6,66699560,383.26,383.26,387.0,24284839280.6,24284839280.6,24284839280.6,0,3,SUR,3.91
SMAL,2021-10-12,Сбербанк,SBER,18,14372.61,372.01,372.01,385.7,,381.61,382.87,38,,,,0.0,0.0,0.0,0,3,SUR,-0.91
TQBR,2021-10-12,Сбербанк,SBER,120964,19716234876.2,385.88,376.72,386.86,378.0,381.61,377.79,51665490,381.77,381.77,378.0,18825994050.3,18825994050.3,18825994050.3,0,3,SUR,-2.53
SMAL,2021-10-13,Сбербанк,SBER,21,17179.99,380.92,368.73,380.97,,376.34,380.7,46,,,,0.0,0.0,0.0,0,3,SUR,-0.57
TQBR,2021-10-13,Сбербанк,SBER,122264,20580875845.5,378.86,370.81,380.91,379.4,376.34,378.8,54687330,376.09,376.09,379.4,18791120876.6,18791120876.6,18791120876.6,0,3,SUR,0.27
SMAL,2021-10-14,Сбербанк,SBER,11,6425.47,383.81,374.02,383.81,,377.95,374.02,17,,,,0.0,0.0,0.0,0,3,SUR,-1.75
TQBR,2021-10-14,Сбербанк,SBER,84869,13743991379.8,382.0,374.57,383.13,376.01,377.95,376.09,36363890,378.04,378.04,376.01,13126543478.4,13126543478.4,13126543478.4,0,3,SUR,-0.72
SMAL,2021-10-15,Сбербанк,SBER,10,9000.46,389.99,368.71,389.99,,372.88,368.73,24,,,,0.0,0.0,0.0,0,3,SUR,-1.41
TQBR,2021-10-15,Сбербанк,SBER,84280,13934166254.1,377.92,370.43,378.41,371.4,372.88,371.82,37369170,372.94,372.94,371.4,13187213332.8,13187213332.8,13187213332.8,0,3,SUR,-1.14
SMAL,2021-10-18,Сбербанк,SBER,28,24910.72,375.87,357.81,375.89,,365.61,361.4,68,,,,0.0,0.0,0.0,0,3,SUR,-1.99
TQBR,2021-10-18,Сбербанк,SBER,94431,13978826905.5,369.35,363.75,369.91,365.15,365.61,364.6,38233180,365.62,365.62,365.15,13176667453.6,13176667453.6,13176667453.6,0,3,SUR,-1.94
SMAL,2021-10-19,Сбербанк,SBER,14,13503.23,366.97,361.92,374.88,,367.95,363.88,37,,,,0.0,0.0,0.0,0,3,SUR,0.69
TQBR,2021-10-19,Сбербанк,SBER,100530,14729685626.4,366.14,361.5,373.4,371.62,367.95,373.18,40031730,367.73,367.73,371.62,13999067321.4,13999067321.4,13999067321.4,0,3,SUR,2.35
SMAL,2021-10-20,Сбербанк,SBER,8,9658.83,368.53,366.83,373.76,,369.42,373.73,26,,,,0.0,0.0,0.0,0,3,SUR,2.71
TQBR,2021-10-20,Сбербанк,SBER,69028,10172889099.5,371.83,367.1,371.97,370.65,369.42,370.16,27537590,369.32,369.32,370.65,9564729416.2,9564729416.2,9564729416.2,0,3,SUR,-0.81
SMAL,2021-10-21,Сбербанк,SBER,140,113810.13,362.93,344.02,370.49,,366.92,367.95,321,,,,0.0,0.0,0.0,0,3,SUR,-1.55
TQBR,2021-10-21,Сбербанк,SBER,70143,8989902917.2,368.2,363.2,371.14,364.1,366.92,364.6,24501070,367.13,367.13,364.1,8149337333.5,8149337333.5,8149337333.5,0,3,SUR,-1.5
SMAL,2021-10-22,Сбербанк,SBER,15,14569.57,366.0,362.97,369.86,,366.63,363.36,40,,,,0.0,0.0,0.0,0,3,SUR,-1.25
TQBR,2021-10-22,Сбербанк,SBER,70777,9671339875.3,364.0,362.37,370.39,364.5,366.63,364.37,26378840,366.8,366.8,364.5,8899656831.9,8899656831.9,8899656831.9,0,3,SUR,-0.06
SMAL,2021-10-25,Сбербанк,SBER,12,8459.07,359.14,359.14,372.73,,367.99,372.73,23,,,,0.0,0.0,0.0,0,3,SUR,2.58
TQBR,2021-10-25,Сбербанк,SBER,94215,13114090088.6,366.2,361.68,371.7,370.04,367.99,369.99,35639850,367.89,367.89,370.04,12577427232.8,12577427232.8,12577427232.8,0,3,SUR,1.54
SMAL,2021-10-26,Сбербанк,SBER,8,8167.71,372.42,363.93,375.56,,370.12,375.56,22,,,,0.0,0.0,0.0,0,3,SUR,0.76
TQBR,2021-10-26,Сбербанк,SBER,139778,15483820091.2,369.89,365.66,374.63,372.03,370.12,372.16,41833770,369.98,369.98,372.03,14369537038.5,14369537038.5,14369537038.5,0,3,SUR,0.59
SMAL,2021-10-27,Сбербанк,SBER,9,12525.45,370.13,362.79,375.77,,370.23,374.72,34,,,,0.0,0.0,0.0,0,3,SUR,-0.22
TQBR,2021-10-27,Сбербанк,SBER,87971,13495141235.6,371.0,366.51,374.0,372.8,370.23,371.36,36450620,370.03,370.03,372.8,12494847081.2,12494847081.2,12494847081.2,0,3,SUR,-0.21
SMAL,2021-10-28,Сбербанк,SBER,14,16566.02,367.02,362.8,375.99,,366.65,366.0,45,,,,0.0,0.0,0.0,0,3,SUR,-2.33
TQBR,2021-10-28,Сбербанк,SBER,113375,19761549155.8,370.5,362.32,374.92,363.25,366.65,365.36,53892680,366.79,366.79,363.25,18731654761.0,18731654761.0,18731654761.0,0,3,SUR,-1.62
SMAL,2021-10-29,Сбербанк,SBER,18,19337.24,366.0,354.13,366.0,,357.76,354.13,54,,,,0.0,0.0,0.0,0,3,SUR,-3.24
TQBR,2021-10-29,Сбербанк,SBER,134700,19154550770.8,364.34,352.68,364.34,356.11,357.76,356.14,53541990,357.87,357.87,356.11,17730426551.0,17730426551.0,17730426551.0,0,3,SUR,-2.52
SMAL,2021-11-01,Сбербанк,SBER,16,14611.79,364.77,355.41,370.56,,364.61,370.56,40,,,,0.0,0.0,0.0,0,3,SUR,4.64
TQBR,2021-11-01,Сбербанк,SBER,121781,20108431916.7,356.15,356.14,371.47,370.58,364.61,370.96,55134640,364.24,364.24,370.58,18567077506.8,18567077506.8,18567077506.8,0,3,SUR,4.16
SMAL,2021-11-02,Сбербанк,SBER,19,18208.18,344.03,344.03,377.97,,370.63,372.74,49,,,,0.0,0.0,0.0,0,3,SUR,0.59
TQBR,2021-11-02,Сбербанк,SBER,92046,13981183328.4,371.0,367.2,374.0,371.17,370.63,370.7,37723170,370.6,370.6,371.17,13157597634.9,13157597634.9,13157597634.9,0,3,SUR,-0.07
SMAL,2021-11-03,Сбербанк,SBER,12,9914.53,366.0,364.51,370.99,,367.75,370.99,27,,,,0.0,0.0,0.0,0,3,SUR,-0.47
TQBR,2021-11-03,Сбербанк,SBER,79171,11354869140.4,370.0,365.03,370.5,368.58,367.75,370.13,30876610,367.6,367.6,368.58,9661990530.6,9661990530.6,9661990530.6,0,3,SUR,-0.15
SMAL,2021-11-05,Сбербанк,SBER,10,9024.46,359.08,358.83,366.2,,362.61,358.83,25,,,,0.0,0.0,0.0,0,3,SUR,-3.28
TQBR,2021-11-05,Сбербанк,SBER,106655,14225056249.1,366.99,358.5,367.56,359.61,362.61,360.21,39229740,362.86,362.86,359.61,13037865023.0,13037865023.0,13037865023.0,0,3,SUR,-2.68
SMAL,2021-11-08,Сбербанк,SBER,14,12237.4,357.01,357.01,364.97,,359.34,363.0,34,,,,0.0,0.0,0.0,0,3,SUR,1.16
TQBR,2021-11-08,Сбербанк,SBER,101291,14278009375.4,362.57,355.6,363.97,359.07,359.34,358.39,39736440,359.34,359.34,359.07,13707597688.3,13707597688.3,13707597688.3,0,3,SUR,-0.51
SMAL,2021-11-09,Сбербанк,SBER,17,13661.59,358.45,352.86,367.82,,359.75,356.17,38,,,,0.0,0.0,0.0,0,3,SUR,-1.88
TQBR,2021-11-09,Сбербанк,SBER,97080,15004411479.7,358.41,355.6,364.58,356.97,359.75,357.44,41718590,359.87,359.87,356.97,13986388870.9,13986388870.9,13986388870.9,0,3,SUR,-0.27
SMAL,2021-11-10,Сбербанк,SBER,27,24622.64,355.03,350.0,361.97,,353.48,350.0,70,,,,0.0,0.0,0.0,0,3,SUR,-1.73
TQBR,2021-11-10,Сбербанк,SBER,112758,16457699088.7,356.7,348.0,358.8,353.4,353.48,348.65,46558110,353.91,353.91,353.4,14248489047.3,14248489047.3,14248489047.3,0,3,SUR,-2.46
SMAL,2021-11-11,Сбербанк,SBER,4,5256.17,349.04,349.04,357.0,,353.7,350.01,15,,,,0.0,0.0,0.0,0,3,SUR,0.0
TQBR,2021-11-11,Сбербанк,SBER,99614,15179150045.5,350.11,347.22,357.89,356.44,353.7,356.24,42915840,353.39,353.39,356.44,13876285678.1,13876285678.1,13876285678.1,0,3,SUR,2.18
SMAL,2021-11-12,Сбербанк,SBER,21,20245.06,348.35,342.5,381.59,,346.56,344.09,58,,,,0.0,0.0,0.0,0,3,SUR,-1.69
TQBR,2021-11-12,Сбербанк,SBER,186816,34892222884.6,356.24,339.68,356.37,349.37,346.56,347.59,100682800,346.45,346.45,349.37,32886461686.0,32886461686.0,32886461686.0,0,3,SUR,-2.43
SMAL,2021-11-15,Сбербанк,SBER,19,14477.39,339.01,339.0,349.97,,346.78,349.93,42,,,,0.0,0.0,0.0,0,3,SUR,1.7
TQBR,2021-11-15,Сбербанк,SBER,121022,20797457060.0,349.24,342.76,352.8,344.86,346.78,344.39,59973490,347.03,347.03,344.86,19241664879.1,19241664879.1,19241664879.1,0,3,SUR,-0.92
SMAL,2021-11-16,Сбербанк,SBER,26,29463.83,345.78,331.96,349.89,,339.49,331.96,86,,,,0.0,0.0,0.0,0,3,SUR,-5.14
TQBR,2021-11-16,Сбербанк,SBER,131811,21039571887.2,345.99,336.01,346.47,338.23,339.49,337.91,61972880,339.61,339.61,338.23,19331834088.9,19331834088.9,19331834088.9,0,3,SUR,-1.88
SMAL,2021-11-17,Сбербанк,SBER,13,10361.17,342.77,333.88,354.52,,340.38,354.52,30,,,,0.0,0.0,0.0,0,3,SUR,6.8
TQBR,2021-11-17,Сбербанк,SBER,112248,16942009572.1,338.49,336.6,343.57,341.25,340.38,339.89,49773710,340.5,340.5,341.25,15090742974.6,15090742974.6,15090742974.6,0,3,SUR,0.59
SMAL,2021-11-18,Сбербанк,SBER,24,24845.51,336.79,334.5,344.77,,338.71,338.4,73,,,,0.0,0.0,0.0,0,3,SUR,-4.55
TQBR,2021-11-18,Сбербанк,SBER,99589,15961631248.7,338.97,333.5,343.12,335.09,338.71,336.93,47124100,339.07,339.07,335.09,13884201585.2,13884201585.2,13884201585.2,0,3,SUR,-0.87
SMAL,2021-11-19,Сбербанк,SBER,18,14138.57,334.71,323.52,335.77,,330.62,323.54,43,,,,0.0,0.0,0.0,0,3,SUR,-4.39
TQBR,2021-11-19,Сбербанк,SBER,144161,22189185221.3,339.37,325.7,339.99,327.02,330.62,327.56,67114710,330.87,330.87,327.02,20636170322.6,20636170322.6,20636170322.6,0,3,SUR,-2.78
SMAL,2021-11-22,Сбербанк,SBER,31,20913.6,332.97,307.8,332.97,,315.59,310.47,66,,,,0.0,0.0,0.0,0,3,SUR,-4.04
TQBR,2021-11-22,Сбербанк,SBER,272984,45563102260.6,326.05,306.67,326.39,310.1,315.59,309.15,144394030,316.29,316.29,310.1,41080921172.5,41080921172.5,41080921172.5,0,3,SUR,-5.62
SMAL,2021-11-23,Сбербанк,SBER,23,15461.18,289.07,289.03,332.97,,315.61,332.97,49,,,,0.0,0.0,0.0,0,3,SUR,7.25
TQBR,2021-11-23,Сбербанк,SBER,266468,45736605718.3,306.28,300.1,327.01,322.71,315.61,326.84,144887010,315.11,315.11,322.71,43018739430.6,43018739430.6,43018739430.6,0,3,SUR,5.72
SMAL,2021-11-24,Сбербанк,SBER,13,7412.18,332.97,316.14,344.92,,321.87,323.0,23,,,,0.0,0.0,0.0,0,3,SUR,-2.99
TQBR,2021-11-24,Сбербанк,SBER,150803,25081449461.2,328.0,317.35,329.97,320.6,321.87,321.22,77919580,321.91,321.91,320.6,23846604293.3,23846604293.3,23846604293.3,0,3,SUR,-1.72
SMAL,2021-11-25,Сбербанк,SBER,10,8328.94,316.88,315.22,328.77,,319.08,323.73,26,,,,0.0,0.0,0.0,0,3,SUR,0.23
TQBR,2021-11-25,Сбербанк,SBER,101522,14063418089.7,322.35,316.11,322.96,317.25,319.08,317.29,44075230,319.21,319.21,317.25,13066293078.0,13066293078.0,13066293078.0,0,3,SUR,-1.22
SMAL,2021-11-26,Сбербанк,SBER,23,21342.76,315.55,305.0,315.55,,307.15,308.0,69,,,,0.0,0.0,0.0,0,3,SUR,-4.86
TQBR,2021-11-26,Сбербанк,SBER,182028,27859460736.9,307.14,303.22,312.0,304.28,307.15,304.42,90702260,307.31,307.31,304.28,25909975957.7,25909975957.7,25909975957.7,0,3,SUR,-4.06
SMAL,2021-11-29,Сбербанк,SBER,20,22889.34,310.79,307.26,322.59,,316.35,322.59,72,,,,0.0,0.0,0.0,0,3,SUR,4.74
TQBR,2021-11-29,Сбербанк,SBER,151794,26132483041.5,311.11,309.42,322.15,316.9,316.35,316.57,82626540,316.22,316.22,316.9,24107266041.4,24107266041.4,24107266041.4,0,3,SUR,3.99
SMAL,2021-11-30,Сбербанк,SBER,9,7589.38,317.86,309.58,317.86,,315.9,312.79,24,,,,0.0,0.0,0.0,0,3,SUR,-3.04
TQBR,2021-11-30,Сбербанк,SBER,138454,31025495218.6,311.0,310.09,318.58,318.58,315.9,315.0,98214880,316.08,316.08,318.58,28107269727.4,28107269727.4,28107269727.4,0,3,SUR,-0.5
SMAL,2021-12-01,Сбербанк,SBER,21,20282.74,323.62,309.4,328.8,,325.26,324.81,63,,,,0.0,0.0,0.0,0,3,SUR,3.84
TQBR,2021-12-01,Сбербанк,SBER,134997,22750927797.6,321.3,319.51,329.44,328.82,325.26,324.4,69948230,325.09,325.09,328.82,19591170235.1,19591170235.1,19591170235.1,0,3,SUR,2.98
SMAL,2021-12-02,Сбербанк,SBER,10,7906.04,320.0,320.0,333.77,,324.85,328.77,24,,,,0.0,0.0,0.0,0,3,SUR,1.22
TQBR,2021-12-02,Сбербанк,SBER,117474,19963662877.3,325.4,320.54,329.0,325.5,324.85,326.8,61450200,324.78,324.78,325.5,18276349319.6,18276349319.6,18276349319.6,0,3,SUR,0.74
SMAL,2021-12-03,Сбербанк,SBER,11,10395.1,330.97,320.87,333.97,,323.55,321.8,32,,,,0.0,0.0,0.0,0,3,SUR,-2.12
TQBR,2021-12-03,Сбербанк,SBER,89050,13947718236.0,327.6,318.4,328.95,320.34,323.55,320.66,43107850,324.17,324.17,320.34,12047706417.6,12047706417.6,12047706417.6,0,3,SUR,-1.88
SMAL,2021-12-06,Сбербанк,SBER,20,11366.29,343.77,305.58,343.77,,309.99,309.0,36,,,,0.0,0.0,0.0,0,3,SUR,-3.98
TQBR,2021-12-06,Сбербанк,SBER,204704,30901866910.3,322.0,304.18,324.16,304.91,309.99,307.5,99688200,310.1,310.1,304.91,27431961952.6,27431961952.6,27431961952.6,0,3,SUR,-4.1
SMAL,2021-12-07,Сбербанк,SBER,26,19887.66,312.0,301.5,316.77,,305.91,304.78,65,,,,0.0,0.0,0.0,0,3,SUR,-1.37
TQBR,2021-12-07,Сбербанк,SBER,279722,47159021183.1,307.14,300.5,313.03,308.0,305.91,309.79,154172870,305.13,305.13,308.0,39466505877.4,39466505877.4,39466505877.4,0,3,SUR,0.74
SMAL,2021-12-08,Сбербанк,SBER,25,10825.25,318.97,293.8,318.97,,300.82,299.98,36,,,,0.0,0.0,0.0,0,3,SUR,-1.57
TQBR,2021-12-08,Сбербанк,SBER,399924,72512692906.7,310.99,291.57,316.88,291.57,300.82,296.95,241043180,301.2,301.2,291.57,64242694944.79,64242694944.79,64242694944.79,0,3,SUR,-4.14
SMAL,2021-12-09,Сбербанк,SBER,13,5974.04,297.0,290.79,304.97,,300.72,304.97,20,,,,0.0,0.0,0.0,0,3,SUR,1.66
TQBR,2021-12-09,Сбербанк,SBER,237956,40274844717.3,297.49,292.5,304.94,302.6,300.72,300.4,133933650,300.98,300.98,302.6,35498153076.5,35498153076.5,35498153076.5,0,3,SUR,1.16
SMAL,2021-12-10,Сбербанк,SBER,24,16468.4,295.02,292.78,305.0,,298.3,304.67,55,,,,0.0,0.0,0.0,0,3,SUR,-0.1
TQBR,2021-12-10,Сбербанк,SBER,160445,24474375346.8,300.5,294.43,304.28,295.0,298.3,297.44,82046160,298.38,298.38,295.0,22203677998.0,22203677998.0,22203677998.0,0,3,SUR,-0.99
SMAL,2021-12-13,Сбербанк,SBER,47,27845.07,314.99,277.54,314.99,,287.96,283.98,96,,,,0.0,0.0,0.0,0,3,SUR,-6.79
TQBR,2021-12-13,Сбербанк,SBER,290195,42131944975.3,298.23,280.08,300.99,282.57,287.96,280.64,146312930,288.3,288.3,282.57,36812810052.9,36812810052.9,36812810052.9,0,3,SUR,-5.65
SMAL,2021-12-14,Сбербанк,SBER,30,11695.97,270.0,266.0,297.98,,278.94,285.92,42,,,,0.0,0.0,0.0,0,3,SUR,0.68
TQBR,2021-12-14,Сбербанк,SBER,321347,49218627449.7,280.2,261.5,286.09,282.08,278.94,284.9,176483200,280.0,280.0,282.08,37461801763.5,37461801763.5,37461801763.5,0,3,SUR,1.52
SMAL,2021-12-15,Сбербанк,SBER,23,9632.18,305.34,279.23,305.34,,283.68,284.49,34,,,,0.0,0.0,0.0,0,3,SUR,-0.5
TQBR,2021-12-15,Сбербанк,SBER,172646,24828431135.5,284.9,279.44,287.79,280.46,283.68,286.65,87523240,283.39,283.39,280.46,19189028266.5,19189028266.5,19189028266.5,0,3,SUR,0.61
SMAL,2021-12-16,Сбербанк,SBER,18,14444.85,297.93,285.8,297.93,,294.25,297.78,49,,,,0.0,0.0,0.0,0,3,SUR,4.67
TQBR,2021-12-16,Сбербанк,SBER,225780,39668733059.0,287.7,286.2,298.7,298.55,294.25,295.89,134813120,294.45,294.45,298.55,33172400826.1,33172400826.1,33172400826.1,0,3,SUR,3.22
SMAL,2021-12-17,Сбербанк,SBER,16,10296.16,304.69,290.04,304.69,,294.66,296.96,35,,,,0.0,0.0,0.0,0,3,SUR,-0.28
SPEQ,2021-12-17,Сбербанк,SBER,730,6678639986.0,297.97,297.97,297.97,,,297.97,22413800,,,,0.0,0.0,0.0,0,3,SUR,-8.51
TQBR,2021-12-17,Сбербанк,SBER,141763,32344386589.0,295.0,291.61,296.73,295.66,294.66,294.9,109770570,294.62,294.62,295.66,28963334770.8,28963334770.8,28963334770.8,0,3,SUR,-0.33
SMAL,2021-12-20,Сбербанк,SBER,12,6101.1,286.84,286.15,295.77,,288.26,290.0,21,,,,0.0,0.0,0.0,0,3,SUR,-2.34
TQBR,2021-12-20,Сбербанк,SBER,148555,22970334237.0,293.11,285.63,293.11,288.0,288.26,288.4,79679000,288.0,288.0,288.0,18402627187.0,18402627187.0,18402627187.0,0,3,SUR,-2.2
SMAL,2021-12-21,Сбербанк,SBER,16,14495.14,293.62,285.9,293.62,,289.75,291.98,50,,,,0.0,0.0,0.0,0,3,SUR,0.68
TQBR,2021-12-21,Сбербанк,SBER,129848,18815016922.5,289.8,286.76,293.4,290.04,289.75,291.7,64934720,289.16,289.16,290.04,14443117161.4,14443117161.4,14443117161.4,0,3,SUR,1.14
SMAL,2021-12-22,Сбербанк,SBER,21,12012.98,300.28,283.83,300.28,,293.84,295.64,41,,,,0.0,0.0,0.0,0,3,SUR,1.25
TQBR,2021-12-22,Сбербанк,SBER,125738,18764947636.7,291.8,289.23,297.23,295.2,293.84,294.0,63860480,294.08,294.08,295.2,15635651553.4,15635651553.4,15635651553.4,0,3,SUR,0.79
SMAL,2021-12-23,Сбербанк,SBER,7,3532.58,294.88,288.82,298.97,,294.05,288.82,12,,,,0.0,0.0,0.0,0,3,SUR,-2.31
TQBR,2021-12-23,Сбербанк,SBER,102949,16328921885.0,294.68,291.26,298.1,294.3,294.05,292.8,55534990,293.9,293.9,294.3,13814338963.9,13814338963.9,13814338963.9,0,3,SUR,-0.41
SMAL,2021-12-24,Сбербанк,SBER,21,19255.88,291.8,288.96,299.98,,292.11,299.98,66,,,,0.0,0.0,0.0,0,3,SUR,3.86
TQBR,2021-12-24,Сбербанк,SBER,73006,11004253897.8,292.92,289.0,294.18,293.85,292.11,293.89,37671250,291.93,291.93,293.85,9155995952.4,9155995952.4,9155995952.4,0,3,SUR,0.37
SMAL,2021-12-27,Сбербанк,SBER,11,5907.85,298.97,293.01,298.97,,294.82,298.71,20,,,,0.0,0.0,0.0,0,3,SUR,-0.42
TQBR,2021-12-27,Сбербанк,SBER,74395,10535286767.5,294.76,293.37,296.0,295.03,294.82,295.68,35734540,294.76,294.76,295.03,8538813376.0,8538813376.0,8538813376.0,0,3,SUR,0.61
SMAL,2021-12-28,Сбербанк,SBER,13,10018.16,297.8,292.79,297.8,,295.8,296.0,34,,,,0.0,0.0,0.0,0,3,SUR,-0.91
TQBR,2021-12-28,Сбербанк,SBER,79072,11199396831.3,295.84,294.18,297.55,296.04,295.8,295.0,37859030,295.77,295.77,296.04,8672630188.0,8672630188.0,8672630188.0,0,3,SUR,-0.23
SMAL,2021-12-29,Сбербанк,SBER,18,10340.9,292.78,291.57,300.87,,293.09,295.47,35,,,,0.0,0.0,0.0,0,3,SUR,-0.18
TQBR,2021-12-29,Сбербанк,SBER,87013,11041565007.2,295.05,291.33,295.55,292.8,293.09,293.51,37673290,293.01,293.01,292.8,9280896518.8,9280896518.8,9280896518.8,0,3,SUR,-0.51
SMAL,2021-12-30,Сбербанк,SBER,23,17601.72,299.28,291.68,299.28,,293.27,295.25,60,,,,0.0,0.0,0.0,0,3,SUR,-0.07
TQBR,2021-12-30,Сбербанк,SBER,95351,12484601229.1,293.6,291.52,294.89,293.62,293.27,293.49,42567960,293.17,293.17,293.62,10457877366.1,10457877366.1,10457877366.1,0,3,SUR,-0.01
SMAL,2022-01-03,Сбербанк,SBER,43,28694.38,295.76,295.76,305.76,,301.23,303.0,96,,,,0.0,0.0,0.0,0,3,SUR,2.62
TQBR,2022-01-03,Сбербанк,SBER,118826,15116470365.3,295.9,294.34,305.5,302.7,301.23,305.47,50183170,301.29,301.29,302.7,12582100831.4,12582100831.4,12582100831.4,0,3,SUR,4.08
SMAL,2022-01-04,Сбербанк,SBER,19,9471.66,310.0,303.0,310.0,,305.56,305.0,31,,,,0.0,0.0,0.0,0,3,SUR,0.66
TQBR,2022-01-04,Сбербанк,SBER,121342,16277165930.5,305.51,301.63,310.1,305.22,305.56,304.24,53270410,305.01,305.01,305.22,12413957029.6,12413957029.6,12413957029.6,0,3,SUR,-0.4
SMAL,2022-01-05,Сбербанк,SBER,23,15936.77,300.0,289.0,304.77,,296.22,292.0,54,,,,0.0,0.0,0.0,0,3,SUR,-4.26
TQBR,2022-01-05,Сбербанк,SBER,164053,20740935491.0,303.72,287.0,304.26,297.83,296.22,287.01,70017630,300.04,300.04,297.83,10090377718.6,10090377718.6,10090377718.6,0,3,SUR,-5.66
SMAL,2022-01-06,Сбербанк,SBER,12,9915.89,309.99,283.8,309.99,,291.36,295.79,34,,,,0.0,0.0,0.0,0,3,SUR,1.3
TQBR,2022-01-06,Сбербанк,SBER,154394,23128604540.0,286.6,281.0,295.1,291.69,291.36,293.92,79380930,291.56,291.56,291.69,16762234201.4,16762234201.4,16762234201.4,0,3,SUR,2.41
TQBR,2022-01-07,Сбербанк,SBER,0,0.0,,,,293.86,,,0,291.56,291.69,293.86,16762234201.4,1951406.1,16762234201.4,0,3,SUR,
SMAL,2022-01-10,Сбербанк,SBER,16,15873.2,299.0,287.88,300.97,,293.02,294.97,54,,,,0.0,0.0,0.0,0,3,SUR,-0.28
TQBR,2022-01-10,Сбербанк,SBER,135182,19757691963.7,295.52,288.68,298.88,288.95,293.02,291.69,67426550,292.73,292.73,288.95,15904885490.5,15904885490.5,15904885490.5,0,3,SUR,-0.76
SMAL,2022-01-11,Сбербанк,SBER,19,9042.6,286.8,286.8,293.97,,290.93,293.92,31,,,,0.0,0.0,0.0,0,3,SUR,-0.36
TQBR,2022-01-11,Сбербанк,SBER,107452,17141880062.9,293.4,288.71,293.94,289.87,290.93,291.88,58921530,290.79,290.79,289.87,14323088038.3,14323088038.3,14323088038.3,0,3,SUR,0.07
SMAL,2022-01-12,Сбербанк,SBER,28,15807.05,294.88,286.11,309.91,,289.34,290.47,54,,,,0.0,0.0,0.0,0,3,SUR,-1.17
TQBR,2022-01-12,Сбербанк,SBER,149818,23674409517.2,292.82,285.05,292.92,289.72,289.34,290.4,81822450,289.19,289.19,289.72,20861862826.4,20861862826.4,20861862826.4,0,3,SUR,-0.51
SMAL,2022-01-13,Сбербанк,SBER,37,30018.77,295.77,264.02,295.77,,278.93,274.97,107,,,,0.0,0.0,0.0,0,3,SUR,-5.34
TQBR,2022-01-13,Сбербанк,SBER,360163,58998956306.5,289.56,269.9,290.37,270.5,278.93,272.5,211556190,280.15,280.15,270.5,47342082027.5,47342082027.5,47342082027.5,0,3,SUR,-6.16
SMAL,2022-01-14,Сбербанк,SBER,70,35372.41,274.78,250.0,279.97,,260.53,261.0,134,,,,0.0,0.0,0.0,0,3,SUR,-5.08
TQBR,2022-01-14,Сбербанк,SBER,676916,105840690373.5,272.39,249.2,277.98,255.0,260.53,261.0,406253690,260.18,260.18,255.0,92847433060.2,92847433060.2,92847433060.2,0,3,SUR,-4.22
