Date,FuturesCode,WeightedAvgPrice,SettlementPrice,FirstDealPrice,MaxPrice,MinPrice,LastDealPrice,Change,VolumeLastDeal,NumOfDeals,TradingVolume RUB,TradingVolume contr,OpenPositionsVolume RUB,OpenPositionsVolume contr,MarginRequirements
03.08.2023,BRU3,84,"85,08","83,72","85,28","82,9","85,1","+1,65 %",1,66 851,18 473 282 646,232 116,10 981 959 868,136 232,17 386
04.08.2023,BRU3,"85,75","86,33","85,08","86,36","84,96","86,33","+1,44 %",6,39 690,10 915 526 350,132 726,10 126 358 767,122 308,17 773
07.08.2023,BRU3,"86,02","85,76","86,3","86,86","85,31","85,72","-0,71 %",1,44 346,11 923 178 402,145 119,10 705 161 615,130 690,17 867
08.08.2023,BRU3,"84,8","85,34","85,72","86,23","83,83","85,37","-0,41 %",49,61 611,17 964 634 442,217 905,11 397 312 502,137 372,17 676
09.08.2023,BRU3,"86,74","86,85","85,35","87,54","85,34","86,87","+1,76 %",1,54 449,15 998 288 059,189 797,10 886 941 746,128 990,18 166
10.08.2023,BRU3,"87,3","87,08","86,74","88,06","86,39","87,16","+0,33 %",1,50 019,14 238 506 153,167 315,10 513 861 134,123 862,18 247
11.08.2023,BRU3,"86,71",87,"87,18","87,25","86,05","87,05","-0,13 %",1,52 202,14 216 576 051,165 126,10 580 541 662,122 490,18 287
14.08.2023,BRU3,"86,45","86,33","87,17","87,42","85,7","86,39","-0,76 %",1,47 007,14 476 664 029,171 376,10 058 620 753,119 242,18 695
15.08.2023,BRU3,"85,65","84,69","86,43","86,77","84,57","84,73","-1,92 %",1,50 239,13 383 040 492,160 851,10 217 508 047,124 196,17 696
16.08.2023,BRU3,"85,02","84,89","84,72","85,49","84,46","84,92","+0,22 %",1,39 534,10 957 712 395,136 180,10 275 307 528,127 892,17 437
17.08.2023,BRU3,"84,21","84,66","84,9","84,95","83,4","84,59","-0,39 %",1,51 627,13 612 261 315,172 574,10 152 887 826,128 030,16 761
18.08.2023,BRU3,"83,99","84,31","84,6","84,7","83,25","84,33","-0,31 %",1,47 136,14 631 677 500,186 122,10 853 512 446,137 532,16 688
21.08.2023,BRU3,"85,24","85,3","84,29","85,89","84,22","85,25","+1,09 %",2,43 205,12 234 508 301,153 402,10 203 927 124,127 850,16 938
22.08.2023,BRU3,"84,42","84,26","85,25","85,25","83,94","84,29","-1,13 %",2,40 645,12 401 601 516,155 845,9 848 987 400,123 996,16 684
23.08.2023,BRU3,"83,19","83,35","84,25","84,53","82,2","83,35","-1,12 %",8,62 619,17 760 371 224,226 405,9 326 394 776,118 660,16 531
24.08.2023,BRU3,"83,06","83,19","83,35","83,75","82,16","83,18","-0,20 %",2,58 640,15 092 361 636,191 873,9 240 763 424,117 292,16 452
25.08.2023,BRU3,"84,08","84,02","83,18","84,72","83,02","84,01","+1,00 %",1,53 634,16 013 623 684,199 881,8 942 842 028,111 708,16 582
28.08.2023,BRU3,"84,34","84,35","84,03","85,2","82,87","84,4","+0,46 %",1,59 385,16 321 340 066,203 193,8 668 546 387,107 908,16 734
29.08.2023,BRU3,"84,55","84,75","84,45","85,1","83,89","84,76","+0,43 %",1,45 060,11 352 938 331,140 655,7 825 231 596,96 716,16 902
30.08.2023,BRU3,"85,66","85,7","84,68","86,19","84,66","85,65","+1,05 %",1,42 963,12 282 167 132,149 058,6 913 918 404,83 864,17 047
31.08.2023,BRU3,"86,2","86,56","85,55","86,92","85,15","86,53","+1,03 %",1,33 532,9 555 024 032,115 436,5 866 238 349,70 580,17 266
01.09.2023,BRU3,"86,8","86,84","86,62","86,9","86,54","86,84","+0,36 %",1,7 034,3 174 751 218,37 923,-,-,17 357
04.09.2023,BRV3,"88,73","89,01","88,39","89,17","88,26","89,02","+0,72 %",1,28 040,8 377 369 716,97 504,12 023 451 387,139 502,18 678
05.09.2023,BRV3,"89,59","90,94","88,98","91,09","88,19","90,95","+2,17 %",2,69 802,20 530 951 633,234 238,14 625 476 667,164 386,19 228
06.09.2023,BRV3,"89,98","90,24","90,88","91,01","89,41","90,25","-0,77 %",1,44 605,13 129 123 676,148 230,13 344 000 136,150 218,19 125
07.09.2023,BRV3,"90,46","90,59","90,28","90,98","90,01","90,62","+0,41 %",1,35 215,10 936 449 659,122 811,13 899 427 586,155 868,19 239
08.09.2023,BRV3,"90,31","90,72","90,47","91,01","89,52","90,7","+0,09 %",2,39 597,13 945 431 480,157 861,14 478 454 182,163 162,19 067
11.09.2023,BRV3,"90,83","90,66","90,71","91,46","90,29","90,66","-0,04 %",2,37 752,13 080 969 722,151 263,14 009 409 468,162 310,18 703
12.09.2023,BRV3,"91,56","92,2","90,74","92,42","90,52","92,19","+1,69 %",1,40 310,15 403 527 318,177 119,14 699 484 871,167 842,18 709
13.09.2023,BRV3,"92,26","92,28","92,17","92,73","91,72","92,2","+0,01 %",6,28 411,11 474 008 214,129 262,14 842 548 969,167 176,18 881
14.09.2023,BRV3,"92,76","93,36","92,15","94,87","91,62","93,32","+1,22 %",1,36 634,13 483 444 026,149 658,14 484 803 830,159 738,19 156
15.09.2023,BRV3,"93,67","93,66","93,36","94,37","92,73","93,64","+0,34 %",1,40 616,15 315 455 306,169 328,13 891 384 688,153 598,19 224
18.09.2023,BRV3,"94,34","94,57","93,72","94,82","93,52","94,55","+0,97 %",31,31 601,11 186 960 231,122 997,14 886 932 645,163 282,19 318
19.09.2023,BRV3,"94,87","95,09","94,53","95,7","93,73","95,11","+0,59 %",5,44 983,19 172 056 141,208 761,17 108 955 711,185 860,19 356
20.09.2023,BRV3,"93,83","93,9","95,05","95,1","92,79","93,83","-1,35 %",4,59 149,20 406 692 816,225 592,15 524 700 603,171 488,19 149
21.09.2023,BRV3,"93,35","93,53","93,84","94,34","92,21","93,55","-0,30 %",1,73 396,28 100 746 394,312 645,16 392 522 339,182 030,18 918
22.09.2023,BRV3,"93,7","93,49","93,49","94,44","93,06","93,45","-0,11 %",1,51 519,18 562 280 460,206 253,14 554 715 271,162 094,18 838
25.09.2023,BRV3,"93,26","92,93","93,38","94,02","92,53","92,98","-0,50 %",1,55 194,20 054 162 949,223 563,14 751 732 425,165 034,18 694
26.09.2023,BRV3,"92,77","93,65",93,"93,8","91,87","93,69","+0,76 %",1,63 227,23 978 812 238,268 454,16 421 409 003,182 126,18 840
27.09.2023,BRV3,"95,06","96,29","93,69","96,79","93,69","96,27","+2,75 %",1,74 998,27 150 819 668,295 394,18 802 551 942,201 956,19 370
28.09.2023,BRV3,"96,4","96,27","96,27","97,43","95,5","96,21","-0,06 %",1,60 743,22 660 459 413,242 738,13 575 284 286,145 608,19 409
29.09.2023,BRV3,"95,41","95,38","96,15","96,15","94,71","95,41","-0,83 %",1,50 150,19 590 743 146,209 623,9 014 099 711,96 484,19 341
02.10.2023,BRV3,"95,34","95,26","95,32","95,56","95,21","95,27","-0,15 %",1,7 163,3 617 361 385,38 150,-,-,19 448
03.10.2023,BRX3,"91,02","91,6","91,48","91,78","90,17","91,6","+0,10 %",1,59 049,20 953 848 147,231 003,17 538 250 357,192 114,19 748
04.10.2023,BRX3,"89,76","88,1","91,6","91,9","87,91","88,06","-3,86 %",1,94 787,29 622 877 726,331 331,20 059 834 119,228 604,19 020
05.10.2023,BRX3,"86,05","84,91",88,88,"84,55","84,84","-3,66 %",1,133 818,44 348 578 403,513 337,24 496 383 424,287 368,18 350
06.10.2023,BRX3,"84,74","85,09","84,79","85,46","84,02","85,01","+0,20 %",1,95 290,31 610 310 244,371 562,26 951 844 608,315 520,18 416
09.10.2023,BRX3,"87,41","88,25","85,18","88,67","84,9","88,23","+3,79 %",3,86 154,26 893 441 134,309 672,24 591 590 212,280 478,19 221
10.10.2023,BRX3,"88,01","87,62","88,29","88,79","87,16","87,73","-0,57 %",1,73 465,24 133 564 570,273 075,24 071 302 977,273 574,18 752
11.10.2023,BRX3,"87,15","86,26","87,75","88,51","85,61","86,29","-1,64 %",1,88 833,28 581 913 510,327 586,24 707 243 430,286 088,18 479
12.10.2023,BRX3,"86,92","86,4","86,29","87,81","85,62","86,4","+0,13 %",3,86 068,28 152 632 889,332 402,23 810 994 373,282 842,17 936
13.10.2023,BRX3,"88,46","89,6","86,53","89,96","85,82","89,64","+3,75 %",1,113 248,38 932 458 150,452 478,21 420 043 015,245 790,18 573
16.10.2023,BRX3,"90,59","90,19","89,67","91,52","89,62","90,19","+0,61 %",1,109 992,36 634 518 664,415 539,21 534 605 376,245 336,18 661
17.10.2023,BRX3,"90,04","89,56","90,23","90,77","89,1","89,6","-0,65 %",1,77 329,26 140 400 721,296 965,22 211 508 361,253 692,18 494
18.10.2023,BRX3,"91,63","91,25","89,55","93,19","89,27","91,25","+1,84 %",1,128 325,41 658 424 705,466 819,24 362 528 016,274 142,18 797
19.10.2023,BRX3,"90,97","91,59","91,42","92,15","89,94","91,59","+0,37 %",1,107 819,31 399 462 721,355 594,24 154 905 544,271 702,18 842
20.10.2023,BRX3,"93,19","93,53","91,6","93,96","91,6","93,48","+2,06 %",7,112 098,35 420 989 292,399 242,22 520 082 796,252 896,18 845
23.10.2023,BRX3,"92,14","91,35","93,49","93,58","91,01","91,21","-2,43 %",1,101 943,30 675 665 912,353 131,22 501 041 471,261 282,18 142
24.10.2023,BRX3,"89,89","88,5","91,18","91,21","87,91","88,47","-3,00 %",1,136 440,38 541 590 994,459 732,24 860 876 395,301 210,17 354
25.10.2023,BRX3,"88,26","88,8","88,4","89,07","87,04","88,8","+0,37 %",3,111 303,31 380 158 295,381 448,23 190 716 904,280 178,17 319
26.10.2023,BRX3,"89,23","88,83","88,91","90,47","87,82","88,88","+0,09 %",4,147 587,41 211 789 592,493 379,22 022 346 997,264 838,17 372
27.10.2023,BRX3,"89,08","88,97","88,89","90,28","87,79","88,9","+0,02 %",5,113 651,31 304 660 799,373 362,20 703 616 702,247 244,17 186
30.10.2023,BRX3,"89,41","88,11","88,89","90,91","87,59","88,19","-0,80 %",1,126 181,33 272 632 551,400 649,18 050 677 035,220 552,17 026
31.10.2023,BRX3,"88,03","87,93","88,04","88,63","87,34","87,91","-0,32 %",1,71 563,21 172 796 897,257 434,12 796 931 416,155 776,16 740
01.11.2023,BRX3,"87,39","87,42","87,81","87,93","87,19","87,4","-0,58 %",1,9 876,6 617 277 242,81 589,-,-,16 787
02.11.2023,BRZ3,"86,24","86,64","87,18","87,32","85,52","86,77","-0,46 %",1,110 033,40 271 506 774,500 548,44 367 974 019,548 920,17 553
03.11.2023,BRZ3,"87,21","87,01","86,77","88,25","86,07","87,05","+0,32 %",2,130 621,44 594 422 745,553 370,44 480 458 399,553 216,17 506
06.11.2023,BRZ3,"86,26","86,77",87,87,"85,35","86,76","-0,33 %",1,93 799,32 132 337 023,403 663,43 667 556 747,545 358,17 311
07.11.2023,BRZ3,"85,15","84,29","86,73","86,99","84,06","84,24","-2,90 %",1,110 625,37 561 788 357,477 597,48 022 650 307,616 836,16 798
08.11.2023,BRZ3,"82,92","81,96","84,3","84,37","81,61","81,99","-2,67 %",44,138 683,43 588 450 671,572 213,51 201 195 717,680 050,16 253
09.11.2023,BRZ3,"81,82","82,75","81,9","82,89","80,94","82,69","+0,85 %",4,111 448,33 042 729 799,438 839,52 499 784 862,689 410,16 360
10.11.2023,BRZ3,"82,27","82,43","82,66","82,7","81,58","82,39","-0,36 %",1,58 392,17 523 685 691,230 961,52 726 863 840,693 592,16 215
13.11.2023,BRZ3,"82,34","82,84","82,38","83,13","81,28","82,77","+0,46 %",1,84 064,25 213 892 367,334 405,52 651 464 172,694 096,16 277
14.11.2023,BRZ3,"83,3","84,28","82,77","84,33","82,42","84,2","+1,73 %",4,80 896,25 657 322 821,340 059,47 971 991 018,628 452,16 362
15.11.2023,BRZ3,"83,04","82,69","84,18","84,18","82,09","82,66","-1,83 %",1,85 015,24 967 957 488,336 707,48 117 160 485,651 648,15 644
16.11.2023,BRZ3,"80,92","79,56","82,61","82,61","79,04","79,55","-3,76 %",5,127 858,40 051 205 187,556 274,54 196 552 155,765 602,15 012
17.11.2023,BRZ3,"79,29","80,58","79,47","80,67","78,24","80,58","+1,30 %",3,107 577,32 438 229 147,454 543,53 257 088 177,734 294,15 139
20.11.2023,BRZ3,"82,05","83,26","80,58","83,33","80,46","83,24","+3,30 %",1,108 124,34 861 555 756,480 455,46 196 036 248,627 398,15 492
21.11.2023,BRZ3,"82,58","82,68","83,21","83,43","81,88","82,74","-0,60 %",2,74 575,21 737 098 079,299 748,44 519 420 509,613 172,15 289
22.11.2023,BRZ3,"81,1","79,97","82,66","83,18","79,34","79,96","-3,36 %",1,134 007,39 178 801 927,546 757,49 695 976 216,703 376,14 821
23.11.2023,BRZ3,"81,38","81,14","80,06","82,44","79,8","81,17","+1,51 %",1,103 197,31 235 315 665,434 546,46 085 821 316,643 026,15 006
24.11.2023,BRZ3,"81,75","82,28","81,15","82,39","81,01","82,28","+1,37 %",36,61 620,17 635 578 331,243 244,43 580 784 624,597 210,15 255
27.11.2023,BRZ3,"80,65","80,89","82,26","82,42","79,61","80,98","-1,58 %",1,105 909,27 271 699 091,380 663,44 238 777 683,615 700,14 943
28.11.2023,BRZ3,"80,68","81,64","80,9","81,67","79,84","81,63","+0,80 %",1,90 285,24 939 874 381,346 439,40 178 332 461,551 574,15 031
29.11.2023,BRZ3,"82,15","81,74","81,66","83,13","81,06","81,75","+0,15 %",1,88 989,29 224 901 384,401 291,28 800 364 809,397 434,15 074
30.11.2023,BRZ3,"83,56","83,6","81,77","84,72","81,77","83,75","+2,45 %",9,99 117,32 872 469 187,439 815,18 420 322 682,246 332,15 336
01.12.2023,BRZ3,"82,78","82,83","83,61","83,61","82,55","82,81","-1,12 %",1,17 578,9 252 961 793,123 664,-,-,15 399
04.12.2023,BRF4,"79,87","79,78","82,09","82,5","78,42","79,75","-2,82 %",14,138 470,47 175 379 616,648 674,39 985 375 218,550 434,15 624
05.12.2023,BRF4,"79,2","79,34","79,75","80,1","78,22","79,3","-0,56 %",2,106 994,33 382 579 496,455 753,43 106 944 919,587 468,15 676
06.12.2023,BRF4,"77,66","76,32","79,25","79,51","76,29","76,33","-3,74 %",12,116 112,35 970 732 594,499 471,47 524 375 720,671 490,15 202
07.12.2023,BRF4,"75,74","75,48","76,33","76,33","75,08","75,41","-1,20 %",1,98 664,29 614 547 320,424 327,47 552 378 809,683 652,15 010
08.12.2023,BRF4,"75,91","76,75","75,44","77,04","74,38","76,76","+1,79 %",1,115 029,32 905 807 257,471 168,46 585 204 620,659 740,15 006
11.12.2023,BRF4,"76,33","76,31","76,69","77,28","75,55","76,35","-0,53 %",2,86 095,25 591 108 367,368 494,43 675 277 236,629 060,14 798
12.12.2023,BRF4,"75,76","74,58","76,35","77,07","74,25","74,53","-2,38 %",1,107 002,30 128 805 423,441 512,47 003 727 381,699 742,14 314
13.12.2023,BRF4,"73,92","74,65","74,52","74,79","73,01","74,68","+0,20 %",1,113 315,32 263 225 009,485 313,47 322 999 900,704 880,14 274
14.12.2023,BRF4,"75,97","77,16","74,7","77,48","74,27","77,2","+3,37 %",2,96 747,28 200 986 533,413 389,44 972 227 131,649 022,14 717
15.12.2023,BRF4,"77,05","76,53","77,21","77,77","75,79","76,49","-0,92 %",3,91 216,27 419 395 056,394 909,43 475 513 054,630 394,14 504
18.12.2023,BRF4,"77,83","78,8","76,58","79,64","76,1","78,88","+3,12 %",4,137 249,42 276 475 189,602 633,41 249 256 276,580 768,15 014
19.12.2023,BRF4,"78,44","79,28","78,92","79,3","77,72","79,26","+0,48 %",10,99 855,31 941 193 974,450 213,40 149 115 887,559 944,15 040
20.12.2023,BRF4,"79,92","79,92","79,27","80,71","79,03","79,92","+0,83 %",20,99 414,33 297 044 764,458 110,37 438 580 583,515 064,15 185
21.12.2023,BRF4,"79,32","79,28","79,98","80,58","78,11","79,22","-0,88 %",5,125 012,42 610 524 273,583 553,33 712 141 964,461 904,15 308
22.12.2023,BRF4,"79,82","79,68","79,24","80,48","78,67","79,69","+0,59 %",1,89 939,28 642 853 034,389 642,31 822 583 621,433 656,15 224
25.12.2023,BRF4,"79,37","79,4","79,67","79,74","78,97","79,4","-0,36 %",2,37 566,10 523 337 515,144 441,30 643 257 892,420 444,15 201
26.12.2023,BRF4,"80,1","81,13","79,38","81,25","78,66","81,13","+2,18 %",2,56 475,20 286 525 901,276 285,25 898 166 519,348 212,15 448
27.12.2023,BRF4,"80,98","80,63","81,18","81,73","80,04","80,53","-0,74 %",1,71 971,22 608 455 335,305 795,25 043 205 917,340 190,15 334
28.12.2023,BRF4,"79,37","78,68","80,57","80,65","78,32","78,61","-2,38 %",2,62 103,21 967 977 276,308 996,21 945 030 899,311 378,14 703
29.12.2023,BRF4,"78,38","78,42","78,67","78,97","78,18","78,41","-0,25 %",6,14 483,11 719 140 916,166 075,-,-,14 530
03.01.2024,BRG4,"77,45","78,66","78,32","78,87","75,91","78,7","+0,63 %",1,78 197,27 619 858 578,388 151,26 627 267 631,368 436,15 687
04.01.2024,BRG4,"79,15","78,59","78,74","79,92","78,29","78,64","-0,08 %",1,64 257,19 276 709 717,266 791,27 198 265 831,379 094,15 585
05.01.2024,BRG4,"78,59","79,21","78,55","79,72","77,45","79,26","+0,79 %",1,76 982,25 341 715 200,354 882,28 150 098 591,391 132,15 584
08.01.2024,BRG4,"77,57","76,81","79,38","79,66","76,18","76,8","-3,10 %",1,89 632,32 514 304 675,459 047,37 658 872 832,536 942,15 005
09.01.2024,BRG4,"77,59","77,5","76,8","78,56","76,33","77,39","+0,77 %",3,84 809,31 401 778 008,450 506,29 489 567 116,423 566,14 993
10.01.2024,BRG4,"78,3","78,13","77,53","79,17","77,46","78,26","+1,12 %",1,78 643,23 565 030 651,336 724,29 507 731 326,422 550,14 984
11.01.2024,BRG4,"78,03","79,06","78,2","79,09","77,03","79,03","+0,98 %",1,102 483,32 730 529 046,473 833,28 900 970 700,412 930,15 062
12.01.2024,BRG4,"79,58","79,57","79,03",81,"77,75","79,49","+0,58 %",168,134 961,43 754 590 445,622 465,28 190 231 582,401 112,14 966
15.01.2024,BRG4,"78,41","77,88","79,56","79,58","77,28","77,86","-2,05 %",1,99 706,31 441 232 442,457 665,32 424 468 179,475 194,14 520
16.01.2024,BRG4,"78,76","78,11","77,95","79,58","77,95","78,27","+0,53 %",2,94 391,28 708 967 475,415 498,30 892 070 828,450 820,14 565
17.01.2024,BRG4,"77,7","77,61","78,28","79,08","76,81","77,58","-0,88 %",1,106 972,34 766 529 622,503 892,36 290 728 625,526 566,14 567
18.01.2024,BRG4,"78,16","78,52","77,62","78,77","77,32","78,6","+1,32 %",1,81 761,26 000 234 427,373 786,32 554 124 278,465 830,14 745
19.01.2024,BRG4,"79,26","79,57","78,55","79,87","78,29","79,63","+1,31 %",10,87 647,29 441 171 521,420 983,29 993 105 934,427 198,14 843
22.01.2024,BRG4,"78,94","79,68","79,59","79,83","78,13","79,65","+0,02 %",1,79 843,25 783 898 644,371 619,28 433 284 297,405 980,14 728
23.01.2024,BRG4,"79,89","79,95","79,65","80,59","78,98",80,"+0,44 %",1,99 159,31 262 984 815,442 077,26 336 995 833,372 148,14 773
24.01.2024,BRG4,"79,89","80,19","80,04","80,49","79,24","80,17","+0,21 %",1,81 891,27 052 088 984,382 171,25 710 057 495,361 872,14 837
25.01.2024,BRG4,"80,82","81,3","80,24","81,52","79,97","81,23","+1,32 %",1,84 473,28 886 396 777,402 279,23 530 525 344,325 756,15 084
26.01.2024,BRG4,"82,07","82,68","81,25","82,85","81,2","82,61","+1,70 %",1,68 992,23 020 737 850,312 428,22 080 555 284,297 450,15 438
29.01.2024,BRG4,"82,95","82,65","82,6","84,07","81,47","82,67","+0,07 %",1,111 175,37 097 913 732,502 795,15 993 841 990,217 562,15 382
30.01.2024,BRG4,"82,36","82,61","82,72","82,97","81,44","82,7","+0,04 %",2,78 356,24 074 301 963,325 948,14 653 126 856,197 800,15 299
31.01.2024,BRG4,"82,45","81,74","82,75","83,3","81,66","81,92","-0,94 %",1,49 089,16 420 041 994,221 405,9 343 236 570,127 074,15 177
01.02.2024,BRG4,"81,69","81,74","81,92","82,07","81,53","81,72","-0,24 %",1,8 490,5 330 230 373,72 123,-,-,15 254
02.02.2024,BRH4,"79,92","78,68","81,82","82,1","78,43","78,6","-4,01 %",4,143 669,49 749 976 252,684 490,32 228 745 383,450 392,15 422
05.02.2024,BRH4,"78,38","77,96","78,67","78,94","77,81","77,94","-0,84 %",18,78 460,22 911 101 183,323 116,34 311 088 218,486 526,15 353
06.02.2024,BRH4,"78,99","79,21","78,06","79,49","78,04","79,21","+1,63 %",1,69 129,20 200 385 773,280 489,31 556 613 478,436 962,15 505
07.02.2024,BRH4,"79,55","79,64","79,18","80,02","78,78","79,63","+0,53 %",1,63 026,21 136 902 455,291 317,27 788 875 399,382 558,15 638
08.02.2024,BRH4,"80,5","81,35","79,69","81,49","79,65","81,31","+2,11 %",4,68 954,21 228 431 473,290 515,25 321 208 482,342 884,15 956
09.02.2024,BRH4,"81,86","82,09","81,3","82,47","81,11",82,"+0,85 %",1,66 779,22 465 575 034,301 534,22 981 507 149,307 580,15 933
12.02.2024,BRH4,"81,91","82,15","81,99","82,42","81,18","82,13","+0,16 %",1,55 774,17 153 549 801,229 457,22 191 130 140,295 968,15 972
13.02.2024,BRH4,"82,56","82,55","82,1","83,13","81,86","82,61","+0,58 %",3,52 066,16 657 783 398,220 975,21 668 181 673,287 490,16 043
14.02.2024,BRH4,"83,13","82,67","82,64","83,78","82,5","82,64","+0,04 %",1,59 496,20 090 719 492,264 248,20 009 156 649,264 648,16 068
15.02.2024,BRH4,"82,03","82,67","82,68","83,14","81,11","82,7","+0,07 %",3,80 744,24 507 579 596,323 378,18 143 379 382,237 548,16 172
16.02.2024,BRH4,"82,82","83,01","82,75","83,4","82,17","82,96","+0,31 %",60,62 628,19 776 792 889,258 826,18 312 316 534,239 120,16 236
19.02.2024,BRH4,"83,24","83,58","82,95","83,62","82,73","83,58","+0,75 %",4,39 980,14 742 364 169,191 590,16 037 881 295,207 574,16 265
20.02.2024,BRH4,"83,19","82,44","83,57","83,77","82,3","82,44","-1,36 %",20,47 403,15 056 744 457,195 971,15 959 344 336,209 600,16 031
21.02.2024,BRH4,"82,35","82,69","82,42","82,84","81,85","82,72","+0,34 %",10,55 573,19 352 378 843,253 826,15 418 619 723,201 388,16 063
22.02.2024,BRH4,"83,04","83,12","82,79","83,52","82,46","83,15","+0,52 %",25,47 690,17 111 232 945,221 586,13 793 180 327,178 450,16 131
26.02.2024,BRH4,"82,15","82,14","83,19","83,98","81,21","82,13","-1,23 %",1,52 501,17 681 687 318,233 336,12 577 334 804,165 998,15 764
27.02.2024,BRH4,"82,66","83,08","82,11","83,28","81,94","83,1","+1,18 %",1,52 383,15 071 557 122,197 882,10 960 416 114,143 180,15 887
28.02.2024,BRH4,"83,42","83,74","83,16","84,27","82,68","83,87","+0,93 %",5,55 755,17 033 058 390,223 886,9 359 320 298,122 554,15 906
29.02.2024,BRH4,"83,44","83,53","83,8","83,94","83,01","83,53","-0,40 %",1,37 441,12 142 360 686,159 908,5 408 203 032,71 146,15 715
01.03.2024,BRH4,"83,61","83,56","83,53","83,77","83,5","83,57","+0,05 %",1,5 430,3 005 379 115,39 205,-,-,15 802
04.03.2024,BRJ4,"84,12","83,74","84,15","84,78","83,55","83,8","-0,46 %",5,60 404,20 648 407 997,268 857,15 091 700 717,197 402,16 607
05.03.2024,BRJ4,"83,1","83,18","83,78","83,99","82,41","83,15","-0,78 %",1,69 898,21 569 761 042,286 314,18 154 796 892,240 754,16 390
06.03.2024,BRJ4,"83,16","84,01","83,2","84,07","82,4","84,05","+1,08 %",1,53 840,17 246 930 740,229 014,17 362 495 953,228 208,16 412
07.03.2024,BRJ4,"83,23","82,88","84,07","84,31","82,61","82,92","-1,34 %",1,60 196,18 487 237 788,244 975,16 830 091 085,223 950,16 155
11.03.2024,BRJ4,"82,48","82,64","82,93","83,7","81,51","82,66","-0,31 %",16,68 784,21 831 724 826,291 936,17 406 166 987,232 300,16 054
12.03.2024,BRJ4,"82,74","82,73","82,69","83,27","82,07","82,75","+0,11 %",1,57 311,17 834 929 941,235 000,16 572 807 972,218 388,16 127
13.03.2024,BRJ4,"83,22","83,56","82,8","83,98","82,17","83,55","+0,97 %",1,61 148,19 301 368 042,253 271,16 953 247 661,221 552,16 342
14.03.2024,BRJ4,"84,73","85,24","83,55","85,63","83,5","85,36","+2,17 %",1,61 709,18 603 883 969,239 592,19 062 078 281,244 010,16 632
15.03.2024,BRJ4,"85,26","85,24","85,39","85,75","84,81","85,18","-0,21 %",5,45 848,14 698 391 273,185 680,18 678 156 448,236 002,16 627
18.03.2024,BRJ4,"85,93","86,45","85,23","86,49","85,23","86,49","+1,54 %",2,49 285,14 902 911 880,188 649,19 157 077 820,241 046,16 834
19.03.2024,BRJ4,"86,99","87,58","86,49","87,72","86,27","87,57","+1,25 %",1,53 005,16 735 963 966,207 969,19 148 404 168,236 344,17 149
20.03.2024,BRJ4,"86,68","86,03","87,58","87,68","85,79","86,06","-1,72 %",1,61 458,20 512 472 816,256 118,16 404 950 203,206 382,16 826
21.03.2024,BRJ4,"85,9","85,48","86,06","86,74","85,2","85,44","-0,72 %",1,54 871,17 697 536 370,223 772,14 821 202 853,188 318,16 480
22.03.2024,BRJ4,"85,73","85,8","85,49","86,22","85,26","85,81","+0,43 %",7,42 671,13 505 938 704,169 991,14 450 094 695,181 736,16 693
25.03.2024,BRJ4,"86,17","86,8","85,76","87,18","85,36","86,81","+1,16 %",1,48 342,16 274 105 943,203 783,13 332 204 921,165 736,16 829
26.03.2024,BRJ4,"86,64","86,64","86,75","87,07","86,15","86,65","-0,18 %",1,45 322,13 856 998 065,172 471,12 941 882 002,161 082,16 751
27.03.2024,BRJ4,"85,8","86,07","86,59","86,73","85,26","86,04","-0,70 %",1,47 362,14 233 157 744,180 098,11 289 183 773,142 392,16 608
28.03.2024,BRJ4,"86,67","87,3","86,02","87,47","85,61","87,28","+1,44 %",1,43 196,13 822 924 687,172 455,8 538 681 599,105 754,16 766
29.03.2024,BRJ4,"87,4","87,4","87,27","87,54","87,21","87,4","+0,14 %",1,12 170,4 200 670 252,52 042,5 551 054 394,68 772,16 714
01.04.2024,BRJ4,"87,42","87,42","87,4","87,47","87,39","87,42","+0,02 %",60,5 065,2 536 892 203,31 427,-,-,16 696
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
