,BOARDID,TRADEDATE,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,WAPRICE,CLOSE,VOLUME,ADMITTEDQUOTE,ADMITTEDVALUE,TRENDCLSPR
116,TQBR,2021-03-26,SBER,93759,16285019984.6,288.63,288.32,292.75,290.42,291.22,56072880,288.9,14807666161.1,1.59
118,TQBR,2021-03-29,SBER,73350,12776627652.5,289.72,289.26,294.09,292.5,293.3,43681330,293.0,11875039030.7,0.71
120,TQBR,2021-03-30,SBER,72447,11386510532.1,294.86,291.5,295.72,293.42,293.25,38806220,293.84,10612816454.4,-0.02
122,TQBR,2021-03-31,SBER,80425,13722588078.6,294.0,290.26,294.42,291.99,291.02,46996880,290.26,12777864924.2,-0.76
124,TQBR,2021-04-01,SBER,92455,15048904346.4,292.0,288.43,294.72,291.64,290.24,51601440,288.86,13787196244.7,-0.27
126,TQBR,2021-04-02,SBER,40624,5610346088.3,290.81,289.14,292.4,291.01,291.7,19279180,291.72,5121258107.4,0.5
128,TQBR,2021-04-05,SBER,73131,10211978871.6,290.8,287.07,291.48,288.83,288.78,35363370,288.79,9339583032.9,-1.0
130,TQBR,2021-04-06,SBER,145946,22023585643.8,289.0,281.37,289.43,284.07,281.5,77530890,281.8,20418940595.1,-2.52
132,TQBR,2021-04-07,SBER,118731,20938831900.0,281.68,278.54,284.29,282.41,283.98,74146060,282.4,19648223756.1,0.88
134,TQBR,2021-04-08,SBER,80363,14569845805.9,284.88,282.17,286.2,284.1,283.89,51289780,283.72,14155648406.6,-0.03
136,TQBR,2021-04-09,SBER,72740,11271736294.7,283.47,280.09,283.79,281.56,281.07,40033420,280.1,10566542340.9,-0.99
138,TQBR,2021-04-12,SBER,97021,16143449066.2,278.2,278.0,285.35,282.33,281.75,57180030,281.2,15385035140.3,0.24
140,TQBR,2021-04-13,SBER,99295,19307788768.4,282.93,281.14,288.2,284.05,287.95,67973530,286.28,15908557577.6,2.2
142,TQBR,2021-04-14,SBER,72723,17158515624.6,290.0,286.72,291.58,289.04,287.18,59364940,288.3,16294662845.7,-0.27
144,TQBR,2021-04-15,SBER,121443,24900273563.2,281.5,280.87,285.19,282.8,283.72,88048600,283.17,24027362847.2,-1.2
146,TQBR,2021-04-16,SBER,79081,18209910712.5,285.71,284.08,289.3,286.78,288.5,63499000,289.03,17480807210.9,1.68
148,TQBR,2021-04-19,SBER,80284,14768633036.5,287.86,286.04,289.25,287.73,287.72,51327720,287.84,14157059004.9,-0.27
150,TQBR,2021-04-20,SBER,83018,18231430821.4,288.9,286.59,290.92,288.49,287.42,63197880,287.92,17600115166.7,-0.1
152,TQBR,2021-04-21,SBER,75992,14366094028.1,288.01,287.06,290.2,288.52,289.25,49792800,288.1,13767218993.7,0.64
154,TQBR,2021-04-22,SBER,108579,21455730263.7,289.04,286.93,294.67,291.39,292.18,73632070,292.21,20484069244.0,1.01
156,TQBR,2021-04-23,SBER,63191,12479394619.2,293.1,290.78,294.2,292.59,293.19,42651330,293.0,11686862795.7,0.35
158,TQBR,2021-04-26,SBER,80086,13489611763.3,294.3,293.1,296.48,294.79,295.27,45760050,294.9,12712744037.2,0.71
160,TQBR,2021-04-27,SBER,92709,18736951208.9,295.74,295.61,300.25,298.13,298.5,62853160,297.5,17831099257.4,1.09
162,TQBR,2021-04-28,SBER,61004,12086194096.3,299.0,295.89,299.26,297.52,298.49,40622520,298.4,11478595765.7,0.0
164,TQBR,2021-04-29,SBER,86360,17035466804.4,301.0,294.79,301.84,298.44,297.1,57082260,296.94,16321111302.1,-0.47
166,TQBR,2021-04-30,SBER,59490,10590175090.3,296.92,295.03,298.1,296.81,297.73,35679650,297.72,9786996656.0,0.21
168,TQBR,2021-05-04,SBER,83834,18254360973.5,298.7,298.2,304.23,301.91,303.7,60457530,301.3,16770193748.8,2.01
170,TQBR,2021-05-05,SBER,62946,12686338080.0,304.01,302.71,306.03,304.12,305.99,41715270,305.85,11653510735.5,0.75
172,TQBR,2021-05-06,SBER,97737,19445261780.6,306.29,306.25,314.98,310.8,314.72,62565270,312.76,16877002205.7,2.85
174,TQBR,2021-05-07,SBER,93924,17932443392.3,316.0,315.48,319.16,317.76,317.94,56433970,317.91,16540412903.5,1.02
176,TQBR,2021-05-10,SBER,83828,18859902204.9,318.26,314.31,320.19,318.32,320.19,59248110,319.97,16543385028.7,0.71
178,TQBR,2021-05-11,SBER,147613,24461595534.6,303.0,301.0,309.48,305.99,307.16,79945470,306.16,23341455746.3,-4.07
180,TQBR,2021-05-12,SBER,86150,17117472278.0,307.39,302.0,309.24,305.82,302.02,56142830,303.27,15621581612.3,-1.67
182,TQBR,2021-05-13,SBER,85264,17480492963.7,302.11,299.33,306.86,302.95,306.74,57721460,306.05,16407050062.9,1.56
184,TQBR,2021-05-14,SBER,54630,8184103496.4,308.2,302.33,308.24,304.66,304.1,26858430,302.7,7442169026.3,-0.86
186,TQBR,2021-05-17,SBER,53360,8602278545.3,303.5,301.01,305.24,303.05,303.94,28384220,302.6,7950847549.2,-0.05
188,TQBR,2021-05-18,SBER,55851,10826259827.2,305.01,303.33,306.62,304.99,305.78,35496400,304.96,9218268506.7,0.61
190,TQBR,2021-05-19,SBER,105148,21447203504.1,304.38,295.1,304.88,298.9,297.0,71747950,296.61,20149894797.7,-2.87
192,TQBR,2021-05-20,SBER,83702,17309608890.0,297.94,293.0,298.37,295.86,296.72,58510610,297.11,16729387021.0,-0.09
194,TQBR,2021-05-21,SBER,72042,15412865248.4,296.85,294.9,302.98,299.86,301.23,51415080,301.54,14741635271.5,1.52
196,TQBR,2021-05-24,SBER,60207,9305994897.1,302.02,299.59,304.75,301.83,300.7,30831530,299.74,8577543533.5,-0.18
198,TQBR,2021-05-25,SBER,68087,11446226253.2,301.77,301.57,307.4,304.84,306.8,37547680,307.0,10624343080.8,2.03
200,TQBR,2021-05-26,SBER,68221,10872171628.4,307.84,305.33,309.5,307.48,307.01,35358520,306.25,10236368150.6,0.07
202,TQBR,2021-05-27,SBER,87915,22015829895.0,306.39,305.72,313.9,311.16,312.72,70753690,313.9,20626439640.6,1.86
204,TQBR,2021-05-28,SBER,58647,11019520782.9,313.3,309.06,314.0,310.55,309.56,35484140,309.9,10274062655.4,-1.01
206,TQBR,2021-05-31,SBER,60365,7358441686.8,309.3,308.82,312.6,310.71,310.79,23683010,309.91,6774205982.2,0.4
208,TQBR,2021-06-01,SBER,64051,11760039651.1,312.6,310.03,314.17,312.3,311.6,37655890,311.3,11136216916.6,0.26
210,TQBR,2021-06-02,SBER,50645,8442830252.9,311.6,310.61,314.0,312.6,313.98,27008780,313.85,7593605610.7,0.76
212,TQBR,2021-06-03,SBER,59102,10797490935.7,314.81,309.87,315.71,312.55,312.41,34546320,312.5,10214475571.4,-0.5
214,TQBR,2021-06-04,SBER,64269,11511460400.7,313.0,307.6,313.0,310.09,310.94,37126650,310.46,10797192108.8,-0.47
216,TQBR,2021-06-07,SBER,66601,12604316205.2,310.03,308.57,316.0,313.59,315.53,40197440,314.6,12091354000.3,1.48
218,TQBR,2021-06-08,SBER,60945,10985227365.0,315.29,312.5,316.18,314.42,314.83,34944620,313.99,10518293976.4,-0.22
220,TQBR,2021-06-09,SBER,42823,7911580970.5,315.0,312.9,315.9,314.56,314.78,25152290,315.51,7430161693.8,-0.02
222,TQBR,2021-06-10,SBER,52853,9205108791.4,314.87,313.76,316.58,315.18,314.62,29211800,314.3,8603083337.4,-0.05
224,TQBR,2021-06-11,SBER,43411,6874717176.9,314.88,312.5,315.08,313.63,313.0,21924900,313.01,6449085410.3,-0.51
226,TQBR,2021-06-14,SBER,49613,7981522587.1,313.48,310.4,314.87,312.78,314.12,25517710,314.4,7549239342.1,0.36
228,TQBR,2021-06-15,SBER,50169,9338359538.4,314.14,312.4,315.6,313.99,312.51,29741250,312.7,8769551310.2,-0.51
230,TQBR,2021-06-16,SBER,64249,11970095572.4,312.5,311.03,314.54,312.91,311.61,38253860,313.06,10546027311.4,-0.29
232,TQBR,2021-06-17,SBER,68166,13921831113.0,311.0,310.46,315.42,314.1,313.9,44322800,314.89,13028807635.7,0.73
235,TQBR,2021-06-18,SBER,76551,19369747579.7,312.9,308.13,313.82,310.11,309.3,62462450,309.37,18357325840.4,-1.47
237,TQBR,2021-06-21,SBER,60337,11127233121.1,308.47,306.56,310.4,307.98,310.4,36129780,308.71,10435410205.8,0.36
239,TQBR,2021-06-22,SBER,48505,7286583759.1,310.79,308.13,311.17,309.57,309.73,23538080,309.37,6704509899.4,-0.22
241,TQBR,2021-06-23,SBER,45812,7704930824.2,310.45,308.69,312.0,310.29,309.79,24831290,311.0,7175392666.1,0.02
243,TQBR,2021-06-24,SBER,40146,6120601296.5,309.8,308.84,311.2,310.29,310.0,19725240,310.88,5771496326.7,0.07
245,TQBR,2021-06-25,SBER,43845,7045361825.6,310.58,309.82,312.5,311.76,311.81,22598640,311.9,6403714061.6,0.58
247,TQBR,2021-06-28,SBER,48446,6037009686.4,311.77,309.13,312.06,310.22,309.48,19460180,309.2,5686725230.7,-0.75
249,TQBR,2021-06-29,SBER,72476,10398990877.1,308.7,303.66,309.23,306.34,306.1,33944770,305.14,10033429977.4,-1.09
251,TQBR,2021-06-30,SBER,59751,9623571888.2,306.19,303.34,306.91,305.04,306.45,31549580,305.69,9057490030.5,0.11
253,TQBR,2021-07-01,SBER,44157,6115741878.3,306.0,305.0,307.35,305.96,305.78,19989790,305.51,5855217077.3,-0.22
255,TQBR,2021-07-02,SBER,49889,8878528675.3,305.52,304.71,308.37,307.14,307.39,28908330,307.11,8488802012.1,0.53
257,TQBR,2021-07-05,SBER,45688,5056652727.5,307.81,304.8,308.11,306.29,307.0,16509700,307.18,4727033105.8,-0.13
259,TQBR,2021-07-06,SBER,71978,9947377150.2,307.32,302.37,307.59,304.28,303.34,32694440,303.1,9434571018.6,-1.19
261,TQBR,2021-07-07,SBER,48584,6904870033.4,303.98,302.85,306.2,304.52,304.06,22676030,303.31,6455513915.1,0.24
263,TQBR,2021-07-08,SBER,61385,9291231244.7,303.0,300.62,304.3,301.95,302.63,30771300,302.75,8911581182.6,-0.47
265,TQBR,2021-07-09,SBER,45116,6221033067.9,302.7,301.22,304.1,303.08,303.56,20527240,303.63,5935947675.1,0.31
267,TQBR,2021-07-12,SBER,55252,7698399076.0,303.55,301.52,306.27,304.26,306.23,25302270,305.6,7178284649.9,0.88
269,TQBR,2021-07-13,SBER,49386,6464658959.4,306.81,302.11,307.22,303.93,303.0,21270580,303.63,6187246083.3,-1.05
271,TQBR,2021-07-14,SBER,55592,7237029789.3,302.7,300.74,303.69,301.87,301.5,23974320,302.02,6884124187.4,-0.5
273,TQBR,2021-07-15,SBER,50282,6369475563.9,301.13,299.77,303.5,301.7,301.72,21111670,302.31,6011205728.5,0.07
275,TQBR,2021-07-16,SBER,65461,10423278055.1,302.05,298.57,304.78,301.89,298.85,34533280,299.75,9871841292.6,-0.95
277,TQBR,2021-07-19,SBER,80725,12140364229.1,298.0,290.03,298.36,293.81,291.46,41320510,290.74,11211231159.4,-2.47
279,TQBR,2021-07-20,SBER,65959,10479634188.6,292.33,292.3,296.8,294.42,296.1,35594130,295.51,9695148333.4,1.59
281,TQBR,2021-07-21,SBER,42800,5176146679.3,296.0,293.54,296.94,295.08,294.86,17541560,294.56,4794038810.0,-0.42
283,TQBR,2021-07-22,SBER,47729,6033649682.7,295.77,294.43,298.17,296.57,297.27,20344800,297.09,5726440551.4,0.82
285,TQBR,2021-07-23,SBER,39311,4439946470.0,297.49,295.04,298.69,296.64,296.38,14967220,295.82,4133738622.0,-0.3
287,TQBR,2021-07-26,SBER,65966,10175480067.2,294.0,291.98,303.68,299.07,303.34,34024050,301.96,8977939343.1,2.35
289,TQBR,2021-07-27,SBER,63589,11625473240.2,302.66,299.38,304.59,301.11,299.71,38608790,299.5,11136090594.5,-1.2
291,TQBR,2021-07-28,SBER,53526,8142734620.6,300.43,300.0,302.98,301.48,302.9,27009120,302.98,7432405701.5,1.06
293,TQBR,2021-07-29,SBER,51836,8520685080.9,304.13,303.03,305.27,303.92,303.12,28037210,304.0,8023961641.4,0.07
295,TQBR,2021-07-30,SBER,76077,15157391539.0,302.48,301.12,306.67,304.78,305.59,49731920,306.31,14489922768.4,0.81
297,TQBR,2021-08-02,SBER,68886,9712485073.5,306.23,306.06,308.63,307.42,306.51,31593540,308.0,8953283475.0,0.3
299,TQBR,2021-08-03,SBER,59219,10476332321.7,306.31,306.25,309.89,308.75,309.89,33931370,309.55,9828974511.9,1.1
301,TQBR,2021-08-04,SBER,61725,9619501057.0,310.26,309.25,312.0,310.99,311.1,30932050,311.64,8957241972.1,0.39
303,TQBR,2021-08-05,SBER,68786,11711056494.3,311.02,310.82,315.91,313.73,315.82,37329160,315.56,10883345564.5,1.52
305,TQBR,2021-08-06,SBER,99987,17250983207.7,316.2,315.31,320.0,318.61,319.15,54141450,320.0,16615800837.4,1.05
307,TQBR,2021-08-09,SBER,141619,23364951835.9,318.59,317.62,328.3,324.2,326.91,72070400,326.78,22562877544.0,2.43
309,TQBR,2021-08-10,SBER,97814,13686731557.3,328.05,326.97,331.29,329.47,330.11,41541930,329.63,13233528472.7,0.98
311,TQBR,2021-08-11,SBER,76120,11340789530.3,330.7,326.21,330.98,329.18,329.9,34452160,330.4,10796808985.2,-0.06
313,TQBR,2021-08-12,SBER,49700,6906044138.1,330.0,327.3,330.64,328.82,328.57,21002650,329.43,6515692203.5,-0.4
315,TQBR,2021-08-13,SBER,43599,6185311247.9,328.6,327.31,330.27,328.72,328.68,18816130,328.49,5869886071.5,0.03
317,TQBR,2021-08-16,SBER,49584,7890432812.2,327.59,327.13,330.52,329.4,329.36,23953750,329.16,7517409818.2,0.21
319,TQBR,2021-08-17,SBER,79719,14178855630.2,329.0,328.55,335.7,333.84,334.5,42472520,335.46,13346160324.3,1.56
321,TQBR,2021-08-18,SBER,75350,12240538414.4,336.0,333.26,338.99,336.68,334.9,36356910,337.92,11017002539.0,0.12
323,TQBR,2021-08-19,SBER,86652,15294644907.6,333.5,329.1,334.0,331.15,332.69,46184030,330.23,13256450359.6,-0.66
325,TQBR,2021-08-20,SBER,73357,11920865393.1,332.02,325.17,333.27,327.56,325.67,36393250,326.1,11249690177.4,-2.11
327,TQBR,2021-08-23,SBER,50200,6771726247.3,327.85,326.55,329.81,328.52,329.22,20613110,328.95,6441232888.3,1.09
329,TQBR,2021-08-24,SBER,79470,11661785449.4,330.43,323.32,331.22,326.29,324.83,35762700,323.81,11136525364.5,-1.33
331,TQBR,2021-08-25,SBER,61123,9091893016.7,324.3,321.26,325.32,323.49,324.57,28105390,324.6,8517802248.8,-0.08
333,TQBR,2021-08-26,SBER,56458,8889442613.5,324.03,320.58,325.55,322.9,322.54,27529220,322.74,8241940272.7,-0.63
335,TQBR,2021-08-27,SBER,51587,9037851562.1,323.71,321.8,327.5,324.49,327.41,27848390,326.76,8088083461.3,1.51
337,TQBR,2021-08-30,SBER,53344,6693382122.6,328.43,326.51,329.38,328.06,328.28,20402150,328.97,6116431518.6,0.27
339,TQBR,2021-08-31,SBER,51398,10674890258.7,328.5,327.3,330.48,328.82,327.94,32464730,328.9,10262681007.7,-0.1
341,TQBR,2021-09-01,SBER,59173,10163146008.5,328.87,328.03,334.64,331.06,334.57,30698660,333.8,9333350341.4,2.02
343,TQBR,2021-09-02,SBER,61618,10480537445.5,334.67,328.77,334.91,331.59,329.0,31605740,329.6,9595823490.4,-1.66
345,TQBR,2021-09-03,SBER,63080,9726769112.2,329.47,326.62,330.53,328.34,329.71,29626390,330.49,9094251170.1,0.22
347,TQBR,2021-09-06,SBER,46483,5770432011.0,330.0,328.5,331.45,329.9,329.37,17491440,329.89,5340151718.1,-0.1
349,TQBR,2021-09-07,SBER,58564,7987373264.7,329.82,324.64,330.73,326.71,325.96,24448110,325.55,7535548905.6,-1.04
351,TQBR,2021-09-08,SBER,83398,15740553281.4,325.96,322.84,332.74,328.96,331.7,47841520,331.3,14827896038.1,1.76
353,TQBR,2021-09-09,SBER,64283,9825197205.3,330.4,325.69,330.4,327.91,326.01,29962700,327.55,9133030158.1,-1.72
355,TQBR,2021-09-10,SBER,46324,5729049099.3,328.01,325.21,328.43,326.78,326.25,17532340,326.89,5117585820.9,0.07
357,TQBR,2021-09-13,SBER,53799,7938937327.1,327.01,324.01,328.14,325.88,327.41,24365060,326.85,6971849063.7,0.36
359,TQBR,2021-09-14,SBER,49850,7368952203.4,327.45,325.48,328.84,327.43,326.48,22505240,327.23,6843496704.9,-0.28
361,TQBR,2021-09-15,SBER,80614,14527591562.8,326.46,326.46,334.6,331.42,333.51,43834510,333.24,13952436396.2,2.15
363,TQBR,2021-09-16,SBER,98089,20507737106.1,333.04,324.91,334.5,328.11,326.99,62503480,326.41,19773055371.1,-1.95
366,TQBR,2021-09-17,SBER,76946,17871079350.1,326.9,325.7,331.73,330.17,329.56,54126320,331.73,17066677504.0,0.79
368,TQBR,2021-09-20,SBER,75820,10401831490.4,327.01,325.0,328.85,326.74,326.92,31832600,327.61,9061826994.0,-0.8
370,TQBR,2021-09-21,SBER,78074,15522239088.4,328.44,322.39,329.48,324.95,323.25,47769290,322.48,14345963977.7,-1.12
372,TQBR,2021-09-22,SBER,68724,12463834230.6,325.28,322.5,328.9,326.26,327.8,38198960,328.42,11417588755.9,1.41
374,TQBR,2021-09-23,SBER,52150,8851933420.7,328.94,325.13,329.4,326.98,327.02,27071410,327.0,8328214609.0,-0.24
376,TQBR,2021-09-24,SBER,56630,7989126504.7,326.08,323.62,326.23,324.97,325.44,24584330,325.0,7563888092.8,-0.48
378,TQBR,2021-09-27,SBER,68076,11349159556.7,326.39,326.09,332.46,329.82,331.68,34410300,331.89,10674365092.1,1.92
380,TQBR,2021-09-28,SBER,87427,17401187015.8,332.07,328.32,334.48,331.21,329.3,52542880,330.75,16593368259.1,-0.72
382,TQBR,2021-09-29,SBER,52751,9089927992.7,329.09,327.15,330.45,328.76,328.43,27649210,328.5,8628981306.8,-0.26
384,TQBR,2021-09-30,SBER,119223,28126964094.4,329.98,329.45,342.2,336.36,340.99,83622260,340.8,25343989087.7,3.82
386,TQBR,2021-10-01,SBER,75665,12711650647.5,339.21,336.08,339.94,337.26,338.48,37690990,336.86,11951731196.6,-0.74
388,TQBR,2021-10-04,SBER,107017,20681506812.0,337.9,336.22,349.31,343.99,345.85,60125260,346.0,19442399768.5,2.18
390,TQBR,2021-10-05,SBER,161115,30825175209.9,346.78,344.9,365.0,355.05,363.2,86824850,362.3,28750242849.8,5.02
392,TQBR,2021-10-06,SBER,169365,35040194593.9,366.0,359.35,375.48,365.74,364.28,95804990,362.71,33376000160.7,0.3
394,TQBR,2021-10-07,SBER,90432,18307876011.9,367.69,365.88,374.0,369.42,368.93,49555650,369.36,17390100965.0,1.28
396,TQBR,2021-10-08,SBER,67661,11527412588.4,370.0,368.0,374.55,371.25,373.01,31050580,372.49,10834379118.6,1.11
398,TQBR,2021-10-11,SBER,134986,25575373781.3,375.0,375.0,388.11,383.41,387.6,66699560,387.0,24284839280.6,3.91
400,TQBR,2021-10-12,SBER,120964,19716234876.2,385.88,376.72,386.86,381.61,377.79,51665490,378.0,18825994050.3,-2.53
402,TQBR,2021-10-13,SBER,122264,20580875845.5,378.86,370.81,380.91,376.34,378.8,54687330,379.4,18791120876.6,0.27
404,TQBR,2021-10-14,SBER,84869,13743991379.8,382.0,374.57,383.13,377.95,376.09,36363890,376.01,13126543478.4,-0.72
406,TQBR,2021-10-15,SBER,84280,13934166254.1,377.92,370.43,378.41,372.88,371.82,37369170,371.4,13187213332.8,-1.14
408,TQBR,2021-10-18,SBER,94431,13978826905.5,369.35,363.75,369.91,365.61,364.6,38233180,365.15,13176667453.6,-1.94
410,TQBR,2021-10-19,SBER,100530,14729685626.4,366.14,361.5,373.4,367.95,373.18,40031730,371.62,13999067321.4,2.35
412,TQBR,2021-10-20,SBER,69028,10172889099.5,371.83,367.1,371.97,369.42,370.16,27537590,370.65,9564729416.2,-0.81
414,TQBR,2021-10-21,SBER,70143,8989902917.2,368.2,363.2,371.14,366.92,364.6,24501070,364.1,8149337333.5,-1.5
416,TQBR,2021-10-22,SBER,70777,9671339875.3,364.0,362.37,370.39,366.63,364.37,26378840,364.5,8899656831.9,-0.06
418,TQBR,2021-10-25,SBER,94215,13114090088.6,366.2,361.68,371.7,367.99,369.99,35639850,370.04,12577427232.8,1.54
420,TQBR,2021-10-26,SBER,139778,15483820091.2,369.89,365.66,374.63,370.12,372.16,41833770,372.03,14369537038.5,0.59
422,TQBR,2021-10-27,SBER,87971,13495141235.6,371.0,366.51,374.0,370.23,371.36,36450620,372.8,12494847081.2,-0.21
424,TQBR,2021-10-28,SBER,113375,19761549155.8,370.5,362.32,374.92,366.65,365.36,53892680,363.25,18731654761.0,-1.62
426,TQBR,2021-10-29,SBER,134700,19154550770.8,364.34,352.68,364.34,357.76,356.14,53541990,356.11,17730426551.0,-2.52
428,TQBR,2021-11-01,SBER,121781,20108431916.7,356.15,356.14,371.47,364.61,370.96,55134640,370.58,18567077506.8,4.16
430,TQBR,2021-11-02,SBER,92046,13981183328.4,371.0,367.2,374.0,370.63,370.7,37723170,371.17,13157597634.9,-0.07
432,TQBR,2021-11-03,SBER,79171,11354869140.4,370.0,365.03,370.5,367.75,370.13,30876610,368.58,9661990530.6,-0.15
434,TQBR,2021-11-05,SBER,106655,14225056249.1,366.99,358.5,367.56,362.61,360.21,39229740,359.61,13037865023.0,-2.68
436,TQBR,2021-11-08,SBER,101291,14278009375.4,362.57,355.6,363.97,359.34,358.39,39736440,359.07,13707597688.3,-0.51
438,TQBR,2021-11-09,SBER,97080,15004411479.7,358.41,355.6,364.58,359.75,357.44,41718590,356.97,13986388870.9,-0.27
440,TQBR,2021-11-10,SBER,112758,16457699088.7,356.7,348.0,358.8,353.48,348.65,46558110,353.4,14248489047.3,-2.46
442,TQBR,2021-11-11,SBER,99614,15179150045.5,350.11,347.22,357.89,353.7,356.24,42915840,356.44,13876285678.1,2.18
444,TQBR,2021-11-12,SBER,186816,34892222884.6,356.24,339.68,356.37,346.56,347.59,100682800,349.37,32886461686.0,-2.43
446,TQBR,2021-11-15,SBER,121022,20797457060.0,349.24,342.76,352.8,346.78,344.39,59973490,344.86,19241664879.1,-0.92
448,TQBR,2021-11-16,SBER,131811,21039571887.2,345.99,336.01,346.47,339.49,337.91,61972880,338.23,19331834088.9,-1.88
450,TQBR,2021-11-17,SBER,112248,16942009572.1,338.49,336.6,343.57,340.38,339.89,49773710,341.25,15090742974.6,0.59
452,TQBR,2021-11-18,SBER,99589,15961631248.7,338.97,333.5,343.12,338.71,336.93,47124100,335.09,13884201585.2,-0.87
454,TQBR,2021-11-19,SBER,144161,22189185221.3,339.37,325.7,339.99,330.62,327.56,67114710,327.02,20636170322.6,-2.78
456,TQBR,2021-11-22,SBER,272984,45563102260.6,326.05,306.67,326.39,315.59,309.15,144394030,310.1,41080921172.5,-5.62
458,TQBR,2021-11-23,SBER,266468,45736605718.3,306.28,300.1,327.01,315.61,326.84,144887010,322.71,43018739430.6,5.72
460,TQBR,2021-11-24,SBER,150803,25081449461.2,328.0,317.35,329.97,321.87,321.22,77919580,320.6,23846604293.3,-1.72
462,TQBR,2021-11-25,SBER,101522,14063418089.7,322.35,316.11,322.96,319.08,317.29,44075230,317.25,13066293078.0,-1.22
464,TQBR,2021-11-26,SBER,182028,27859460736.9,307.14,303.22,312.0,307.15,304.42,90702260,304.28,25909975957.7,-4.06
466,TQBR,2021-11-29,SBER,151794,26132483041.5,311.11,309.42,322.15,316.35,316.57,82626540,316.9,24107266041.4,3.99
468,TQBR,2021-11-30,SBER,138454,31025495218.6,311.0,310.09,318.58,315.9,315.0,98214880,318.58,28107269727.4,-0.5
470,TQBR,2021-12-01,SBER,134997,22750927797.6,321.3,319.51,329.44,325.26,324.4,69948230,328.82,19591170235.1,2.98
472,TQBR,2021-12-02,SBER,117474,19963662877.3,325.4,320.54,329.0,324.85,326.8,61450200,325.5,18276349319.6,0.74
474,TQBR,2021-12-03,SBER,89050,13947718236.0,327.6,318.4,328.95,323.55,320.66,43107850,320.34,12047706417.6,-1.88
476,TQBR,2021-12-06,SBER,204704,30901866910.3,322.0,304.18,324.16,309.99,307.5,99688200,304.91,27431961952.6,-4.1
478,TQBR,2021-12-07,SBER,279722,47159021183.1,307.14,300.5,313.03,305.91,309.79,154172870,308.0,39466505877.4,0.74
480,TQBR,2021-12-08,SBER,399924,72512692906.7,310.99,291.57,316.88,300.82,296.95,241043180,291.57,64242694944.79,-4.14
482,TQBR,2021-12-09,SBER,237956,40274844717.3,297.49,292.5,304.94,300.72,300.4,133933650,302.6,35498153076.5,1.16
484,TQBR,2021-12-10,SBER,160445,24474375346.8,300.5,294.43,304.28,298.3,297.44,82046160,295.0,22203677998.0,-0.99
486,TQBR,2021-12-13,SBER,290195,42131944975.3,298.23,280.08,300.99,287.96,280.64,146312930,282.57,36812810052.9,-5.65
488,TQBR,2021-12-14,SBER,321347,49218627449.7,280.2,261.5,286.09,278.94,284.9,176483200,282.08,37461801763.5,1.52
490,TQBR,2021-12-15,SBER,172646,24828431135.5,284.9,279.44,287.79,283.68,286.65,87523240,280.46,19189028266.5,0.61
492,TQBR,2021-12-16,SBER,225780,39668733059.0,287.7,286.2,298.7,294.25,295.89,134813120,298.55,33172400826.1,3.22
495,TQBR,2021-12-17,SBER,141763,32344386589.0,295.0,291.61,296.73,294.66,294.9,109770570,295.66,28963334770.8,-0.33
497,TQBR,2021-12-20,SBER,148555,22970334237.0,293.11,285.63,293.11,288.26,288.4,79679000,288.0,18402627187.0,-2.2
499,TQBR,2021-12-21,SBER,129848,18815016922.5,289.8,286.76,293.4,289.75,291.7,64934720,290.04,14443117161.4,1.14
501,TQBR,2021-12-22,SBER,125738,18764947636.7,291.8,289.23,297.23,293.84,294.0,63860480,295.2,15635651553.4,0.79
503,TQBR,2021-12-23,SBER,102949,16328921885.0,294.68,291.26,298.1,294.05,292.8,55534990,294.3,13814338963.9,-0.41
505,TQBR,2021-12-24,SBER,73006,11004253897.8,292.92,289.0,294.18,292.11,293.89,37671250,293.85,9155995952.4,0.37
507,TQBR,2021-12-27,SBER,74395,10535286767.5,294.76,293.37,296.0,294.82,295.68,35734540,295.03,8538813376.0,0.61
509,TQBR,2021-12-28,SBER,79072,11199396831.3,295.84,294.18,297.55,295.8,295.0,37859030,296.04,8672630188.0,-0.23
511,TQBR,2021-12-29,SBER,87013,11041565007.2,295.05,291.33,295.55,293.09,293.51,37673290,292.8,9280896518.8,-0.51
513,TQBR,2021-12-30,SBER,95351,12484601229.1,293.6,291.52,294.89,293.27,293.49,42567960,293.62,10457877366.1,-0.01
515,TQBR,2022-01-03,SBER,118826,15116470365.3,295.9,294.34,305.5,301.23,305.47,50183170,302.7,12582100831.4,4.08
517,TQBR,2022-01-04,SBER,121342,16277165930.5,305.51,301.63,310.1,305.56,304.24,53270410,305.22,12413957029.6,-0.4
519,TQBR,2022-01-05,SBER,164053,20740935491.0,303.72,287.0,304.26,296.22,287.01,70017630,297.83,10090377718.6,-5.66
521,TQBR,2022-01-06,SBER,154394,23128604540.0,286.6,281.0,295.1,291.36,293.92,79380930,291.69,16762234201.4,2.41
522,TQBR,2022-01-07,SBER,0,0.0,,,,,,0,293.86,16762234201.4,
524,TQBR,2022-01-10,SBER,135182,19757691963.7,295.52,288.68,298.88,293.02,291.69,67426550,288.95,15904885490.5,-0.76
526,TQBR,2022-01-11,SBER,107452,17141880062.9,293.4,288.71,293.94,290.93,291.88,58921530,289.87,14323088038.3,0.07
528,TQBR,2022-01-12,SBER,149818,23674409517.2,292.82,285.05,292.92,289.34,290.4,81822450,289.72,20861862826.4,-0.51
