,BOARDID,TRADEDATE,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,WAPRICE,CLOSE,VOLUME,ADMITTEDQUOTE,ADMITTEDVALUE,TRENDCLSPR
69,TQBR,2021-02-20,SBER,32003,2365150617.1,271.0,269.02,271.0,269.9,270.51,8763250,270.51,2202234385.7,-0.31
71,TQBR,2021-02-22,SBER,75648,13063828693.3,270.1,268.12,274.46,271.43,273.71,48129770,273.0,11487797011.8,1.18
73,TQBR,2021-02-24,SBER,95827,17398895710.6,272.12,269.42,272.75,271.05,271.9,64190320,269.79,16162962652.9,-0.66
75,TQBR,2021-02-25,SBER,122534,21852880680.8,273.6,270.65,276.48,274.13,270.71,79716010,275.19,19188168587.5,-0.44
77,TQBR,2021-02-26,SBER,100025,20205917011.1,268.0,266.43,272.49,269.8,270.17,74892050,270.03,18874837841.9,-0.2
79,TQBR,2021-03-01,SBER,67778,9812239879.7,273.0,271.13,274.73,272.85,273.58,35962010,274.27,8996819609.7,1.26
81,TQBR,2021-03-02,SBER,114640,19802839822.7,271.89,271.6,280.0,276.73,279.1,71566360,279.2,18458254282.7,2.02
83,TQBR,2021-03-03,SBER,111636,18069380424.4,281.7,277.63,283.83,281.14,278.01,64275320,278.88,16441295541.9,-0.39
85,TQBR,2021-03-04,SBER,127635,25572715633.1,278.5,273.63,281.96,277.99,274.75,91991370,279.84,19876319862.3,-1.17
87,TQBR,2021-03-05,SBER,109189,23006360823.0,276.0,272.76,278.98,275.36,277.5,83551110,275.44,21447665548.2,1.0
89,TQBR,2021-03-09,SBER,122229,20623220749.3,278.8,277.56,286.38,283.38,285.79,72788180,284.72,19576256502.2,2.99
91,TQBR,2021-03-10,SBER,94943,15689655145.4,285.24,281.0,288.0,284.46,282.24,55155180,281.66,14462650514.1,-1.24
93,TQBR,2021-03-11,SBER,72751,13468791279.1,283.84,282.3,286.38,284.36,286.0,47365180,285.48,12180787990.4,1.33
95,TQBR,2021-03-12,SBER,90703,14696936110.3,286.3,282.82,287.49,285.17,284.93,51540190,285.7,13374661440.5,-0.37
97,TQBR,2021-03-15,SBER,109956,19694478523.7,286.05,285.28,292.92,290.38,292.74,67805740,291.19,18720530963.0,2.74
99,TQBR,2021-03-16,SBER,100867,15706960115.0,293.06,288.61,293.88,291.27,292.33,53921730,293.3,14377469993.5,-0.14
101,TQBR,2021-03-17,SBER,172779,31420312827.6,292.35,279.6,293.25,284.88,283.35,110292330,281.3,28367249543.9,-3.07
103,TQBR,2021-03-18,SBER,111405,20952188477.5,284.04,278.24,285.79,282.65,279.25,74128740,283.45,18147639701.7,-1.45
106,TQBR,2021-03-19,SBER,109982,23896683369.4,279.0,278.03,286.31,283.63,285.47,84249430,284.32,22542502935.4,2.23
108,TQBR,2021-03-22,SBER,101936,18072432468.3,285.0,283.08,291.2,287.95,288.65,62762410,289.05,16888267537.8,1.11
110,TQBR,2021-03-23,SBER,121289,20134876840.3,287.56,282.11,288.3,284.55,282.6,70760630,283.03,17933234377.4,-2.1
112,TQBR,2021-03-24,SBER,75552,13241823616.1,283.4,282.25,288.0,285.32,285.79,46411230,286.6,11374533178.2,1.13
114,TQBR,2021-03-25,SBER,71527,10061257317.5,286.5,283.85,287.03,285.7,286.66,35216620,285.17,9068733321.3,0.3
