TRADEDATE,BOARDID,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,WAPRICE,CLOSE,VOLUME,TRENDCLSPR
2023-07-24,TQBR,ROSN,34340,799107857.4,483.2,480.0,484.5,481.9,481.6,1657519,-0.33
2023-07-25,TQBR,ROSN,40751,1576970113.2,482.55,481.45,492.2,486.8,489.15,3238712,1.57
2023-07-26,TQBR,ROSN,34639,1005481427.4,488.95,486.15,491.3,488.75,486.9,2057160,-0.46
2023-07-27,TQBR,ROSN,42173,1150347839.2,487.5,487.5,494.95,491.2,493.75,2341860,1.41
2023-07-28,TQBR,ROSN,56754,1954826249.95,493.8,492.4,501.0,498.05,500.65,3925034,1.4
2023-07-31,TQBR,ROSN,59089,1959003446.6,502.65,502.1,510.0,506.35,508.75,3868807,1.62
2023-08-01,TQBR,ROSN,77706,2636234404.0,510.0,502.6,518.7,510.75,516.7,5161679,1.56
2023-08-02,TQBR,ROSN,70111,2367756087.4,517.5,512.05,523.8,519.25,522.95,4559768,1.21
2023-08-03,TQBR,ROSN,50722,1659813751.45,522.75,518.6,528.95,524.2,526.7,3166505,0.72
2023-08-04,TQBR,ROSN,89180,3456814826.4,527.6,511.5,539.15,528.05,521.95,6546405,-0.9
2023-08-07,TQBR,ROSN,92012,3436408140.0,526.0,518.2,540.8,532.8,524.6,6451666,0.51
2023-08-08,TQBR,ROSN,46542,1492861162.8,523.8,517.55,528.4,521.15,527.9,2864033,0.63
2023-08-09,TQBR,ROSN,40288,1447980636.35,529.0,525.3,533.95,530.5,533.2,2729513,1.0
2023-08-10,TQBR,ROSN,38809,1146692413.4,534.4,532.5,537.9,535.25,535.2,2142296,0.38
2023-08-11,TQBR,ROSN,81979,3181969176.65,536.15,530.15,549.6,541.0,549.0,5881485,2.58
2023-08-14,TQBR,ROSN,131713,5740528756.45,551.0,536.6,565.0,553.9,539.75,10364274,-1.68
2023-08-15,TQBR,ROSN,100891,4687022368.4,537.05,531.0,560.85,550.35,546.3,8516492,1.21
2023-08-16,TQBR,ROSN,88223,3340090043.4,546.3,523.7,550.8,535.35,532.95,6239315,-2.44
2023-08-17,TQBR,ROSN,54190,2490103233.85,539.0,532.0,544.9,538.9,544.45,4620505,2.16
2023-08-18,TQBR,ROSN,40226,1406003452.55,544.0,540.15,548.65,544.25,548.2,2583363,0.69
2023-08-21,TQBR,ROSN,43437,1212256069.35,549.0,545.05,553.0,548.45,547.45,2210109,-0.14
2023-08-22,TQBR,ROSN,38125,1399359506.1,548.0,542.3,550.45,546.5,549.5,2560556,0.37
2023-08-23,TQBR,ROSN,68181,2451466666.7,549.55,529.55,551.0,540.5,534.5,4535376,-2.73
2023-08-24,TQBR,ROSN,32019,1052018135.05,537.0,533.35,541.5,537.1,539.8,1958712,0.99
2023-08-25,TQBR,ROSN,28167,832913234.2,541.0,536.2,541.5,538.5,538.85,1546465,-0.18
2023-08-28,TQBR,ROSN,43264,1479843016.25,540.05,537.5,546.0,541.25,545.55,2733712,1.24
2023-08-29,TQBR,ROSN,65842,2399174029.15,545.35,539.05,559.3,544.95,558.3,4401756,2.34
2023-08-30,TQBR,ROSN,72654,3430907750.75,562.0,550.65,564.4,556.25,556.9,6167526,-0.25
2023-08-31,TQBR,ROSN,37766,1435196378.95,557.1,553.55,558.45,556.5,556.15,2579148,-0.13
2023-09-01,TQBR,ROSN,38192,1477912773.5,556.5,553.05,559.65,556.95,559.15,2653686,0.54
2023-09-04,TQBR,ROSN,59972,2372704940.05,559.95,559.9,568.8,565.65,567.25,4194716,1.45
2023-09-05,TQBR,ROSN,77071,3660490300.85,568.0,565.05,575.75,571.35,574.4,6406793,1.26
2023-09-06,TQBR,ROSN,51439,2765034702.65,574.5,570.15,582.25,577.95,578.8,4784201,0.77
2023-09-07,TQBR,ROSN,82830,4013184354.4,578.8,555.25,584.0,571.9,564.6,7017316,-2.45
2023-09-08,TQBR,ROSN,50484,1820941441.7,564.5,552.6,567.45,558.3,557.95,3261457,-1.18
2023-09-11,TQBR,ROSN,63329,2307775208.8,557.5,542.05,558.25,551.15,549.1,4187326,-1.59
2023-09-12,TQBR,ROSN,40850,1704021502.7,551.9,551.7,562.8,556.35,562.0,3062266,2.35
2023-09-13,TQBR,ROSN,33983,1009189058.85,563.4,553.0,563.45,558.15,555.15,1808550,-1.22
2023-09-14,TQBR,ROSN,43201,1842276190.95,555.15,541.2,559.0,551.2,556.3,3342450,0.21
2023-09-15,TQBR,ROSN,52367,1805465925.25,556.55,551.7,563.0,558.15,562.8,3234739,1.17
2023-09-18,TQBR,ROSN,47385,1609645125.75,565.0,556.1,570.9,564.55,557.1,2851153,-1.01
2023-09-19,TQBR,ROSN,67892,2027324032.75,558.6,542.95,559.95,550.05,544.0,3686091,-2.35
2023-09-20,TQBR,ROSN,87263,5291148457.85,544.0,527.35,549.7,538.6,529.35,9824200,-2.69
2023-09-21,TQBR,ROSN,156970,7798863472.4,528.0,504.2,528.0,516.85,508.0,15090715,-4.03
2023-09-22,TQBR,ROSN,225370,5913166159.45,510.0,497.75,515.8,509.9,513.9,11597068,1.16
2023-09-25,TQBR,ROSN,103545,3004433277.2,513.9,510.0,523.0,518.05,520.65,5799688,1.31
2023-09-26,TQBR,ROSN,55319,2154283394.95,518.95,508.15,519.9,514.4,517.85,4187848,-0.54
2023-09-27,TQBR,ROSN,71148,2639358280.45,520.3,519.4,531.25,527.4,529.95,5004800,2.34
2023-09-28,TQBR,ROSN,67885,2113440363.1,531.4,530.5,537.0,534.2,535.7,3956580,1.09
2023-09-29,TQBR,ROSN,61604,1708622247.9,536.0,532.3,539.4,536.1,537.0,3187176,0.24
2023-10-02,TQBR,ROSN,57915,2188356436.7,538.5,534.55,544.35,539.9,535.55,4053827,-0.27
2023-10-03,TQBR,ROSN,95563,1705786876.65,534.65,526.9,540.65,532.55,538.9,3202852,0.63
2023-10-04,TQBR,ROSN,49399,1857746041.45,538.2,533.6,543.25,540.3,533.95,3438309,-0.92
2023-10-05,TQBR,ROSN,65640,1337052940.2,536.0,530.3,539.6,535.2,534.7,2498335,0.14
2023-10-06,TQBR,ROSN,65987,1576214021.3,534.5,530.0,537.65,532.3,534.2,2961059,-0.09
2023-10-09,TQBR,ROSN,101283,3814159626.8,541.1,538.6,553.2,547.35,552.5,6967992,3.43
2023-10-10,TQBR,ROSN,46038,1621388330.95,552.0,547.05,554.5,550.25,549.0,2946699,-0.63
2023-10-11,TQBR,ROSN,95459,3520102445.9,549.5,537.3,559.65,552.15,540.35,6376794,-1.58
2023-10-12,TQBR,ROSN,51143,2213190130.15,538.4,535.0,548.7,544.2,546.05,4066793,1.05
2023-10-13,TQBR,ROSN,62973,2757295325.25,546.65,545.4,562.0,554.3,561.85,4973328,2.89
2023-10-16,TQBR,ROSN,131542,2870296632.05,564.0,561.05,569.95,565.35,568.65,5076954,1.21
2023-10-17,TQBR,ROSN,71659,2444282984.0,568.85,563.15,574.5,569.0,573.05,4295747,0.77
2023-10-18,TQBR,ROSN,97562,5654468781.55,574.95,573.55,589.9,582.5,586.8,9706146,2.4
2023-10-19,TQBR,ROSN,67036,3502188938.8,586.0,580.55,596.25,587.15,595.25,5963953,1.44
2023-10-20,TQBR,ROSN,87678,4710477105.75,596.0,586.7,605.25,596.4,602.9,7898736,1.29
2023-10-23,TQBR,ROSN,75290,3590768347.8,600.1,590.35,607.8,598.45,593.3,6000105,-1.59
2023-10-24,TQBR,ROSN,63732,2276856956.8,593.0,584.5,593.2,588.35,586.2,3869764,-1.2
2023-10-25,TQBR,ROSN,57241,2485181757.9,585.0,580.7,593.4,585.7,590.5,4242769,0.73
2023-10-26,TQBR,ROSN,45920,2046719834.9,590.5,582.65,594.5,588.55,583.0,3477671,-1.27
2023-10-27,TQBR,ROSN,69414,4009334593.95,584.5,576.0,597.95,586.35,594.6,6836907,1.99
2023-10-30,TQBR,ROSN,45685,1666942986.75,593.25,586.15,593.25,589.8,587.2,2826259,-1.24
2023-10-31,TQBR,ROSN,59947,2759751537.1,586.0,571.4,588.4,578.3,574.55,4771075,-2.15
2023-11-01,TQBR,ROSN,57089,2394469213.35,574.0,573.7,586.3,580.35,579.5,4126340,0.86
2023-11-02,TQBR,ROSN,63252,2006862397.85,581.3,580.75,589.75,584.6,586.25,3432312,1.16
2023-11-03,TQBR,ROSN,62941,2153991782.0,588.4,577.8,590.0,583.2,581.5,3693322,-0.81
2023-11-06,TQBR,ROSN,42950,1108361892.1,582.5,580.6,589.0,585.35,588.95,1893451,1.28
2023-11-07,TQBR,ROSN,35374,1296917710.2,588.6,583.6,589.0,586.3,583.95,2211960,-0.85
2023-11-08,TQBR,ROSN,42718,1352334243.0,583.95,581.05,587.85,583.9,581.65,2315948,-0.39
2023-11-09,TQBR,ROSN,51923,1963083181.85,581.4,576.0,587.55,581.85,583.1,3373607,0.25
2023-11-10,TQBR,ROSN,111121,5715316733.2,583.4,583.0,601.45,595.25,598.3,9601177,2.61
2023-11-13,TQBR,ROSN,61274,2581323322.8,600.0,593.75,601.85,597.85,598.3,4317581,0.0
2023-11-14,TQBR,ROSN,53941,2755174966.6,597.8,581.35,598.95,592.05,591.3,4653735,-1.17
2023-11-15,TQBR,ROSN,77412,3083702965.85,589.9,580.1,590.7,585.35,585.0,5268513,-1.07
2023-11-16,TQBR,ROSN,63303,2078816286.1,583.5,570.35,587.0,580.8,572.75,3579808,-2.09
2023-11-17,TQBR,ROSN,62463,2784589961.25,572.55,568.55,583.4,576.2,583.3,4832114,1.84
2023-11-20,TQBR,ROSN,46097,1272556850.1,584.5,579.85,586.15,582.8,581.5,2183257,-0.31
2023-11-21,TQBR,ROSN,39625,1227484803.45,581.0,576.4,584.6,580.15,583.4,2115754,0.33
2023-11-22,TQBR,ROSN,40459,1586809482.8,582.75,580.05,586.6,582.95,581.75,2722059,-0.28
2023-11-23,TQBR,ROSN,24120,754233510.15,581.6,580.0,582.7,581.05,580.8,1298090,-0.16
2023-11-24,TQBR,ROSN,49499,1993744001.3,581.2,571.5,584.5,577.85,578.85,3449893,-0.34
2023-11-27,TQBR,ROSN,50054,1582817902.85,578.2,574.5,583.85,579.4,578.0,2731793,-0.15
2023-11-28,TQBR,ROSN,54505,1993811206.9,576.0,573.0,589.9,581.1,589.9,3429134,2.06
2023-11-29,TQBR,ROSN,40584,2102096536.8,589.9,583.45,594.0,588.5,593.45,3570342,0.6
2023-11-30,TQBR,ROSN,66289,3316585835.6,598.0,582.05,598.0,587.35,584.3,5645836,-1.54
2023-12-01,TQBR,ROSN,55230,1523720933.0,583.5,574.05,584.05,580.4,575.15,2625750,-1.57
2023-12-04,TQBR,ROSN,58740,1928101400.85,573.85,562.15,574.9,569.55,565.0,3385782,-1.76
2023-12-05,TQBR,ROSN,41512,1282644935.75,567.1,563.0,576.75,570.25,574.35,2249090,1.65
2023-12-06,TQBR,ROSN,39306,1284247850.2,574.8,563.0,575.8,567.5,565.55,2262240,-1.53
2023-12-07,TQBR,ROSN,48948,2261725668.45,564.5,558.5,570.65,563.25,560.6,4015589,-0.88
2023-12-08,TQBR,ROSN,28697,904986539.25,563.0,560.0,567.15,563.4,564.7,1606316,0.73
2023-12-11,TQBR,ROSN,60350,1368524001.35,564.7,553.55,568.0,560.8,555.0,2440767,-1.72
2023-12-12,TQBR,ROSN,54781,1400645152.8,554.55,545.05,557.4,550.85,549.55,2542798,-0.98
2023-12-13,TQBR,ROSN,33663,960317798.95,546.0,544.3,556.55,550.85,555.85,1743135,1.15
2023-12-14,TQBR,ROSN,62094,1861883585.0,557.4,535.65,558.6,544.75,535.7,3418325,-3.63
2023-12-15,TQBR,ROSN,78836,2168869350.05,535.5,535.5,563.0,549.0,561.5,3949304,4.82
2023-12-18,TQBR,ROSN,59975,2056514963.9,568.3,563.1,569.5,566.5,566.65,3630477,0.92
2023-12-19,TQBR,ROSN,63977,1773894557.65,566.65,564.25,574.8,568.75,574.0,3118813,1.3
2023-12-20,TQBR,ROSN,47706,1963751151.8,574.25,573.2,584.9,581.0,578.6,3382309,0.8
2023-12-21,TQBR,ROSN,38817,1716910896.4,581.2,569.5,581.2,575.2,577.1,2984797,-0.26
2023-12-22,TQBR,ROSN,39855,1504713108.05,580.0,578.15,585.45,582.85,583.75,2581816,1.15
2023-12-25,TQBR,ROSN,39346,990000111.9,585.85,580.0,588.45,584.4,584.45,1694085,0.12
2023-12-26,TQBR,ROSN,39846,1312060241.25,585.0,583.0,592.0,587.75,589.3,2232310,0.83
2023-12-27,TQBR,ROSN,62988,1723756745.55,590.45,589.5,596.65,593.8,594.55,2902895,0.89
2023-12-28,TQBR,ROSN,37225,1085160085.4,596.7,589.1,596.7,592.9,591.9,1830269,-0.45
2023-12-29,TQBR,ROSN,48911,1113252561.2,591.6,586.35,595.25,592.55,593.2,1878824,0.22
2024-01-03,TQBR,ROSN,41754,1167127638.7,595.6,594.75,604.0,599.85,604.0,1945771,1.82
2024-01-04,TQBR,ROSN,26512,719452298.05,605.8,600.5,605.8,602.65,601.15,1193768,-0.47
2024-01-05,TQBR,ROSN,29216,1183635428.75,602.6,599.0,605.55,602.4,604.05,1964815,0.48
2024-01-08,TQBR,ROSN,72887,1088219663.8,605.15,600.5,606.95,602.5,602.3,1806126,-0.29
2024-01-09,TQBR,ROSN,55238,1950143955.4,603.15,597.85,603.75,600.15,600.55,3249471,-0.29
2024-01-10,TQBR,ROSN,60439,3055274393.8,598.1,598.1,601.95,600.5,601.0,5087676,0.07
2024-01-11,TQBR,ROSN,169504,5626076954.6,574.05,571.0,582.15,575.8,579.6,9771283,-3.56
2024-01-12,TQBR,ROSN,74878,3165105874.4,584.0,580.85,589.9,585.55,584.2,5405470,0.79
2024-01-15,TQBR,ROSN,49734,1500665176.05,585.0,579.6,587.9,583.2,581.4,2573506,-0.48
2024-01-16,TQBR,ROSN,35394,916314853.8,582.75,577.15,582.75,579.7,578.4,1580870,-0.52
2024-01-17,TQBR,ROSN,62787,2248020753.45,578.05,569.8,580.75,574.65,574.75,3911748,-0.63
2024-01-18,TQBR,ROSN,42584,1197678743.4,575.8,571.85,578.15,575.15,573.95,2081619,-0.14
2024-01-19,TQBR,ROSN,43272,1518246150.8,573.95,570.6,577.6,573.85,574.95,2645181,0.17
2024-01-22,TQBR,ROSN,78642,1083054886.0,575.2,575.2,579.7,578.15,577.95,1873302,0.52
2024-01-23,TQBR,ROSN,28502,822758919.4,578.95,576.5,580.5,578.85,579.9,1421415,0.34
2024-01-24,TQBR,ROSN,59498,1063525819.4,580.35,572.1,582.15,576.65,575.75,1844368,-0.72
2024-01-25,TQBR,ROSN,40583,1077062177.85,573.85,572.6,576.0,574.35,574.65,1874962,-0.19
2024-01-26,TQBR,ROSN,47497,889175521.6,577.0,572.35,577.65,574.55,573.9,1547572,-0.13
2024-01-29,TQBR,ROSN,113140,2049426934.45,574.5,573.0,580.45,576.4,575.75,3555435,0.32
2024-01-30,TQBR,ROSN,58580,1288422874.9,576.35,572.6,578.45,574.7,573.95,2241184,-0.31
2024-01-31,TQBR,ROSN,52499,1885995504.65,574.3,572.0,576.5,574.65,575.0,3281866,0.18
2024-02-01,TQBR,ROSN,93562,2676166143.05,575.5,574.0,582.0,578.5,576.5,4626022,0.26
2024-02-02,TQBR,ROSN,122056,3034781715.5,577.0,574.5,584.95,581.85,583.95,5216251,1.29
2024-02-05,TQBR,ROSN,81181,3083612050.5,584.05,584.05,592.95,590.2,592.0,5224734,1.38
2024-02-06,TQBR,ROSN,36454,1234586591.45,593.0,590.5,593.75,591.95,593.55,2085502,0.26
2024-02-07,TQBR,ROSN,47531,2391520400.4,593.7,588.8,595.7,592.6,589.7,4035754,-0.65
2024-02-08,TQBR,ROSN,55531,1947897100.75,586.05,580.0,591.4,587.45,587.75,3316157,-0.33
2024-02-09,TQBR,ROSN,47600,1507251659.35,587.8,586.6,592.9,590.25,589.75,2553528,0.34
2024-02-12,TQBR,ROSN,49052,1568449832.8,590.1,585.0,592.35,587.6,588.95,2669101,-0.14
2024-02-13,TQBR,ROSN,43373,1413630081.25,590.0,589.55,593.45,591.75,592.75,2388838,0.65
2024-02-14,TQBR,ROSN,49038,1148842973.0,593.75,589.65,594.65,592.75,590.05,1938191,-0.46
2024-02-15,TQBR,ROSN,35897,1559371855.25,590.0,587.55,591.6,589.45,589.15,2645626,-0.15
2024-02-16,TQBR,ROSN,54060,2460484654.2,590.05,582.4,591.0,587.2,585.5,4191003,-0.62
2024-02-19,TQBR,ROSN,41016,1497579585.65,585.6,581.55,589.5,586.75,586.25,2552097,0.13
2024-02-20,TQBR,ROSN,80123,2988914200.55,586.0,570.2,586.05,578.8,572.1,5164767,-2.41
2024-02-21,TQBR,ROSN,155220,3797479702.0,572.1,560.25,576.75,567.0,562.35,6696796,-1.7
2024-02-22,TQBR,ROSN,56727,1542888335.55,564.45,558.5,565.75,562.15,562.35,2744549,0.0
2024-02-26,TQBR,ROSN,74823,2079227485.55,566.65,566.65,577.3,572.25,575.55,3634380,2.35
2024-02-27,TQBR,ROSN,47196,1987358149.1,575.5,566.05,575.55,569.1,568.2,3492074,-1.28
2024-02-28,TQBR,ROSN,41393,1455726335.7,566.95,565.25,570.35,567.75,568.5,2564104,0.05
2024-02-29,TQBR,ROSN,53148,2080135673.8,568.5,567.0,580.5,576.1,578.0,3611798,1.67
2024-03-01,TQBR,ROSN,41502,1361486028.8,578.05,573.25,581.6,577.85,577.45,2355941,-0.1
2024-03-04,TQBR,ROSN,50791,1200549145.85,578.9,578.55,583.6,581.4,582.5,2064777,0.87
2024-03-05,TQBR,ROSN,52364,1579700634.4,582.6,579.5,588.8,584.35,585.55,2703486,0.52
2024-03-06,TQBR,ROSN,99864,1101486783.35,585.7,584.5,589.95,587.2,585.15,1875663,-0.07
2024-03-07,TQBR,ROSN,51925,840492220.4,585.0,583.1,589.8,587.1,589.45,1431702,0.73
2024-03-11,TQBR,ROSN,44042,1135832121.75,589.6,587.05,592.5,589.95,588.35,1925221,-0.19
2024-03-12,TQBR,ROSN,36908,1063944304.1,588.6,585.05,589.0,587.35,588.25,1811625,-0.02
2024-03-13,TQBR,ROSN,58214,1592624136.65,586.1,580.7,588.35,584.95,581.45,2723687,-1.16
2024-03-14,TQBR,ROSN,51636,1500988497.55,581.0,577.8,586.0,582.5,584.0,2576036,0.44
2024-03-15,TQBR,ROSN,32089,1031731887.15,583.0,579.6,587.15,583.05,584.2,1768650,0.03
2024-03-18,TQBR,ROSN,35505,752865444.15,584.0,581.55,586.45,583.1,583.1,1290890,-0.19
2024-03-19,TQBR,ROSN,167989,8590867748.85,582.85,556.3,583.7,566.2,565.35,15172575,-3.04
2024-03-20,TQBR,ROSN,186436,8850534898.25,565.35,551.2,566.55,558.7,560.3,15832545,-0.89
2024-03-21,TQBR,ROSN,131846,7674606429.8,561.3,557.25,575.0,564.55,562.8,13589092,0.45
2024-03-22,TQBR,ROSN,117102,5601839040.9,562.85,551.0,563.95,557.35,554.2,10052432,-1.53
2024-03-25,TQBR,ROSN,115063,4745452655.9,556.7,548.5,559.85,552.7,558.05,8585063,0.69
2024-03-26,TQBR,ROSN,68952,2624107095.65,559.0,554.15,559.0,555.7,556.1,4720207,-0.35
2024-03-27,TQBR,ROSN,68318,2007950854.95,556.1,551.25,557.5,554.1,555.4,3623708,-0.13
2024-03-28,TQBR,ROSN,94910,4580908664.85,557.0,555.75,565.8,561.8,565.75,8154564,1.86
2024-03-29,TQBR,ROSN,68341,3155868895.4,567.6,563.5,569.4,566.0,565.75,5575648,0.0
2024-04-01,TQBR,ROSN,92818,4675167978.4,568.0,566.8,573.55,570.6,568.85,8194319,0.55
2021-01-04,TQBR,SBER,74192,13434542974.0,274.67,270.61,276.6,274.61,272.0,48922920,0.13
2021-01-05,TQBR,SBER,74787,12449940093.5,272.69,270.28,275.7,273.12,275.2,45583910,1.18
2021-01-06,TQBR,SBER,64392,11198786354.7,275.94,271.62,275.94,273.49,272.93,40948520,-0.82
2021-01-08,TQBR,SBER,126247,24965598229.2,275.11,275.11,283.99,280.74,283.64,88928790,3.92
2021-01-11,TQBR,SBER,167977,32387587949.7,282.86,279.48,292.95,288.3,289.49,112349520,2.06
2021-01-12,TQBR,SBER,131929,23033207791.0,290.88,286.7,296.07,291.7,289.99,78962360,0.17
2021-01-13,TQBR,SBER,113139,19329406068.2,291.01,283.1,292.46,286.11,283.78,67559080,-2.14
2021-01-14,TQBR,SBER,121415,21166553940.6,284.0,279.06,286.9,283.47,284.79,74673700,0.36
2021-01-15,TQBR,SBER,132679,20704258669.7,282.55,276.0,286.16,280.64,276.9,73774870,-2.77
2021-01-18,TQBR,SBER,118097,20519303291.8,275.72,272.95,281.3,277.53,279.79,73935650,1.04
2021-01-19,TQBR,SBER,105939,15657703355.8,280.98,276.42,282.8,279.6,278.19,55998820,-0.57
2021-01-20,TQBR,SBER,93273,13410105295.4,278.62,276.77,282.49,279.72,279.8,47940980,0.58
2021-01-21,TQBR,SBER,128577,23104211857.2,280.75,272.84,281.54,275.72,274.4,83795610,-1.93
2021-01-22,TQBR,SBER,136542,23425721074.9,273.0,266.78,273.3,269.24,268.25,87007610,-2.24
2021-01-25,TQBR,SBER,174198,30573885594.7,271.0,261.65,273.63,267.41,265.3,114330950,-1.1
2021-01-26,TQBR,SBER,128619,20081806624.3,262.7,262.61,269.57,266.95,269.34,75228120,1.52
2021-01-27,TQBR,SBER,168437,26983357696.7,270.07,265.02,273.8,269.59,265.5,100093260,-1.43
2021-01-28,TQBR,SBER,116323,21478838736.4,263.5,261.17,267.17,264.34,265.96,81253290,0.17
2021-01-29,TQBR,SBER,182334,31282157083.1,263.77,257.36,264.75,260.42,258.11,120123710,-2.95
2021-02-01,TQBR,SBER,109069,16517036893.1,260.0,258.73,264.06,261.63,263.8,63130400,2.2
2021-02-02,TQBR,SBER,112219,21130912921.8,265.0,263.05,268.39,265.68,263.15,79534190,-0.25
2021-02-03,TQBR,SBER,115398,20508495277.8,264.32,261.05,268.14,264.12,263.53,77648760,0.14
2021-02-04,TQBR,SBER,110857,21060053221.8,263.21,262.34,270.6,266.79,270.11,78929290,2.5
2021-02-05,TQBR,SBER,104977,19443149796.1,271.99,268.87,272.57,270.77,271.7,71806820,0.59
2021-02-08,TQBR,SBER,88113,14217396460.7,273.01,272.32,275.58,274.05,275.2,51878390,1.29
2021-02-09,TQBR,SBER,136771,24881954493.2,275.99,267.19,276.29,270.69,268.98,91921510,-2.26
2021-02-10,TQBR,SBER,111046,16918200383.1,269.28,265.2,270.99,268.17,265.9,63087490,-1.15
2021-02-11,TQBR,SBER,75386,10250368666.9,265.5,263.75,266.9,265.07,264.7,38669800,-0.45
2021-02-12,TQBR,SBER,126635,21386688670.7,264.0,258.55,266.44,261.9,266.0,81658530,0.49
2021-02-15,TQBR,SBER,96632,15321628602.6,268.49,267.07,271.87,269.06,271.81,56945310,2.18
2021-02-16,TQBR,SBER,99472,17059296191.7,272.3,268.27,272.8,270.35,270.9,63103170,-0.33
2021-02-17,TQBR,SBER,125067,21493440752.3,270.99,267.56,275.07,271.68,270.9,79103850,0.0
2021-02-18,TQBR,SBER,91511,15803278522.1,270.35,266.21,272.46,269.08,266.99,58729690,-1.44
2021-02-19,TQBR,SBER,87787,15897066063.1,266.12,264.19,272.81,268.22,271.34,59268550,1.63
2021-02-20,TQBR,SBER,32003,2365150617.1,271.0,269.02,271.0,269.9,270.51,8763250,-0.31
2021-02-22,TQBR,SBER,75648,13063828693.3,270.1,268.12,274.46,271.43,273.71,48129770,1.18
2021-02-24,TQBR,SBER,95827,17398895710.6,272.12,269.42,272.75,271.05,271.9,64190320,-0.66
2021-02-25,TQBR,SBER,122534,21852880680.8,273.6,270.65,276.48,274.13,270.71,79716010,-0.44
2021-02-26,TQBR,SBER,100025,20205917011.1,268.0,266.43,272.49,269.8,270.17,74892050,-0.2
2021-03-01,TQBR,SBER,67778,9812239879.7,273.0,271.13,274.73,272.85,273.58,35962010,1.26
2021-03-02,TQBR,SBER,114640,19802839822.7,271.89,271.6,280.0,276.73,279.1,71566360,2.02
2021-03-03,TQBR,SBER,111636,18069380424.4,281.7,277.63,283.83,281.14,278.01,64275320,-0.39
2021-03-04,TQBR,SBER,127635,25572715633.1,278.5,273.63,281.96,277.99,274.75,91991370,-1.17
2021-03-05,TQBR,SBER,109189,23006360823.0,276.0,272.76,278.98,275.36,277.5,83551110,1.0
2021-03-09,TQBR,SBER,122229,20623220749.3,278.8,277.56,286.38,283.38,285.79,72788180,2.99
2021-03-10,TQBR,SBER,94943,15689655145.4,285.24,281.0,288.0,284.46,282.24,55155180,-1.24
2021-03-11,TQBR,SBER,72751,13468791279.1,283.84,282.3,286.38,284.36,286.0,47365180,1.33
2021-03-12,TQBR,SBER,90703,14696936110.3,286.3,282.82,287.49,285.17,284.93,51540190,-0.37
2021-03-15,TQBR,SBER,109956,19694478523.7,286.05,285.28,292.92,290.38,292.74,67805740,2.74
2021-03-16,TQBR,SBER,100867,15706960115.0,293.06,288.61,293.88,291.27,292.33,53921730,-0.14
2021-03-17,TQBR,SBER,172779,31420312827.6,292.35,279.6,293.25,284.88,283.35,110292330,-3.07
2021-03-18,TQBR,SBER,111405,20952188477.5,284.04,278.24,285.79,282.65,279.25,74128740,-1.45
2021-03-19,TQBR,SBER,109982,23896683369.4,279.0,278.03,286.31,283.63,285.47,84249430,2.23
2021-03-22,TQBR,SBER,101936,18072432468.3,285.0,283.08,291.2,287.95,288.65,62762410,1.11
2021-03-23,TQBR,SBER,121289,20134876840.3,287.56,282.11,288.3,284.55,282.6,70760630,-2.1
2021-03-24,TQBR,SBER,75552,13241823616.1,283.4,282.25,288.0,285.32,285.79,46411230,1.13
2021-03-25,TQBR,SBER,71527,10061257317.5,286.5,283.85,287.03,285.7,286.66,35216620,0.3
2021-03-26,TQBR,SBER,93759,16285019984.6,288.63,288.32,292.75,290.42,291.22,56072880,1.59
2021-03-29,TQBR,SBER,73350,12776627652.5,289.72,289.26,294.09,292.5,293.3,43681330,0.71
2021-03-30,TQBR,SBER,72447,11386510532.1,294.86,291.5,295.72,293.42,293.25,38806220,-0.02
2021-03-31,TQBR,SBER,80425,13722588078.6,294.0,290.26,294.42,291.99,291.02,46996880,-0.76
2021-04-01,TQBR,SBER,92455,15048904346.4,292.0,288.43,294.72,291.64,290.24,51601440,-0.27
2021-04-02,TQBR,SBER,40624,5610346088.3,290.81,289.14,292.4,291.01,291.7,19279180,0.5
2021-04-05,TQBR,SBER,73131,10211978871.6,290.8,287.07,291.48,288.83,288.78,35363370,-1.0
2021-04-06,TQBR,SBER,145946,22023585643.8,289.0,281.37,289.43,284.07,281.5,77530890,-2.52
2021-04-07,TQBR,SBER,118731,20938831900.0,281.68,278.54,284.29,282.41,283.98,74146060,0.88
2021-04-08,TQBR,SBER,80363,14569845805.9,284.88,282.17,286.2,284.1,283.89,51289780,-0.03
2021-04-09,TQBR,SBER,72740,11271736294.7,283.47,280.09,283.79,281.56,281.07,40033420,-0.99
2021-04-12,TQBR,SBER,97021,16143449066.2,278.2,278.0,285.35,282.33,281.75,57180030,0.24
2021-04-13,TQBR,SBER,99295,19307788768.4,282.93,281.14,288.2,284.05,287.95,67973530,2.2
2021-04-14,TQBR,SBER,72723,17158515624.6,290.0,286.72,291.58,289.04,287.18,59364940,-0.27
2021-04-15,TQBR,SBER,121443,24900273563.2,281.5,280.87,285.19,282.8,283.72,88048600,-1.2
2021-04-16,TQBR,SBER,79081,18209910712.5,285.71,284.08,289.3,286.78,288.5,63499000,1.68
2021-04-19,TQBR,SBER,80284,14768633036.5,287.86,286.04,289.25,287.73,287.72,51327720,-0.27
2021-04-20,TQBR,SBER,83018,18231430821.4,288.9,286.59,290.92,288.49,287.42,63197880,-0.1
