TRADEDATE,BOARDID,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,WAPRICE,CLOSE,VOLUME,TRENDCLSPR
2022-07-27,TQBR,SBER,91397,5666320132.8,132.9,131.62,134.79,133.25,132.5,42526820,-0.3
2022-07-28,TQBR,SBER,84334,5270874128.5,133.01,130.1,133.49,131.44,131.72,40102900,-0.59
2022-07-29,TQBR,SBER,61667,3657277546.3,131.65,130.31,132.75,131.61,131.9,27788260,0.14
2022-08-01,TQBR,SBER,90599,5733440411.9,131.77,127.34,131.77,129.34,127.34,44322900,-3.46
2022-08-02,TQBR,SBER,87740,5597372358.7,126.6,125.6,128.44,127.22,127.53,44006150,0.15
2022-08-03,TQBR,SBER,65442,3954448973.2,128.05,126.27,129.15,127.78,126.85,30948110,-0.53
2022-08-04,TQBR,SBER,48402,2486974528.6,126.94,126.16,128.13,127.12,126.95,19560540,0.08
2022-08-05,TQBR,SBER,123820,7580630330.2,127.5,122.24,127.58,123.91,122.4,61176570,-3.58
2022-08-08,TQBR,SBER,94575,6717450630.0,126.11,123.51,127.38,125.1,123.81,53664860,1.15
2022-08-09,TQBR,SBER,82732,4714973255.6,123.9,122.3,126.5,124.25,126.4,37919970,2.09
2022-08-10,TQBR,SBER,73111,4026159269.7,126.25,124.87,127.29,126.03,126.2,31939910,-0.16
2022-08-11,TQBR,SBER,77752,3873147168.4,126.97,123.07,126.97,125.12,123.45,30949210,-2.18
2022-08-12,TQBR,SBER,64383,3377655734.9,123.46,122.6,124.98,124.06,124.88,27223160,1.16
2022-08-15,TQBR,SBER,63087,3150239987.1,124.56,123.28,125.7,124.23,125.0,25355480,0.1
2022-08-16,TQBR,SBER,63769,3439359278.0,125.2,124.53,126.86,126.03,126.39,27290920,1.11
2022-08-17,TQBR,SBER,76026,4134398010.8,126.58,124.5,127.44,125.69,124.5,32888950,-1.5
2022-08-18,TQBR,SBER,65340,3189014037.0,124.39,123.92,126.5,125.48,126.3,25415410,1.45
2022-08-19,TQBR,SBER,54698,2339575284.4,126.3,124.72,126.36,125.27,125.2,18676990,-0.87
2022-08-22,TQBR,SBER,60329,3083949126.3,125.0,124.7,126.69,125.84,126.06,24510110,0.69
2022-08-23,TQBR,SBER,116368,8448692324.8,126.06,126.01,130.49,129.23,130.38,65419130,3.43
2022-08-24,TQBR,SBER,96277,5940974237.7,130.6,127.85,131.64,129.64,128.15,45833690,-1.71
2022-08-25,TQBR,SBER,75363,4630467612.5,128.15,127.1,129.81,128.38,128.18,36067720,0.02
2022-08-26,TQBR,SBER,77584,4251007186.7,128.02,127.62,130.5,129.29,130.4,32879870,1.73
2022-08-29,TQBR,SBER,89075,5342794309.5,130.12,129.52,131.4,130.59,131.17,40911490,0.59
2022-08-30,TQBR,SBER,107183,6706724051.1,131.17,129.65,132.6,131.29,130.05,51084490,-0.85
2022-08-31,TQBR,SBER,172254,14439588088.8,132.3,131.5,138.34,134.45,134.25,107450510,3.23
2022-09-01,TQBR,SBER,104665,7406741299.8,133.99,132.02,138.22,134.81,138.2,54942470,2.94
2022-09-02,TQBR,SBER,234069,19355155393.0,138.8,136.22,144.9,141.39,143.8,136891810,4.05
2022-09-05,TQBR,SBER,167766,12371122690.1,143.5,139.11,145.1,141.21,141.0,87603050,-1.95
2022-09-06,TQBR,SBER,163772,11990944909.2,140.9,135.22,141.07,138.34,137.23,86674520,-2.67
2022-09-07,TQBR,SBER,115963,8339250748.2,136.96,135.41,139.19,137.26,136.86,60753730,-0.27
2022-09-08,TQBR,SBER,108835,7829982200.8,136.69,134.0,137.4,135.59,134.51,57744420,-1.72
2022-09-09,TQBR,SBER,103960,6696870325.8,134.41,134.23,138.47,136.35,138.15,49115280,2.71
2022-09-12,TQBR,SBER,120078,7304865311.8,137.07,136.8,140.37,138.85,138.7,52610620,0.4
2022-09-13,TQBR,SBER,95022,6135930533.9,138.7,136.15,139.37,137.63,137.0,44582700,-1.23
2022-09-14,TQBR,SBER,127945,8599239020.7,136.6,135.2,139.29,136.85,138.9,62838520,1.39
2022-09-15,TQBR,SBER,108963,7819974773.2,139.15,137.61,140.28,138.95,139.48,56243810,0.42
2022-09-16,TQBR,SBER,136911,9983110793.7,139.37,136.8,141.39,139.04,137.73,71799280,-1.25
2022-09-19,TQBR,SBER,73834,4590344282.8,137.4,137.07,139.08,137.96,138.04,33272190,0.23
2022-09-20,TQBR,SBER,370021,27120994882.9,137.87,122.42,138.35,129.8,125.1,208947780,-9.37
2022-09-21,TQBR,SBER,245603,16327145213.9,112.5,109.27,123.98,119.5,120.23,136625430,-3.89
2022-09-22,TQBR,SBER,190112,14562188054.0,120.25,120.25,126.95,123.95,124.31,117479960,3.39
2022-09-23,TQBR,SBER,169766,10311649883.2,124.49,117.35,124.5,120.03,119.39,85906070,-3.96
2022-09-26,TQBR,SBER,276802,16617787749.1,114.0,105.0,117.99,111.8,107.06,148638170,-10.33
2022-09-27,TQBR,SBER,166523,10025188385.2,110.0,107.07,113.89,110.19,112.92,90981060,5.47
2022-09-28,TQBR,SBER,148079,8720766869.9,112.0,109.13,115.2,111.85,111.06,77969660,-1.65
2022-09-29,TQBR,SBER,131846,7411211658.2,111.59,107.68,112.2,109.81,110.41,67487760,-0.59
2022-09-30,TQBR,SBER,222212,14569420124.9,111.0,103.4,113.4,109.08,110.21,133569040,-0.18
2022-10-03,TQBR,SBER,149577,8280923624.7,110.62,109.0,114.65,111.96,114.35,73960960,3.76
2022-10-04,TQBR,SBER,132828,9371218814.4,115.06,110.3,115.5,112.14,110.55,83564680,-3.32
2022-10-05,TQBR,SBER,150329,9776634296.1,110.49,106.25,110.49,108.13,108.51,90416920,-1.85
2022-10-06,TQBR,SBER,98405,5630301035.4,108.65,107.57,110.38,108.81,108.24,51741480,-0.25
2022-10-07,TQBR,SBER,176627,9560941533.5,107.7,101.3,108.48,105.08,101.5,90989490,-6.23
2022-10-10,TQBR,SBER,236360,12100541809.1,96.55,96.5,106.77,103.01,106.71,117465350,5.13
2022-10-11,TQBR,SBER,161914,8212972233.2,106.5,104.26,108.3,106.71,107.72,76962080,0.95
2022-10-12,TQBR,SBER,114178,6748220830.6,108.27,105.25,108.5,106.48,105.9,63378400,-1.69
2022-10-13,TQBR,SBER,100238,4973132486.8,105.72,104.8,107.3,106.14,106.5,46849810,0.57
2022-10-14,TQBR,SBER,104933,5631814421.3,106.92,105.69,109.19,107.14,107.78,52565400,1.2
2022-10-17,TQBR,SBER,142876,8680124454.5,107.93,107.65,112.76,110.58,112.44,78496550,4.32
2022-10-18,TQBR,SBER,181538,11468880403.2,113.05,110.48,114.37,112.6,110.88,101854810,-1.39
2022-10-19,TQBR,SBER,160685,10047779304.8,110.12,109.3,112.93,110.79,112.39,90693010,1.36
2022-10-20,TQBR,SBER,186088,11611619802.2,112.75,112.37,117.2,115.29,116.98,100723600,4.08
2022-10-21,TQBR,SBER,185601,11996337348.7,116.93,114.37,119.94,117.18,119.45,102382050,2.11
2022-10-24,TQBR,SBER,161324,8899628781.0,120.15,117.65,121.68,119.39,118.8,74539310,-0.54
2022-10-25,TQBR,SBER,231247,13988406291.3,118.84,118.3,125.2,122.54,124.36,114156750,4.68
2022-10-26,TQBR,SBER,212260,13490587416.3,124.7,122.1,126.88,124.34,124.43,108495360,0.06
2022-10-27,TQBR,SBER,171670,11099070231.0,124.75,123.68,127.5,126.25,126.61,87915140,1.75
2022-10-28,TQBR,SBER,149544,9289876913.2,126.14,124.6,127.25,126.12,126.97,73660000,0.28
2022-10-31,TQBR,SBER,139389,7705148783.6,127.2,125.41,128.6,126.81,126.72,60762870,-0.2
2022-11-01,TQBR,SBER,80966,4678424679.9,127.2,126.12,127.97,127.07,127.05,36820880,0.26
2022-11-02,TQBR,SBER,91488,5091797153.1,127.06,123.75,127.74,126.61,125.49,40216620,-1.23
2022-11-03,TQBR,SBER,103937,5968383629.5,125.4,123.91,126.1,125.07,125.75,47720130,0.21
2022-11-07,TQBR,SBER,189795,11884172361.2,127.09,126.5,132.0,129.58,132.0,91709630,4.97
2022-11-08,TQBR,SBER,143560,9132676225.5,132.0,130.1,133.11,131.3,131.29,69556040,-0.54
2022-11-09,TQBR,SBER,127792,8392114411.7,131.06,126.42,131.47,129.19,127.3,64961510,-3.04
2022-11-10,TQBR,SBER,284549,22986670666.3,131.0,129.77,136.69,133.86,136.68,171748310,7.37
2022-11-11,TQBR,SBER,167566,10343394282.0,137.9,135.13,138.42,136.62,136.98,75710240,0.22
2022-11-14,TQBR,SBER,154294,11457421132.4,137.5,135.83,140.7,138.85,139.8,82521030,2.06
2022-11-15,TQBR,SBER,230804,19905669470.0,140.49,130.86,141.0,136.78,135.66,145543250,-2.96
2022-11-16,TQBR,SBER,125773,9275650502.9,136.99,136.32,139.73,138.26,139.18,67090170,2.59
2022-11-17,TQBR,SBER,109573,8183196558.2,139.09,136.6,140.35,138.32,137.57,59160240,-1.16
2022-11-18,TQBR,SBER,84057,6017150012.2,137.08,135.84,137.81,136.47,136.89,44076540,-0.49
2022-11-21,TQBR,SBER,174869,11204179692.7,136.01,132.51,136.3,133.98,134.46,83599930,-1.78
2022-11-22,TQBR,SBER,85039,6185848298.4,134.55,133.81,136.0,134.99,135.65,45822990,0.89
2022-11-23,TQBR,SBER,103415,7131237802.3,135.7,134.5,137.55,136.35,136.59,52302020,0.69
2022-11-24,TQBR,SBER,83293,5825797012.7,137.0,136.12,138.41,137.44,136.61,42388720,0.01
2022-11-25,TQBR,SBER,62975,4032240523.4,137.2,135.41,137.24,136.14,136.53,29618830,-0.06
2022-11-28,TQBR,SBER,98844,6119857086.1,135.02,134.1,136.2,135.17,135.53,45275110,-0.73
2022-11-29,TQBR,SBER,69284,4322432923.7,136.29,135.88,137.2,136.58,136.37,31648090,0.62
2022-11-30,TQBR,SBER,63115,3645274279.8,136.5,135.23,136.78,135.91,136.78,26816190,0.3
2022-12-01,TQBR,SBER,69939,4528220086.5,137.1,136.31,137.95,136.98,137.15,33056500,0.27
2022-12-02,TQBR,SBER,42822,2631801491.3,136.99,136.17,137.1,136.63,136.66,19261670,-0.36
2022-12-05,TQBR,SBER,194980,14626342206.0,136.66,136.25,142.68,140.73,142.0,103930500,3.91
2022-12-06,TQBR,SBER,93696,7320200569.4,142.2,139.11,143.37,141.24,140.61,51823300,-0.98
2022-12-07,TQBR,SBER,114937,9820959841.6,140.5,138.36,142.81,140.53,142.32,69885670,1.22
2022-12-08,TQBR,SBER,121144,9051030863.8,143.5,139.8,143.6,141.29,139.92,64056510,-1.69
2022-12-09,TQBR,SBER,63362,4121787838.9,139.7,139.24,140.7,140.0,140.03,29441490,0.08
2022-12-12,TQBR,SBER,71986,4674567348.3,140.19,138.7,140.87,139.63,139.48,33477470,-0.39
2022-12-13,TQBR,SBER,101413,7204347001.0,139.67,136.67,139.93,138.01,138.13,52200510,-0.97
2022-12-14,TQBR,SBER,67864,4682726701.5,138.28,136.6,138.28,137.43,137.3,34074890,-0.6
2022-12-15,TQBR,SBER,105030,7425601043.9,136.99,134.3,137.08,135.52,134.55,54791650,-2.0
2022-12-16,TQBR,SBER,65134,4438893679.0,134.5,134.13,136.09,135.32,135.45,32802120,0.67
2022-12-19,TQBR,SBER,114359,7922461200.5,135.13,132.86,136.73,134.67,134.64,58826130,-0.6
2022-12-20,TQBR,SBER,88250,6164921383.7,134.51,134.41,138.4,136.95,138.28,45017120,2.7
2022-12-21,TQBR,SBER,91276,6272681336.7,138.7,135.81,139.12,137.74,137.75,45542340,-0.38
2022-12-22,TQBR,SBER,69031,4219452712.4,137.99,137.0,138.97,138.07,137.69,30562140,-0.04
2022-12-23,TQBR,SBER,53883,3151110861.8,137.49,136.81,138.26,137.56,137.94,22908110,0.18
2022-12-26,TQBR,SBER,103692,6912819148.3,138.33,138.0,141.0,139.99,140.95,49379370,2.18
2022-12-27,TQBR,SBER,94202,5856965521.6,141.31,139.6,142.0,140.83,139.9,41654530,-0.74
2022-12-28,TQBR,SBER,68495,3911970512.0,139.73,138.6,140.4,139.46,139.51,28045010,-0.28
2022-12-29,TQBR,SBER,71440,4513089042.4,139.5,139.22,141.65,140.77,140.96,32059860,1.04
2022-12-30,TQBR,SBER,64331,3968971100.4,140.8,140.13,141.48,140.87,141.15,28175080,0.13
2023-01-03,TQBR,SBER,55187,3000247965.4,141.6,141.56,143.25,142.2,141.78,21098550,0.45
2023-01-04,TQBR,SBER,50172,2419428972.3,141.85,140.75,142.28,141.38,141.43,17112740,-0.25
2023-01-05,TQBR,SBER,45764,2435171391.9,141.6,140.54,141.84,141.21,141.27,17245300,-0.11
2023-01-06,TQBR,SBER,34184,1504730792.2,141.39,140.9,141.62,141.19,141.4,10657600,0.09
2023-01-09,TQBR,SBER,75295,4480148303.4,141.83,141.65,142.99,142.46,142.4,31449160,0.71
2023-01-10,TQBR,SBER,57403,3368938055.0,142.1,141.31,142.85,142.05,142.81,23718180,0.29
2023-01-11,TQBR,SBER,208795,18097145617.6,142.97,142.87,149.98,146.97,149.96,123147040,5.01
2023-01-12,TQBR,SBER,105583,6982668294.2,150.02,148.39,150.79,149.23,149.3,46789300,-0.44
2023-01-13,TQBR,SBER,152707,13374657598.8,149.58,147.71,153.28,151.11,151.69,88520210,1.6
2023-01-16,TQBR,SBER,107229,7920014161.8,152.89,151.88,154.0,153.03,153.71,51753920,1.33
2023-01-17,TQBR,SBER,157024,12790444010.5,154.0,150.01,154.31,151.54,150.45,84404770,-2.12
2023-01-18,TQBR,SBER,131481,10235015056.8,150.4,149.41,153.0,151.68,151.47,67511970,0.68
2023-01-19,TQBR,SBER,122069,10027708961.8,151.2,148.56,152.85,150.1,149.34,66813960,-1.41
2023-01-20,TQBR,SBER,86811,6633881321.1,149.7,148.64,151.4,149.91,151.38,44254820,1.37
2023-01-23,TQBR,SBER,118475,8453400896.7,151.9,151.01,154.1,153.15,153.5,55198870,1.4
2023-01-24,TQBR,SBER,153163,12126204920.9,153.95,152.28,155.58,154.02,152.66,78734130,-0.55
2023-01-25,TQBR,SBER,95683,6613609683.1,152.45,151.5,153.6,152.47,152.81,43376700,0.1
2023-01-26,TQBR,SBER,97132,6966980467.7,153.32,151.73,154.3,153.08,152.4,45513320,-0.27
2023-01-27,TQBR,SBER,80414,5213964676.6,152.4,151.69,153.48,152.79,153.2,34123690,0.52
2023-01-30,TQBR,SBER,67194,4760702156.6,153.5,152.21,153.88,153.04,153.38,31105220,0.12
2023-01-31,TQBR,SBER,132964,12127748512.5,153.51,153.3,158.18,155.69,158.07,77890320,3.06
2023-02-01,TQBR,SBER,116145,10480709146.9,158.2,156.5,159.6,158.01,158.29,66332200,0.14
2023-02-02,TQBR,SBER,99447,8572049477.0,158.4,157.37,160.29,159.13,159.45,53866380,0.73
2023-02-03,TQBR,SBER,123025,10193999216.9,159.1,157.88,162.32,159.94,161.26,63735330,1.14
2023-02-06,TQBR,SBER,169138,14666403495.3,161.78,161.01,167.17,164.64,167.09,89083530,3.62
2023-02-07,TQBR,SBER,178700,15345906260.6,167.3,163.4,168.7,165.61,165.39,92661570,-1.02
2023-02-08,TQBR,SBER,119028,9652989000.6,165.0,162.7,166.35,164.53,164.15,58669030,-0.75
2023-02-09,TQBR,SBER,196531,17608882957.8,164.33,161.27,167.47,164.26,165.31,107139220,0.71
2023-02-10,TQBR,SBER,93521,6774229866.8,165.0,164.5,166.49,165.53,165.52,40924680,0.13
2023-02-13,TQBR,SBER,95140,5995183185.7,165.2,164.17,166.88,165.56,164.32,36212200,-0.72
2023-02-14,TQBR,SBER,137917,9574244266.6,164.3,161.64,164.38,162.74,161.86,58832960,-1.5
2023-02-15,TQBR,SBER,201203,17992861042.9,160.94,153.83,161.12,158.1,156.25,113804160,-3.47
2023-02-16,TQBR,SBER,134175,10824261902.6,157.33,156.25,159.3,157.91,158.22,68549280,1.26
2023-02-17,TQBR,SBER,104513,8295150283.0,158.0,156.91,160.38,158.98,159.73,52179940,0.95
2023-02-20,TQBR,SBER,123754,10151613700.1,159.41,156.73,161.3,158.69,160.09,63971610,0.23
2023-02-21,TQBR,SBER,204888,20810057510.7,160.66,159.26,165.65,163.32,164.15,127422480,2.54
2023-02-22,TQBR,SBER,99089,7150966488.1,164.13,162.5,164.42,163.36,163.37,43772430,-0.48
2023-02-24,TQBR,SBER,88245,6199625787.6,163.33,163.1,165.5,164.33,164.3,37727230,0.57
2023-02-27,TQBR,SBER,199345,16780738615.2,163.52,162.96,170.0,167.59,169.95,100133280,3.44
2023-02-28,TQBR,SBER,164100,13727277947.9,170.5,168.37,171.92,170.01,169.82,80748140,-0.08
2023-03-01,TQBR,SBER,114761,9167860118.1,170.4,169.5,171.66,170.46,170.53,53784730,0.42
2023-03-02,TQBR,SBER,160590,14517746431.3,170.4,166.55,170.4,168.63,168.05,86095640,-1.45
2023-03-03,TQBR,SBER,105630,8415476818.0,168.17,167.9,171.26,169.78,171.16,49566770,1.85
2023-03-06,TQBR,SBER,114300,11111583412.4,172.14,171.35,172.99,172.05,171.84,64585290,0.4
2023-03-07,TQBR,SBER,103891,9555925415.8,171.87,171.0,174.2,172.84,174.01,55287380,1.26
2023-03-09,TQBR,SBER,156235,13943157257.4,174.85,172.21,174.89,173.44,172.55,80393110,-0.84
2023-03-10,TQBR,SBER,103332,8636905460.0,171.55,170.58,173.0,171.87,172.53,50256970,-0.01
2023-03-13,TQBR,SBER,129764,12709525433.5,172.5,169.26,173.9,171.68,172.15,74032280,-0.22
2023-03-14,TQBR,SBER,141502,15601317280.3,171.61,171.01,176.95,174.67,175.71,89325670,2.07
2023-03-15,TQBR,SBER,135726,14010359713.1,176.0,173.59,177.37,175.32,175.3,79930290,-0.23
2023-03-16,TQBR,SBER,96462,8999771334.6,174.94,173.36,176.04,174.64,175.45,51534160,0.09
2023-03-17,TQBR,SBER,515985,72487640689.1,183.0,178.56,193.66,186.71,193.59,388164850,10.34
2023-03-20,TQBR,SBER,276075,31309861829.0,196.02,195.0,205.09,199.78,203.73,156714250,5.24
2023-03-21,TQBR,SBER,221392,25112540900.7,204.76,201.25,208.0,204.85,203.32,122583960,-0.2
2023-03-22,TQBR,SBER,123240,11679333494.7,203.4,201.59,204.4,202.88,202.89,57568140,-0.21
2023-03-23,TQBR,SBER,66313,5415399866.5,202.53,202.22,204.2,203.2,202.58,26650230,-0.15
2023-03-24,TQBR,SBER,60612,4939230840.9,202.86,202.0,203.85,203.04,203.57,24325540,0.49
2023-03-27,TQBR,SBER,183447,21191264384.4,204.01,204.01,213.2,208.73,211.84,101521380,4.06
2023-03-28,TQBR,SBER,145523,15726501741.8,212.86,210.67,214.7,212.8,214.03,73901050,1.03
2023-03-29,TQBR,SBER,192894,20980171180.8,214.85,213.6,219.53,217.01,217.99,96682530,1.85
2023-03-30,TQBR,SBER,95110,8884287057.7,217.3,216.12,218.45,217.29,216.87,40886950,-0.51
2023-03-31,TQBR,SBER,169796,18878992953.8,217.2,211.3,217.35,214.32,216.6,88081360,-0.12
2023-04-03,TQBR,SBER,124818,11951820883.8,218.45,214.8,219.44,216.61,216.09,55175630,-0.24
2023-04-04,TQBR,SBER,118356,9882799399.6,216.2,213.8,217.29,215.77,214.83,45803380,-0.58
2023-04-05,TQBR,SBER,115578,9891663991.7,214.65,211.4,216.3,214.21,216.15,46177490,0.61
2023-04-06,TQBR,SBER,99111,8425126719.9,216.3,214.07,217.38,215.69,214.25,39061450,-0.88
2023-04-07,TQBR,SBER,84466,6286417581.4,214.5,213.65,216.39,215.3,216.27,29198130,0.94
2023-04-10,TQBR,SBER,188049,18737869518.4,217.1,216.61,222.26,219.94,222.21,85196000,2.75
2023-04-11,TQBR,SBER,194349,21743759463.1,222.9,217.62,223.33,220.66,218.6,98538370,-1.62
2023-04-12,TQBR,SBER,110370,9773616806.2,218.6,216.67,219.7,218.33,219.22,44767540,0.28
2023-04-13,TQBR,SBER,75677,7159179734.3,219.49,218.0,220.89,219.08,219.85,32672160,0.29
2023-04-14,TQBR,SBER,97024,9554306584.3,220.0,218.51,222.5,220.5,221.87,43316040,0.92
2023-04-17,TQBR,SBER,172575,17756638468.9,222.98,222.91,228.2,225.35,228.1,78797270,2.81
2023-04-18,TQBR,SBER,176248,22454901978.8,227.89,227.05,232.76,229.67,232.66,97770120,2.0
2023-04-19,TQBR,SBER,187538,27097765520.1,232.67,231.1,237.37,234.17,232.95,115713300,0.12
2023-04-20,TQBR,SBER,166292,19879696925.7,233.32,229.84,236.47,233.61,236.28,85093750,1.43
2023-04-21,TQBR,SBER,189645,27370731655.4,237.4,233.52,238.85,236.14,235.17,115905760,-0.47
2023-04-24,TQBR,SBER,68329,7185358111.2,235.07,234.1,236.4,235.3,235.1,30536770,-0.03
2023-04-25,TQBR,SBER,65347,7565048264.5,235.13,234.21,235.82,235.02,235.3,32187450,0.09
2023-04-26,TQBR,SBER,50819,5751047264.4,235.6,234.91,235.95,235.41,235.21,24430320,-0.04
2023-04-27,TQBR,SBER,112733,16307607839.2,235.59,235.13,240.74,238.73,240.38,68311610,2.2
2023-04-28,TQBR,SBER,95222,11892356487.7,240.9,237.66,241.58,239.85,240.38,49583350,0.0
2023-05-02,TQBR,SBER,154127,20364151649.6,242.2,237.4,245.0,242.47,242.62,83957810,0.93
2023-05-03,TQBR,SBER,149892,18372320194.5,242.85,234.0,242.99,239.18,235.77,76827180,-2.82
2023-05-04,TQBR,SBER,117319,12637521165.2,236.89,236.05,239.74,238.09,238.89,53079590,1.32
2023-05-05,TQBR,SBER,126821,14683897982.1,239.24,237.3,240.66,239.36,237.7,61366140,-0.5
2023-05-08,TQBR,SBER,91091,11420605923.6,238.69,237.36,239.86,238.6,238.27,47865890,0.24
2023-05-10,TQBR,SBER,330492,34751930179.7,216.5,215.7,227.5,221.51,227.06,156874740,-4.7
2023-05-11,TQBR,SBER,322710,45532596380.3,228.87,223.94,235.38,230.78,229.32,197302410,1.0
2023-05-12,TQBR,SBER,164967,16140281925.4,231.0,226.15,232.47,228.83,229.29,70528170,-0.01
2023-05-15,TQBR,SBER,108885,11295223379.6,230.51,228.52,231.75,230.07,231.7,49090190,1.05
2023-05-16,TQBR,SBER,94873,8446678565.3,232.4,229.57,232.86,230.53,230.62,36613690,-0.47
2023-05-17,TQBR,SBER,76969,7300922562.3,229.86,228.75,230.97,229.8,230.55,31770380,-0.03
2023-05-18,TQBR,SBER,122382,13063333221.1,231.7,230.72,234.49,232.32,231.7,56228190,0.5
2023-05-19,TQBR,SBER,79816,7309847108.3,230.99,229.81,232.3,231.03,231.27,31639980,-0.19
2023-05-22,TQBR,SBER,113577,6122461335.3,232.2,230.0,232.78,231.15,231.0,26487190,-0.12
2023-05-23,TQBR,SBER,125819,14730893977.2,231.25,230.21,237.29,233.78,236.43,63010540,2.35
2023-05-24,TQBR,SBER,173024,20714536176.6,237.49,236.26,246.13,240.86,246.06,86011970,4.07
2023-05-25,TQBR,SBER,152798,17342598158.4,246.1,242.65,247.4,244.66,243.76,70882360,-0.93
2023-05-26,TQBR,SBER,150126,17064289810.3,243.45,242.81,249.64,246.58,248.1,69202730,1.78
2023-05-29,TQBR,SBER,133878,17017721478.8,249.78,248.85,252.59,250.27,251.18,67999610,1.24
2023-05-30,TQBR,SBER,153572,20681901312.6,248.84,243.8,250.85,247.59,244.65,83533260,-2.6
2023-05-31,TQBR,SBER,180151,17794062792.6,244.0,240.27,247.18,244.05,246.17,72912500,0.62
2023-06-01,TQBR,SBER,160823,12670513593.5,247.0,240.57,247.0,243.45,241.66,52046910,-1.83
