Date,FuturesCode,WeightedAvgPrice,SettlementPrice,FirstDealPrice,MaxPrice,MinPrice,LastDealPrice,Change,VolumeLastDeal,NumOfDeals,TradingVolume RUB,TradingVolume contr,OpenPositionsVolume RUB,OpenPositionsVolume contr,MarginRequirements
09.08.2023,SiU3,96 351,95 891,96 159,96 989,95 641,95 880,"-0,32 %",1,405 547,150 659 483 803,1 563 641,566 595 179 122,5 908 742,15 267
10.08.2023,SiU3,96 177,96 596,95 850,96 870,95 222,96 598,"+0,75 %",4,402 507,148 955 348 907,1 548 758,567 308 694 384,5 873 004,15 305
11.08.2023,SiU3,97 470,98 451,96 579,98 600,96 579,98 454,"+1,92 %",8,367 482,141 712 211 523,1 453 904,596 229 298 002,6 056 102,15 558
14.08.2023,SiU3,98 977,96 634,98 464,100 783,96 000,96 599,"-1,88 %",22,778 756,275 663 818 357,2 785 054,576 552 459 168,5 966 352,15 292
15.08.2023,SiU3,96 445,96 095,96 640,98 431,94 350,96 113,"-0,50 %",1,770 485,283 047 777 625,2 934 758,567 184 016 970,5 902 326,15 189
16.08.2023,SiU3,94 877,93 506,96 187,96 430,93 115,93 570,"-2,65 %",7,588 236,199 585 761 955,2 103 796,558 000 795 240,5 967 540,14 793
17.08.2023,SiU3,92 897,92 595,93 572,94 481,91 700,92 540,"-1,10 %",1,574 784,188 012 621 887,2 023 875,537 670 830 930,5 806 694,14 629
18.08.2023,SiU3,92 483,92 709,92 536,93 157,91 529,92 655,"+0,12 %",1,408 286,121 948 571 107,1 318 596,533 495 238 426,5 754 514,14 591
21.08.2023,SiU3,93 216,92 713,92 715,94 027,92 222,92 730,"+0,08 %",9,402 568,146 079 826 220,1 567 119,537 939 183 174,5 802 198,14 562
22.08.2023,SiU3,93 224,93 272,92 730,93 669,92 580,93 309,"+0,62 %",1,301 064,107 688 328 093,1 155 162,555 447 818 080,5 955 140,14 653
23.08.2023,SiU3,93 409,93 521,93 331,93 850,92 901,93 538,"+0,24 %",2,319 157,125 321 217 139,1 341 657,554 002 505 430,5 923 830,14 642
24.08.2023,SiU3,93 874,94 204,93 543,94 390,93 408,94 197,"+0,70 %",7,255 299,98 405 165 883,1 048 265,556 499 767 560,5 907 390,14 688
25.08.2023,SiU3,94 578,95 125,94 209,95 292,93 931,95 150,"+1,01 %",1,282 449,115 716 351 114,1 223 516,542 443 844 000,5 702 432,14 725
28.08.2023,SiU3,95 407,95 281,95 135,95 818,95 027,95 292,"+0,15 %",30,275 240,126 295 822 032,1 323 796,506 917 978 002,5 320 242,14 700
29.08.2023,SiU3,95 627,95 477,95 295,96 300,95 072,95 385,"+0,10 %",7,293 675,128 890 844 642,1 347 845,498 576 120 150,5 221 950,14 718
30.08.2023,SiU3,95 819,96 109,95 380,96 167,95 221,96 125,"+0,78 %",3,205 696,74 551 141 002,778 042,505 870 682 590,5 263 510,14 812
31.08.2023,SiU3,95 920,95 670,96 095,96 423,95 342,95 663,"-0,48 %",3,262 513,106 246 631 698,1 107 662,518 039 273 520,5 414 856,14 765
01.09.2023,SiU3,96 065,96 276,95 663,96 643,95 550,96 280,"+0,64 %",13,322 152,132 652 497 444,1 380 868,524 353 755 360,5 446 360,14 776
04.09.2023,SiU3,96 496,96 720,96 257,96 840,96 111,96 729,"+0,47 %",1,181 057,66 977 952 582,694 099,532 555 408 320,5 506 156,14 817
05.09.2023,SiU3,97 417,97 822,96 751,97 849,96 705,97 840,"+1,15 %",1,231 625,86 214 680 079,885 005,536 966 283 196,5 489 218,14 953
06.09.2023,SiU3,97 836,98 471,97 849,98 499,97 309,98 499,"+0,67 %",2,286 984,120 151 550 665,1 228 087,511 441 240 046,5 193 826,15 027
07.09.2023,SiU3,98 133,98 497,98 444,98 655,97 116,98 473,"-0,03 %",1,385 817,156 063 403 600,1 590 314,471 008 714 120,4 781 960,15 009
08.09.2023,SiU3,97 932,97 802,98 408,98 476,97 538,97 809,"-0,67 %",5,281 832,106 247 832 530,1 084 902,442 418 300 824,4 523 612,14 857
11.09.2023,SiU3,96 279,95 170,97 850,97 851,95 156,95 166,"-2,70 %",1,356 793,154 145 654 001,1 601 010,424 246 161 240,4 457 772,14 443
12.09.2023,SiU3,94 660,95 062,95 179,95 270,93 744,95 065,"-0,11 %",2,404 513,173 957 395 245,1 837 691,402 668 182 576,4 235 848,14 392
13.09.2023,SiU3,96 123,96 270,95 048,96 739,94 997,96 275,"+1,27 %",2,272 104,102 218 544 402,1 063 728,383 607 646 620,3 984 706,14 559
14.09.2023,SiU3,96 307,96 745,96 287,96 927,95 653,96 764,"+0,51 %",1,558 342,203 245 014 709,2 110 699,329 148 160 880,3 402 224,14 680
15.09.2023,SiU3,96 611,96 392,96 764,97 298,95 957,96 360,"-0,42 %",1,463 860,181 113 829 316,1 874 644,276 718 490 704,2 870 762,14 532
18.09.2023,SiU3,96 711,96 516,96 382,97 203,96 268,96 527,"+0,17 %",1,303 751,134 274 503 101,1 388 541,215 880 618 744,2 236 734,14 498
19.09.2023,SiU3,96 397,96 937,96 509,97 061,95 880,96 922,"+0,41 %",1,257 105,104 770 510 230,1 086 834,190 940 686 380,1 969 740,14 539
20.09.2023,SiU3,96 659,96 440,96 905,97 644,96 174,96 460,"-0,48 %",4,319 473,121 663 192 644,1 258 571,143 421 903 280,1 487 162,14 461
21.09.2023,SiU3,96 306,96 207,96 444,96 588,96 125,96 212,"-0,26 %",12,86 804,48 673 126 148,505 402,-,-,14 595
22.09.2023,SiZ3,95 442,95 401,95 397,95 760,95 138,95 394,"-0,11 %",1,213 768,79 718 275 123,835 253,485 966 779 138,5 093 938,15 234
25.09.2023,SiZ3,95 639,96 013,95 370,96 112,95 084,96 008,"+0,64 %",1,254 722,86 988 161 241,909 549,500 014 581 140,5 207 780,15 264
26.09.2023,SiZ3,96 077,96 208,96 037,96 320,95 710,96 225,"+0,23 %",60,144 283,52 734 128 181,548 876,500 806 318 432,5 205 454,15 283
27.09.2023,SiZ3,96 191,96 288,96 190,96 475,95 800,96 275,"+0,05 %",2,178 289,69 057 592 616,717 925,500 162 238 720,5 194 440,15 349
28.09.2023,SiZ3,96 922,97 086,96 290,97 336,96 256,97 109,"+0,87 %",1,217 837,77 453 094 195,799 142,516 561 014 244,5 320 654,15 381
29.09.2023,SiZ3,97 718,98 311,97 102,98 364,96 875,98 345,"+1,27 %",9,219 848,85 615 879 803,876 178,529 405 914 732,5 385 012,15 563
02.10.2023,SiZ3,98 861,99 668,98 302,99 768,98 000,99 650,"+1,33 %",1,306 902,108 608 230 575,1 098 614,542 414 385 616,5 442 212,15 801
03.10.2023,SiZ3,99 415,99 668,99 700,99 951,98 939,99 628,"-0,02 %",6,267 944,97 711 148 905,982 848,540 602 222 040,5 424 030,15 835
04.10.2023,SiZ3,99 643,99 795,99 564,100 234,99 031,99 819,"+0,19 %",4,263 793,93 707 571 532,940 432,547 829 642 250,5 489 550,15 826
05.10.2023,SiZ3,100 203,100 925,99 795,101 030,99 571,100 970,"+1,15 %",10,222 548,103 702 073 238,1 034 913,547 113 415 750,5 420 990,15 956
06.10.2023,SiZ3,100 745,100 491,100 950,101 854,99 807,100 484,"-0,48 %",1,423 722,178 645 355 622,1 773 243,550 016 787 354,5 473 294,15 955
09.10.2023,SiZ3,100 940,99 464,100 476,102 577,98 971,99 409,"-1,07 %",1,495 854,193 508 094 589,1 917 062,545 709 434 928,5 486 502,15 786
10.10.2023,SiZ3,99 784,100 542,99 433,100 687,98 555,100 595,"+1,19 %",4,399 795,159 822 253 497,1 601 686,558 269 710 284,5 552 602,15 955
11.10.2023,SiZ3,100 316,100 460,100 501,101 031,99 741,100 425,"-0,17 %",1,279 493,119 797 792 615,1 194 166,573 813 455 600,5 711 860,15 908
12.10.2023,SiZ3,97 882,98 356,100 410,100 550,96 850,98 350,"-2,07 %",2,501 139,212 972 328 489,2 175 595,543 287 463 504,5 523 684,15 484
13.10.2023,SiZ3,97 917,97 786,98 350,98 650,97 372,97 782,"-0,58 %",4,262 892,116 802 300 537,1 192 860,560 134 831 620,5 728 170,15 446
16.10.2023,SiZ3,97 801,97 973,97 780,98 156,97 428,98 019,"+0,24 %",24,201 732,80 141 771 798,819 393,573 303 705 450,5 851 650,15 453
17.10.2023,SiZ3,98 105,98 570,98 022,98 761,97 653,98 593,"+0,59 %",1,220 336,94 523 293 871,963 611,598 142 079 720,6 068 196,15 519
18.10.2023,SiZ3,98 436,98 494,98 560,98 798,98 060,98 462,"-0,13 %",1,221 255,95 484 372 402,970 051,592 961 655 308,6 020 282,15 461
19.10.2023,SiZ3,98 213,97 971,98 470,98 685,97 700,97 950,"-0,52 %",1,261 009,88 110 991 024,897 130,600 954 701 826,6 134 006,15 404
20.10.2023,SiZ3,96 867,96 308,97 921,98 100,96 280,96 318,"-1,67 %",1,293 398,101 754 778 115,1 050 240,598 157 431 040,6 210 880,15 099
23.10.2023,SiZ3,95 724,95 355,96 303,96 780,95 192,95 363,"-0,99 %",9,257 685,94 625 715 418,988 463,596 912 764 500,6 259 900,14 943
24.10.2023,SiZ3,94 620,94 345,95 368,95 436,94 272,94 358,"-1,05 %",15,216 503,83 416 886 032,881 542,594 460 108 710,6 300 918,14 779
25.10.2023,SiZ3,94 277,94 361,94 326,94 649,93 901,94 361,"+0,00 %",30,256 783,115 493 495 170,1 225 034,594 370 502 900,6 298 900,14 766
26.10.2023,SiZ3,94 788,94 839,94 361,95 159,94 327,94 840,"+0,51 %",2,214 846,86 641 815 522,914 157,598 290 124 398,6 308 482,14 825
27.10.2023,SiZ3,94 657,95 617,94 860,95 705,93 680,95 634,"+0,84 %",1,455 608,197 119 763 013,2 082 542,585 224 230 968,6 120 504,14 886
30.10.2023,SiZ3,94 702,94 232,95 635,95 790,94 036,94 263,"-1,43 %",5,309 781,105 168 584 957,1 110 455,580 895 614 032,6 164 526,14 684
31.10.2023,SiZ3,94 099,95 033,94 249,95 370,92 968,95 051,"+0,84 %",2,415 845,177 084 595 855,1 881 916,575 332 252 858,6 054 026,14 763
01.11.2023,SiZ3,94 684,94 362,95 021,95 441,94 000,94 360,"-0,73 %",2,360 119,120 646 578 844,1 274 195,569 944 592 760,6 039 980,14 658
02.11.2023,SiZ3,94 558,94 633,94 302,94 875,94 201,94 648,"+0,30 %",18,215 962,73 581 897 951,778 193,569 723 403 018,6 020 346,14 725
03.11.2023,SiZ3,94 115,93 599,94 650,94 950,93 467,93 615,"-1,09 %",23,281 510,105 349 567 759,1 119 360,570 641 092 142,6 096 658,14 560
06.11.2023,SiZ3,93 512,93 503,93 620,93 865,93 162,93 545,"-0,08 %",1,127 381,37 602 937 175,402 120,570 095 832 258,6 097 086,14 539
07.11.2023,SiZ3,93 723,93 755,93 520,94 063,93 366,93 779,"+0,25 %",7,184 148,75 163 966 256,801 979,574 565 516 860,6 128 372,14 535
08.11.2023,SiZ3,93 414,93 100,93 747,93 999,92 960,93 125,"-0,70 %",2,192 663,76 440 770 773,818 273,572 534 835 600,6 149 676,14 445
09.11.2023,SiZ3,93 146,93 201,93 149,93 411,92 860,93 208,"+0,09 %",5,171 612,62 798 735 610,674 201,571 651 875 138,6 133 538,14 460
10.11.2023,SiZ3,93 309,93 520,93 182,93 620,93 022,93 507,"+0,32 %",1,161 307,58 914 747 911,631 396,568 897 123 200,6 083 160,14 461
13.11.2023,SiZ3,93 219,92 727,93 525,93 830,92 683,92 754,"-0,80 %",3,191 965,79 018 544 669,847 720,564 804 236 988,6 091 044,14 347
14.11.2023,SiZ3,92 198,91 731,92 780,92 800,91 562,91 737,"-1,10 %",1,207 333,78 579 973 961,852 278,560 735 825 268,6 112 828,14 180
15.11.2023,SiZ3,90 680,90 437,91 768,91 832,89 976,90 408,"-1,45 %",2,342 069,135 011 129 854,1 488 636,564 119 055 774,6 237 702,13 968
16.11.2023,SiZ3,90 039,90 036,90 466,90 534,89 630,90 026,"-0,42 %",3,228 066,85 845 385 757,953 425,574 703 569 512,6 383 042,13 907
17.11.2023,SiZ3,90 414,91 012,90 090,91 400,89 926,91 012,"+1,10 %",5,254 776,106 319 623 780,1 175 992,585 944 175 176,6 438 098,14 031
20.11.2023,SiZ3,89 403,89 003,91 036,91 233,88 744,88 992,"-2,22 %",1,320 266,130 421 107 297,1 458 701,566 561 056 920,6 365 640,13 770
21.11.2023,SiZ3,88 565,88 565,88 995,88 995,88 200,88 589,"-0,45 %",1,213 737,79 210 827 970,894 428,558 449 441 580,6 305 532,13 658
22.11.2023,SiZ3,88 942,89 172,88 548,89 492,88 029,89 165,"+0,65 %",291,192 602,68 683 311 625,772 232,561 727 778 328,6 299 374,13 725
23.11.2023,SiZ3,89 017,89 149,89 180,89 428,88 512,89 100,"-0,07 %",2,186 384,69 849 883 146,784 678,554 447 050 170,6 219 330,13 706
24.11.2023,SiZ3,89 606,89 463,89 127,90 080,88 830,89 461,"+0,40 %",2,279 879,133 696 232 375,1 492 045,511 194 623 742,5 714 034,13 709
27.11.2023,SiZ3,89 441,89 627,89 450,89 719,89 005,89 629,"+0,19 %",1,187 147,69 495 691 187,776 992,506 227 636 320,5 648 160,13 714
28.11.2023,SiZ3,89 600,90 030,89 628,90 262,89 230,90 067,"+0,49 %",1,202 946,89 375 581 918,997 493,524 738 234 460,5 828 482,13 758
29.11.2023,SiZ3,89 523,89 286,90 068,90 239,89 057,89 245,"-0,91 %",1,248 038,99 959 977 100,1 116 565,517 686 835 164,5 798 074,13 652
30.11.2023,SiZ3,89 554,90 111,89 242,90 305,88 899,90 138,"+1,00 %",1,231 322,95 195 099 735,1 063 131,505 068 550 560,5 604 960,13 758
01.12.2023,SiZ3,90 461,90 930,90 150,91 019,89 741,90 969,"+0,92 %",1,210 913,78 265 812 687,865 188,505 981 076 160,5 564 512,13 851
04.12.2023,SiZ3,91 261,91 603,91 000,91 695,90 661,91 610,"+0,70 %",5,205 373,76 815 771 214,841 721,498 919 953 238,5 446 546,13 936
05.12.2023,SiZ3,92 315,93 044,91 617,93 134,91 340,93 032,"+1,55 %",1,235 417,113 257 410 765,1 226 892,488 666 529 736,5 251 994,14 137
06.12.2023,SiZ3,93 085,93 051,92 980,93 870,92 200,93 173,"+0,15 %",1,353 955,133 711 186 396,1 436 450,479 701 912 158,5 155 258,14 157
07.12.2023,SiZ3,92 857,92 279,93 067,93 550,92 164,92 264,"-0,98 %",9,255 486,106 209 777 967,1 143 769,486 467 757 974,5 271 706,14 049
08.12.2023,SiZ3,91 646,91 791,92 211,92 325,90 899,91 786,"-0,52 %",12,332 918,147 098 916 250,1 605 070,526 774 229 604,5 738 844,13 975
11.12.2023,SiZ3,91 025,91 026,91 803,92 348,90 400,91 021,"-0,83 %",10,319 908,138 231 646 186,1 518 472,507 789 451 260,5 578 510,13 801
12.12.2023,SiZ3,90 219,90 034,90 955,90 955,89 831,90 010,"-1,11 %",4,218 119,102 665 902 821,1 137 841,502 880 765 436,5 585 454,13 647
13.12.2023,SiZ3,89 767,89 752,90 035,90 152,89 375,89 765,"-0,27 %",5,227 176,105 796 487 298,1 178 573,511 200 825 408,5 695 704,13 610
14.12.2023,SiZ3,89 850,89 964,89 780,90 499,89 123,89 996,"+0,26 %",1,283 954,121 559 333 143,1 352 957,472 839 808 392,5 255 878,13 571
15.12.2023,SiZ3,90 124,90 323,89 992,90 750,89 555,90 332,"+0,37 %",1,349 137,153 011 077 544,1 697 803,437 202 158 890,4 840 430,13 568
18.12.2023,SiZ3,90 392,90 172,90 344,90 849,89 778,90 159,"-0,19 %",3,245 569,102 144 174 555,1 129 971,383 592 048 688,4 254 004,13 554
19.12.2023,SiZ3,90 078,90 435,90 111,90 585,89 612,90 405,"+0,27 %",1,218 465,78 743 858 718,874 092,354 616 435 050,3 921 230,13 585
20.12.2023,SiZ3,90 658,91 034,90 399,91 074,90 060,91 050,"+0,71 %",5,186 996,115 903 134 895,1 278 757,252 291 991 736,2 771 404,13 643
21.12.2023,SiZ3,91 325,92 007,91 001,92 312,90 547,92 011,"+1,06 %",1,101 664,65 513 619 369,717 366,-,-,13 966
22.12.2023,SiH4,91 996,92 139,92 300,92 744,91 456,92 149,"-0,09 %",13,260 714,94 421 092 850,1 026 364,516 334 609 374,5 603 866,14 611
25.12.2023,SiH4,92 018,91 677,92 081,92 844,91 408,91 656,"-0,54 %",3,255 092,90 421 680 337,982 644,534 276 320 724,5 827 812,14 567
26.12.2023,SiH4,91 912,92 014,91 740,92 300,91 318,92 015,"+0,39 %",1,199 804,76 017 446 044,827 062,523 504 083 544,5 689 396,14 555
27.12.2023,SiH4,92 449,92 355,92 050,92 889,91 763,92 351,"+0,36 %",1,193 976,83 245 341 118,900 383,513 976 077 810,5 565 222,14 503
28.12.2023,SiH4,91 292,91 335,92 346,92 356,90 624,91 335,"-1,10 %",3,298 113,122 862 669 930,1 345 815,498 252 336 030,5 455 218,14 240
29.12.2023,SiH4,91 335,91 604,91 300,91 940,90 527,91 647,"+0,34 %",1,239 029,93 775 714 398,1 026 715,516 216 937 240,5 635 310,14 330
03.01.2024,SiH4,92 605,92 954,91 685,93 115,91 580,92 973,"+1,45 %",1,124 687,37 707 202 247,407 186,528 690 933 548,5 687 662,14 607
04.01.2024,SiH4,92 564,92 073,92 975,93 387,92 025,92 075,"-0,97 %",1,172 170,54 525 630 701,588 857,522 320 369 262,5 672 894,14 511
05.01.2024,SiH4,91 693,91 261,92 052,92 447,91 221,91 286,"-0,86 %",5,153 991,45 023 886 224,490 992,519 282 938 446,5 690 086,14 440
08.01.2024,SiH4,91 704,92 101,91 306,92 499,90 955,92 073,"+0,86 %",1,215 435,67 046 034 982,731 118,522 964 766 766,5 678 166,14 514
09.01.2024,SiH4,91 174,90 988,92 053,92 135,90 377,90 989,"-1,18 %",1,242 010,82 187 482 608,901 439,521 749 212 832,5 734 264,14 288
10.01.2024,SiH4,90 908,91 070,90 996,91 180,90 510,91 073,"+0,09 %",1,179 363,74 807 642 420,822 975,512 076 410 160,5 622 888,14 211
11.01.2024,SiH4,90 315,89 929,91 056,91 100,89 861,89 912,"-1,28 %",5,219 484,80 549 677 319,891 858,492 519 370 182,5 476 758,14 073
12.01.2024,SiH4,89 703,89 875,89 927,90 115,89 321,89 873,"-0,04 %",1,193 535,65 622 237 614,731 551,489 075 124 250,5 441 726,14 035
15.01.2024,SiH4,89 326,89 225,89 867,89 976,89 000,89 221,"-0,72 %",1,225 374,83 121 521 555,930 568,475 916 156 800,5 333 888,13 920
16.01.2024,SiH4,89 392,89 205,89 260,90 107,88 945,89 224,"+0,00 %",3,252 590,80 371 212 528,899 088,466 775 688 690,5 232 618,13 934
17.01.2024,SiH4,89 900,90 376,89 240,90 542,89 220,90 391,"+1,31 %",1,252 292,83 426 857 519,928 051,473 295 677 712,5 236 962,14 109
18.01.2024,SiH4,90 305,90 536,90 400,90 720,89 923,90 490,"+0,11 %",10,208 671,68 852 971 833,762 448,468 892 643 664,5 179 074,14 137
19.01.2024,SiH4,89 957,89 690,90 480,90 595,89 507,89 685,"-0,89 %",8,194 920,66 448 961 419,738 677,468 706 845 260,5 225 854,13 994
22.01.2024,SiH4,89 356,89 407,89 685,89 830,89 042,89 387,"-0,33 %",3,152 979,56 325 995 367,630 357,466 666 452 618,5 219 574,13 938
23.01.2024,SiH4,89 585,90 076,89 375,90 150,88 988,90 075,"+0,77 %",2,203 745,71 553 430 643,798 696,477 945 237 672,5 306 022,14 031
24.01.2024,SiH4,89 904,90 220,90 075,90 520,89 598,90 201,"+0,14 %",1,179 718,71 614 666 760,796 559,480 301 868 280,5 323 674,14 039
25.01.2024,SiH4,90 487,90 600,90 220,90 983,89 942,90 599,"+0,44 %",2,197 821,83 226 393 160,919 959,488 251 735 200,5 389 092,14 073
26.01.2024,SiH4,91 218,91 505,90 606,91 640,90 481,91 500,"+0,99 %",8,180 295,99 035 514 692,1 085 703,488 125 004 040,5 334 408,14 202
29.01.2024,SiH4,91 001,90 311,91 500,91 800,90 300,90 301,"-1,31 %",1,209 377,81 261 116 116,892 962,486 435 636 908,5 386 228,14 061
30.01.2024,SiH4,90 576,90 879,90 301,91 020,89 919,90 877,"+0,64 %",19,198 127,69 480 078 518,767 092,496 426 719 258,5 462 502,14 168
31.01.2024,SiH4,90 986,91 300,90 849,91 379,90 579,91 264,"+0,43 %",1,231 182,87 422 905 660,960 839,510 091 821 800,5 586 986,14 206
01.02.2024,SiH4,91 656,91 851,91 264,92 000,91 131,91 869,"+0,66 %",4,219 841,72 574 688 681,791 809,524 001 688 410,5 704 910,14 280
02.02.2024,SiH4,92 240,92 338,91 873,92 795,91 734,92 342,"+0,52 %",1,231 057,95 998 612 856,1 040 752,516 073 203 804,5 588 958,14 330
05.02.2024,SiH4,92 480,91 867,92 366,93 144,91 531,91 868,"-0,51 %",2,254 056,115 291 206 592,1 246 653,494 305 643 422,5 380 666,14 245
06.02.2024,SiH4,92 082,92 426,91 888,92 559,91 680,92 400,"+0,58 %",1,170 641,65 031 390 078,706 235,505 987 061 260,5 474 510,14 346
07.02.2024,SiH4,92 400,92 479,92 399,92 712,91 934,92 489,"+0,10 %",2,199 544,71 679 651 693,775 753,503 944 150 078,5 449 282,14 343
08.02.2024,SiH4,92 265,91 527,92 516,92 846,91 500,91 531,"-1,04 %",10,247 023,86 390 242 227,936 321,508 429 739 190,5 554 970,14 263
09.02.2024,SiH4,91 650,91 948,91 540,92 048,91 327,91 973,"+0,48 %",1,196 238,70 222 897 538,766 218,506 979 204 480,5 513 760,14 270
12.02.2024,SiH4,91 913,92 006,91 930,92 266,91 600,92 012,"+0,04 %",1,199 854,68 855 048 718,749 134,523 324 239 616,5 687 936,14 298
13.02.2024,SiH4,92 049,92 069,91 975,92 355,91 811,92 082,"+0,08 %",3,157 744,61 481 153 161,667 904,515 020 175 650,5 593 850,14 291
14.02.2024,SiH4,92 266,92 285,92 049,92 551,91 959,92 295,"+0,23 %",1,170 420,59 268 707 967,642 369,527 786 958 930,5 719 098,14 305
15.02.2024,SiH4,92 645,93 044,92 294,93 173,92 183,93 050,"+0,82 %",1,223 403,85 375 660 511,921 536,549 902 693 984,5 910 136,14 437
16.02.2024,SiH4,92 877,92 422,93 000,93 443,92 402,92 428,"-0,67 %",1,299 482,123 475 214 062,1 329 438,529 886 749 480,5 733 340,14 376
19.02.2024,SiH4,92 854,93 058,92 420,93 120,92 277,93 097,"+0,72 %",1,178 777,66 677 167 695,718 085,527 119 410 244,5 664 418,14 395
20.02.2024,SiH4,92 825,92 883,93 093,93 127,92 559,92 860,"-0,26 %",70,165 160,68 517 601 684,738 113,510 775 691 790,5 499 130,14 364
21.02.2024,SiH4,92 981,93 190,92 873,93 265,92 571,93 162,"+0,32 %",2,196 072,99 519 400 839,1 070 290,487 685 635 600,5 233 240,14 382
22.02.2024,SiH4,92 809,92 991,93 163,93 387,91 990,93 019,"-0,15 %",14,397 368,146 180 318 093,1 575 027,492 794 087 634,5 299 374,14 381
26.02.2024,SiH4,92 760,92 655,92 998,93 617,92 180,92 658,"-0,39 %",112,227 510,86 800 528 570,935 688,480 119 308 380,5 181 796,14 239
27.02.2024,SiH4,92 535,92 611,92 671,92 810,92 238,92 602,"-0,06 %",1,143 191,56 156 889 535,606 826,466 525 689 836,5 037 476,14 206
28.02.2024,SiH4,92 195,91 692,92 603,92 697,91 609,91 684,"-0,99 %",1,203 463,81 772 673 261,886 882,463 446 027 576,5 054 378,14 043
29.02.2024,SiH4,91 366,91 495,91 718,92 080,91 071,91 507,"-0,19 %",9,203 976,88 146 686 587,964 675,464 389 826 120,5 075 576,13 998
01.03.2024,SiH4,91 925,92 167,91 528,92 368,91 412,92 221,"+0,78 %",1,162 181,62 812 497 453,683 488,461 829 297 596,5 010 788,14 049
04.03.2024,SiH4,91 859,91 794,92 181,92 270,91 645,91 805,"-0,45 %",1,140 849,53 122 750 551,578 250,452 975 668 212,4 934 698,13 972
05.03.2024,SiH4,91 505,91 179,91 808,91 836,91 078,91 148,"-0,72 %",1,152 720,60 223 266 287,658 129,451 866 347 064,4 955 816,13 852
06.03.2024,SiH4,91 062,91 156,91 136,91 472,90 692,91 156,"+0,01 %",2,171 480,74 395 286 699,816 891,433 686 702 592,4 757 632,13 827
07.03.2024,SiH4,91 359,91 335,91 168,91 695,91 104,91 326,"+0,19 %",1,169 292,68 154 477 949,746 039,427 144 750 470,4 676 682,13 774
11.03.2024,SiH4,91 010,91 050,91 333,91 350,90 779,91 052,"-0,30 %",3,149 451,57 114 203 793,627 511,413 028 840 300,4 536 286,13 755
12.03.2024,SiH4,91 528,92 090,91 031,92 180,90 961,92 079,"+1,13 %",3,198 758,75 864 224 678,828 968,409 664 943 520,4 448 528,13 898
13.03.2024,SiH4,91 906,91 908,92 105,92 220,91 542,91 876,"-0,22 %",1,184 158,69 303 975 046,754 034,395 634 713 256,4 304 682,13 861
14.03.2024,SiH4,92 015,92 096,91 899,92 260,91 763,92 100,"+0,24 %",1,189 226,68 741 882 279,747 131,373 727 778 304,4 058 024,13 850
15.03.2024,SiH4,92 430,93 024,92 099,93 038,91 869,93 001,"+0,98 %",1,159 625,67 416 336 169,729 415,370 214 682 624,3 979 776,13 980
18.03.2024,SiH4,92 177,92 203,93 011,93 049,91 456,92 176,"-0,89 %",2,198 219,89 047 825 531,965 870,324 560 460 992,3 520 064,13 825
19.03.2024,SiH4,92 500,92 734,92 190,92 943,91 888,92 718,"+0,59 %",6,187 906,81 797 669 573,884 096,312 549 560 792,3 370 388,13 893
20.03.2024,SiH4,92 720,92 439,92 750,93 133,92 222,92 435,"-0,30 %",1,205 512,106 302 732 531,1 146 580,276 382 441 710,2 989 890,13 860
21.03.2024,SiH4,92 190,91 683,92 423,92 600,91 650,91 682,"-0,82 %",8,67 313,46 735 378 891,506 948,-,-,13 861
22.03.2024,SiM4,95 153,95 316,94 602,95 555,94 557,95 329,"+0,78 %",2,181 302,76 201 819 977,800 863,535 795 255 632,5 621 252,14 725
25.03.2024,SiM4,95 246,95 143,95 330,96 085,94 870,95 143,"-0,20 %",17,203 417,87 764 553 438,921 462,528 399 484 820,5 553 740,14 727
26.03.2024,SiM4,95 010,95 222,95 110,95 354,94 700,95 220,"+0,08 %",10,136 058,61 052 929 703,642 555,547 935 383 268,5 754 294,14 739
27.03.2024,SiM4,94 800,94 479,95 207,95 308,94 218,94 460,"-0,80 %",1,217 518,87 721 804 652,925 341,564 638 437 902,5 976 338,14 642
28.03.2024,SiM4,94 631,94 785,94 461,94 866,94 308,94 820,"+0,38 %",15,171 315,69 968 930 271,739 369,555 841 230 120,5 864 232,14 704
29.03.2024,SiM4,94 355,94 463,94 822,94 899,94 050,94 461,"-0,38 %",1,224 650,103 732 359 915,1 099 329,548 219 421 168,5 803 536,14 687
01.04.2024,SiM4,94 555,94 760,94 480,94 838,94 255,94 750,"+0,31 %",30,147 944,58 564 777 979,619 373,563 313 896 880,5 944 638,14 689
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
