Date,FuturesCode,WeightedAvgPrice,SettlementPrice,FirstDealPrice,MaxPrice,MinPrice,LastDealPrice,Change,VolumeLastDeal,NumOfDeals,TradingVolume RUB,TradingVolume contr,OpenPositionsVolume RUB,OpenPositionsVolume contr,MarginRequirements
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
04.01.2021,SiH1,74 151,74 468,75 175,75 175,73 555,74 473,"-0,97 %",1,628 063,234 450 156 953,3 161 789,195 876 605 928,2 630 346,6 165
05.01.2021,SiH1,75 122,74 747,74 500,75 818,74 403,74 792,"+0,43 %",1,911 840,304 227 626 196,4 049 800,183 061 382 760,2 449 080,6 187
06.01.2021,SiH1,74 323,74 506,74 780,74 780,73 908,74 498,"-0,39 %",1,768 465,235 490 576 934,3 168 486,184 370 163 408,2 474 568,6 165
08.01.2021,SiH1,74 709,74 800,74 455,75 350,74 165,74 770,"+0,36 %",2,866 939,274 503 458 591,3 674 288,185 417 531 200,2 478 844,5 061
11.01.2021,SiH1,75 069,75 298,74 764,75 528,74 510,75 277,"+0,68 %",2,819 343,285 988 439 605,3 809 695,208 163 278 748,2 764 526,5 093
12.01.2021,SiH1,74 689,74 096,75 254,75 274,74 072,74 107,"-1,55 %",1,786 687,282 306 916 536,3 779 774,214 455 460 032,2 894 292,5 010
13.01.2021,SiH1,74 187,74 160,74 082,74 485,73 859,74 155,"+0,06 %",2,737 727,279 730 809 295,3 770 580,209 404 108 800,2 823 680,5 012
14.01.2021,SiH1,74 018,73 857,74 140,74 513,73 692,73 855,"-0,40 %",28,688 338,280 854 677 002,3 794 396,220 087 212 870,2 979 910,4 990
15.01.2021,SiH1,73 969,74 233,73 834,74 368,73 583,74 249,"+0,53 %",2,697 646,280 462 778 507,3 791 603,221 582 832 612,2 984 964,5 006
18.01.2021,SiH1,74 510,74 618,74 212,74 863,73 965,74 618,"+0,50 %",2,634 630,257 796 668 933,3 459 908,238 001 125 092,3 189 594,5 029
19.01.2021,SiH1,74 253,74 187,74 604,74 604,74 037,74 199,"-0,56 %",1,540 150,216 690 489 614,2 918 280,227 081 065 536,3 060 928,4 996
20.01.2021,SiH1,73 939,73 917,74 175,74 223,73 647,73 907,"-0,39 %",1,562 491,235 664 749 884,3 187 283,226 789 034 886,3 068 158,4 974
21.01.2021,SiH1,74 079,74 111,73 914,74 478,73 600,74 098,"+0,26 %",1,598 655,263 779 259 536,3 560 773,249 182 229 524,3 362 284,4 984
22.01.2021,SiH1,74 980,75 553,74 134,75 574,74 134,75 521,"+1,92 %",1,768 967,319 411 999 339,4 259 940,257 762 961 252,3 411 684,5 068
25.01.2021,SiH1,75 663,76 193,75 542,76 230,74 987,76 176,"+0,87 %",2,865 137,384 949 499 719,5 087 697,260 129 454 598,3 414 086,5 106
26.01.2021,SiH1,75 814,75 464,76 168,76 270,75 357,75 480,"-0,91 %",1,844 528,344 113 403 470,4 538 926,234 299 268 848,3 104 782,5 052
27.01.2021,SiH1,75 912,76 066,75 489,76 416,75 267,76 044,"+0,75 %",11,839 421,354 422 779 470,4 668 894,268 934 233 508,3 535 538,5 087
28.01.2021,SiH1,76 540,76 514,76 041,76 938,75 912,76 481,"+0,58 %",3,834 041,354 824 569 894,4 635 786,249 842 847 508,3 265 322,5 111
29.01.2021,SiH1,76 267,75 909,76 450,76 761,75 624,75 912,"-0,74 %",1,837 682,339 148 078 390,4 446 868,233 441 429 520,3 075 280,5 053
01.02.2021,SiH1,76 099,76 364,75 871,76 543,75 733,76 367,"+0,60 %",5,805 181,325 642 192 455,4 279 192,213 329 706 760,2 793 590,5 077
02.02.2021,SiH1,76 167,76 114,76 372,76 595,75 676,76 098,"-0,35 %",5,776 541,324 949 620 826,4 266 269,213 689 902 772,2 807 498,5 055
03.02.2021,SiH1,76 374,76 350,76 075,76 712,75 894,76 311,"+0,28 %",1,765 881,320 442 417 020,4 195 707,203 624 991 900,2 666 994,5 063
04.02.2021,SiH1,75 985,76 090,76 311,76 462,75 639,76 085,"-0,30 %",9,654 281,281 928 677 887,3 710 299,212 911 842 220,2 798 158,5 039
05.02.2021,SiH1,75 345,74 952,76 070,76 157,74 830,74 962,"-1,48 %",1,621 291,268 611 503 416,3 565 067,217 703 780 352,2 904 576,4 943
08.02.2021,SiH1,74 718,74 576,74 924,75 058,74 447,74 560,"-0,54 %",2,551 356,219 360 714 510,2 935 858,200 638 972 096,2 690 396,4 911
09.02.2021,SiH1,74 383,74 333,74 565,74 759,74 173,74 323,"-0,32 %",1,580 215,236 649 755 487,3 181 519,209 619 060 000,2 820 000,4 886
10.02.2021,SiH1,74 146,74 190,74 328,74 489,73 911,74 249,"-0,10 %",1,562 266,225 027 860 761,3 034 928,214 220 805 780,2 887 462,4 868
11.02.2021,SiH1,74 013,73 883,74 254,74 303,73 801,73 878,"-0,50 %",1,454 055,189 077 679 496,2 554 646,224 518 615 720,3 038 840,4 841
12.02.2021,SiH1,74 347,74 103,73 895,74 731,73 877,74 109,"+0,31 %",2,705 125,351 486 001 757,4 727 636,234 175 854 420,3 160 140,4 829
15.02.2021,SiH1,73 683,73 581,74 106,74 132,73 385,73 576,"-0,72 %",31,570 877,250 563 982 141,3 400 408,223 347 473 076,3 035 396,4 786
16.02.2021,SiH1,73 706,73 833,73 552,74 159,73 374,73 849,"+0,37 %",1,611 007,250 336 587 996,3 396 420,212 165 327 472,2 873 584,4 790
17.02.2021,SiH1,74 092,74 331,73 818,74 440,73 765,74 299,"+0,61 %",1,669 545,305 082 974 150,4 117 636,227 116 289 232,3 055 472,4 809
18.02.2021,SiH1,74 018,74 303,74 318,74 393,73 725,74 316,"+0,02 %",1,632 834,261 874 832 034,3 537 990,211 475 402 966,2 846 122,4 795
19.02.2021,SiH1,74 131,74 160,74 280,74 307,73 981,74 148,"-0,23 %",40,548 305,211 771 156 698,2 856 712,210 312 420 480,2 835 928,4 776
20.02.2021,SiH1,74 214,74 237,74 175,74 400,74 051,74 246,"+0,13 %",5,266 349,116 856 705 497,1 574 590,211 336 258 386,2 846 778,4 754
22.02.2021,SiH1,74 856,74 546,74 247,75 253,74 247,74 513,"+0,36 %",3,505 908,226 388 932 196,3 024 344,220 599 803 224,2 959 244,4 748
24.02.2021,SiH1,73 936,73 929,74 515,74 633,73 579,73 920,"-0,80 %",1,659 694,304 231 583 263,4 114 770,235 015 115 970,3 178 930,4 696
25.02.2021,SiH1,73 869,74 189,73 946,74 265,73 500,74 148,"+0,31 %",1,632 354,264 274 160 216,3 577 588,227 086 890 636,3 060 924,4 700
26.02.2021,SiH1,74 718,74 872,74 169,75 085,74 169,74 854,"+0,95 %",1,939 100,416 036 570 117,5 568 126,236 647 780 656,3 160 698,4 705
01.03.2021,SiH1,74 400,74 133,74 822,74 916,74 048,74 114,"-0,99 %",1,668 564,260 353 411 832,3 499 372,224 910 626 040,3 033 880,4 647
02.03.2021,SiH1,74 266,74 111,74 111,74 868,73 733,74 125,"+0,02 %",1,827 801,346 973 736 491,4 672 069,210 167 531 128,2 835 848,4 633
03.03.2021,SiH1,73 882,74 154,74 079,74 191,73 517,74 170,"+0,06 %",30,655 906,265 845 198 492,3 598 258,198 039 973 332,2 670 658,4 623
04.03.2021,SiH1,73 893,73 712,74 130,74 180,73 628,73 717,"-0,61 %",1,585 462,230 138 831 422,3 114 468,191 683 191 008,2 600 434,4 583
05.03.2021,SiH1,74 393,74 425,73 701,75 103,73 456,74 439,"+0,98 %",1,1 095 786,458 145 921 398,6 158 484,183 085 797 700,2 460 004,4 577
09.03.2021,SiH1,74 218,73 932,74 483,74 690,73 853,73 945,"-0,66 %",1,616 350,262 484 807 360,3 536 668,187 785 062 040,2 539 970,4 535
10.03.2021,SiH1,73 968,73 829,73 950,74 215,73 659,73 822,"-0,17 %",4,522 211,232 941 030 589,3 149 207,188 977 285 798,2 559 662,4 516
11.03.2021,SiH1,73 677,73 516,73 807,73 936,73 434,73 527,"-0,40 %",1,551 199,249 607 906 153,3 387 856,182 144 270 824,2 477 614,4 485
12.03.2021,SiH1,73 525,73 462,73 491,73 780,73 237,73 455,"-0,10 %",1,615 970,277 704 007 069,3 777 026,170 181 628 428,2 316 594,4 444
15.03.2021,SiH1,73 210,73 165,73 431,73 495,72 967,73 166,"-0,39 %",1,534 647,242 819 898 407,3 316 742,150 678 049 620,2 059 428,4 414
16.03.2021,SiH1,72 854,72 847,73 148,73 148,72 548,72 845,"-0,44 %",2,497 227,208 290 117 968,2 859 012,124 494 211 754,1 708 982,4 383
17.03.2021,SiH1,73 462,73 932,72 801,74 009,72 727,73 950,"+1,52 %",1,578 417,269 709 771 003,3 671 466,75 905 836 536,1 026 698,4 436
18.03.2021,SiH1,73 760,73 678,73 992,74 194,73 425,73 675,"-0,37 %",5,210 275,93 285 837 252,1 264 728,-,-,4 450
19.03.2021,SiM1,74 899,74 956,74 974,75 278,74 521,74 977,-,2,706 864,291 589 296 807,3 893 095,144 021 657 696,1 921 416,5 049
22.03.2021,SiM1,75 312,75 622,74 992,75 730,74 855,75 605,"+0,84 %",1,581 232,271 713 733 342,3 607 827,182 554 684 124,2 414 042,5 096
23.03.2021,SiM1,76 537,76 931,75 625,77 147,75 587,76 903,"+1,72 %",2,799 454,363 492 499 749,4 749 208,191 013 672 382,2 482 922,5 185
24.03.2021,SiM1,77 024,77 228,76 896,77 837,76 503,77 207,"+0,40 %",1,837 957,354 335 620 097,4 600 331,179 868 182 312,2 329 054,5 209
25.03.2021,SiM1,77 017,77 214,77 221,77 490,76 536,77 230,"+0,03 %",5,811 451,322 830 969 013,4 191 688,181 684 696 428,2 353 002,5 210
26.03.2021,SiM1,76 727,76 646,77 226,77 280,76 362,76 645,"-0,76 %",4,743 933,289 212 827 215,3 769 398,189 932 773 592,2 478 052,5 177
29.03.2021,SiM1,76 658,76 516,76 636,76 892,76 411,76 548,"-0,13 %",3,533 969,198 520 844 124,2 589 690,189 771 157 400,2 480 150,5 170
30.03.2021,SiM1,76 609,76 829,76 537,76 965,76 137,76 800,"+0,33 %",5,593 432,258 003 357 174,3 367 776,214 515 326 506,2 792 114,5 192
31.03.2021,SiM1,76 313,76 254,76 826,76 852,75 963,76 257,"-0,71 %",1,584 045,259 868 062 945,3 405 306,208 556 825 112,2 735 028,5 155
01.04.2021,SiM1,76 741,77 024,76 281,77 187,76 230,77 040,"+1,03 %",7,637 975,277 970 817 645,3 622 180,209 851 117 760,2 724 490,5 207
02.04.2021,SiM1,76 947,77 153,77 075,77 250,76 643,77 142,"+0,13 %",2,395 064,167 008 917 057,2 170 439,203 350 464 734,2 635 678,5 217
05.04.2021,SiM1,77 089,76 871,77 175,77 462,76 690,76 850,"-0,38 %",1,471 099,201 821 750 697,2 618 052,195 774 447 832,2 546 792,5 199
06.04.2021,SiM1,77 410,77 890,76 874,78 049,76 870,77 882,"+1,34 %",4,726 718,292 411 055 530,3 777 454,217 447 226 580,2 791 722,5 267
07.04.2021,SiM1,78 240,77 816,77 862,78 769,77 560,77 777,"-0,14 %",1,969 387,389 132 033 496,4 973 543,210 348 631 664,2 703 154,5 261
08.04.2021,SiM1,77 704,77 435,77 768,78 097,77 312,77 435,"-0,44 %",1,828 465,312 975 465 512,4 027 781,208 210 015 660,2 688 836,5 234
09.04.2021,SiM1,77 878,78 082,77 450,78 178,77 347,78 075,"+0,83 %",8,641 780,247 888 549 059,3 183 029,220 298 993 160,2 821 380,5 274
12.04.2021,SiM1,78 064,78 148,78 096,78 457,77 750,78 155,"+0,10 %",11,675 924,268 639 011 263,3 441 276,206 640 504 560,2 644 220,5 277
13.04.2021,SiM1,77 672,76 778,78 135,78 249,76 534,76 711,"-1,85 %",1,754 364,295 898 903 107,3 809 596,208 737 884 160,2 718 720,5 183
14.04.2021,SiM1,76 419,76 220,76 879,76 927,76 095,76 216,"-0,64 %",4,746 032,266 055 252 684,3 481 521,201 324 001 880,2 641 354,5 143
15.04.2021,SiM1,77 325,76 889,76 224,78 190,76 217,76 886,"+0,88 %",1,1 296 232,497 643 240 345,6 435 750,188 412 496 272,2 450 448,5 187
16.04.2021,SiM1,76 423,76 312,76 854,77 190,75 923,76 320,"-0,74 %",75,808 169,280 473 624 611,3 670 019,191 122 488 256,2 504 488,5 140
19.04.2021,SiM1,76 774,76 921,76 335,77 028,76 309,76 914,"+0,78 %",1,679 919,217 579 991 225,2 834 029,196 230 086 260,2 551 060,5 177
20.04.2021,SiM1,77 059,77 456,76 907,77 648,76 497,77 484,"+0,74 %",2,824 274,304 428 953 294,3 950 579,207 756 665 824,2 682 254,5 210
21.04.2021,SiM1,77 306,77 183,77 425,77 643,76 897,77 199,"-0,37 %",8,916 315,299 957 395 776,3 880 121,186 188 859 632,2 412 304,5 188
22.04.2021,SiM1,76 638,76 183,77 222,77 358,76 000,76 152,"-1,36 %",4,833 992,298 556 072 706,3 895 687,188 399 187 706,2 472 982,5 118
23.04.2021,SiM1,75 629,75 488,76 150,76 214,75 200,75 522,"-0,83 %",1,812 241,290 369 392 753,3 839 407,193 198 854 016,2 559 332,5 058
26.04.2021,SiM1,75 425,75 345,75 540,76 107,75 147,75 333,"-0,25 %",1,597 520,225 742 059 284,2 992 917,187 311 437 250,2 486 050,5 045
27.04.2021,SiM1,75 462,75 332,75 363,75 695,75 308,75 348,"+0,02 %",1,539 148,191 758 716 963,2 541 118,180 769 981 808,2 399 644,5 038
28.04.2021,SiM1,75 279,75 166,75 360,75 524,75 039,75 183,"-0,22 %",12,527 179,191 184 715 081,2 539 698,195 593 808 228,2 602 158,5 021
29.04.2021,SiM1,74 931,75 005,75 160,75 342,74 676,74 990,"-0,26 %",40,578 208,210 122 687 085,2 804 204,187 774 717 480,2 503 496,6 129
30.04.2021,SiM1,75 381,75 600,75 025,75 656,74 914,75 620,"+0,84 %",2,623 656,277 002 983 994,3 674 518,210 783 686 400,2 788 144,6 157
04.05.2021,SiM1,75 477,75 387,75 620,75 798,75 119,75 385,"-0,31 %",2,567 439,221 161 270 154,2 930 188,178 059 570 780,2 361 940,5 002
05.05.2021,SiM1,75 204,75 165,75 418,75 495,74 993,75 152,"-0,31 %",5,425 607,158 797 321 677,2 111 562,184 183 564 350,2 450 390,4 981
06.05.2021,SiM1,74 968,74 705,75 146,75 324,74 649,74 692,"-0,61 %",5,441 390,169 965 969 458,2 267 164,185 140 355 630,2 478 286,4 945
07.05.2021,SiM1,74 416,74 008,74 720,74 740,73 955,74 000,"-0,93 %",1,536 024,193 278 482 804,2 597 287,187 435 029 056,2 532 632,4 877
10.05.2021,SiM1,74 276,74 510,73 972,74 614,73 874,74 505,"+0,68 %",12,379 969,169 263 623 605,2 278 837,177 482 521 960,2 381 996,4 902
11.05.2021,SiM1,74 474,74 437,74 493,74 799,74 180,74 469,"-0,05 %",1,538 499,201 832 297 112,2 710 105,177 541 921 810,2 385 130,4 890
12.05.2021,SiM1,74 592,74 785,74 455,74 916,74 260,74 734,"+0,36 %",1,580 093,224 677 376 822,3 012 081,194 839 304 910,2 605 326,4 904
13.05.2021,SiM1,74 584,74 338,74 767,75 023,74 136,74 373,"-0,48 %",9,606 283,243 927 565 391,3 270 506,188 919 173 652,2 541 354,4 867
14.05.2021,SiM1,74 269,74 306,74 375,74 468,74 037,74 296,"-0,10 %",4,471 214,174 774 884 848,2 353 250,179 146 415 968,2 410 928,4 838
17.05.2021,SiM1,74 263,74 197,74 305,74 430,74 000,74 205,"-0,12 %",14,420 661,173 443 133 686,2 335 536,187 379 774 892,2 525 436,4 823
18.05.2021,SiM1,74 022,74 115,74 220,74 261,73 870,74 111,"-0,13 %",1,374 538,161 937 275 362,2 187 691,188 226 752 670,2 539 658,4 805
19.05.2021,SiM1,74 022,73 984,74 127,74 243,73 810,73 970,"-0,19 %",1,455 838,203 356 158 160,2 747 251,199 251 933 184,2 693 176,4 784
20.05.2021,SiM1,73 903,73 746,73 987,74 217,73 707,73 752,"-0,30 %",5,394 408,196 284 381 715,2 655 957,203 584 977 504,2 760 624,4 757
21.05.2021,SiM1,73 739,73 695,73 762,73 949,73 590,73 704,"-0,06 %",4,345 382,172 173 251 738,2 334 893,210 820 613 010,2 860 718,4 717
24.05.2021,SiM1,73 847,73 669,73 706,74 096,73 641,73 663,"-0,06 %",1,432 575,240 166 014 136,3 252 215,211 488 523 186,2 870 794,4 702
25.05.2021,SiM1,73 610,73 686,73 685,73 787,73 411,73 702,"+0,05 %",1,338 111,162 884 670 066,2 212 789,207 895 175 076,2 821 366,4 691
26.05.2021,SiM1,73 745,73 715,73 710,73 943,73 477,73 714,"+0,02 %",8,369 462,178 425 209 126,2 419 492,208 895 336 160,2 833 824,4 681
27.05.2021,SiM1,73 645,73 615,73 713,73 793,73 512,73 594,"-0,16 %",9,309 790,146 692 806 753,1 991 896,207 809 697 490,2 822 926,4 662
28.05.2021,SiM1,73 658,73 422,73 625,73 882,73 352,73 430,"-0,22 %",1,370 167,215 359 024 025,2 923 750,214 721 464 248,2 924 484,4 614
31.05.2021,SiM1,73 511,73 587,73 424,73 649,73 310,73 594,"+0,22 %",2,229 831,113 209 906 699,1 540 046,206 077 155 672,2 800 456,4 610
01.06.2021,SiM1,73 566,73 629,73 597,73 845,73 246,73 608,"+0,02 %",2,376 146,197 297 919 151,2 681 930,203 753 973 474,2 767 306,4 601
02.06.2021,SiM1,73 595,73 322,73 605,73 908,73 284,73 335,"-0,37 %",1,340 280,173 077 979 467,2 351 777,203 549 057 556,2 776 098,4 570
03.06.2021,SiM1,73 338,73 365,73 345,73 462,73 151,73 376,"+0,06 %",10,362 402,165 215 893 440,2 252 797,197 238 867 900,2 688 460,4 560
04.06.2021,SiM1,73 217,72 950,73 380,73 487,72 905,72 949,"-0,58 %",1,337 734,169 401 299 646,2 313 688,215 270 343 500,2 950 930,4 498
07.06.2021,SiM1,72 976,72 990,72 936,73 150,72 841,72 978,"+0,04 %",1,284 395,114 524 460 473,1 569 336,201 388 168 800,2 759 120,4 488
08.06.2021,SiM1,72 705,72 489,72 960,73 022,72 425,72 483,"-0,68 %",6,346 607,160 445 783 746,2 206 803,218 528 963 850,3 014 650,4 445
09.06.2021,SiM1,72 254,72 398,72 480,72 515,72 059,72 397,"-0,12 %",1,322 042,153 781 005 110,2 128 349,196 020 770 512,2 707 544,4 427
10.06.2021,SiM1,72 126,71 945,72 390,72 420,71 766,71 953,"-0,61 %",6,358 400,178 431 797 089,2 473 896,207 262 897 140,2 880 852,4 388
11.06.2021,SiM1,71 838,72 109,71 970,72 147,71 578,72 123,"+0,24 %",2,357 794,177 453 776 293,2 470 195,183 889 775 876,2 550 164,4 362
14.06.2021,SiM1,72 239,72 099,72 130,72 414,72 012,72 096,"-0,04 %",4,258 341,125 930 543 106,1 743 256,177 216 313 842,2 457 958,4 349
15.06.2021,SiM1,72 019,72 333,72 119,72 373,71 750,72 349,"+0,35 %",37,356 376,181 074 650 989,2 514 246,151 479 189 936,2 094 192,4 351
16.06.2021,SiM1,72 033,71 925,72 359,72 390,71 853,71 927,"-0,58 %",1,266 073,141 276 979 831,1 961 273,111 450 520 650,1 549 538,4 315
17.06.2021,SiM1,72 403,72 614,71 926,72 718,71 716,72 612,"+0,95 %",1,257 189,126 431 402 260,1 746 222,-,-,4 338
18.06.2021,SiU1,73 331,73 656,73 295,73 770,73 028,73 697,"+0,56 %",93,432 637,204 770 052 393,2 792 419,183 132 680 544,2 486 324,4 950
21.06.2021,SiU1,74 036,74 095,73 717,74 297,73 625,74 108,"+0,56 %",1,461 521,214 532 101 078,2 897 683,185 389 691 130,2 502 054,4 983
22.06.2021,SiU1,74 090,74 060,74 110,74 241,73 935,74 047,"-0,08 %",17,307 379,137 935 679 780,1 861 740,183 728 936 720,2 480 812,4 984
23.06.2021,SiU1,73 574,73 461,74 065,74 090,73 265,73 495,"-0,74 %",2,470 284,208 746 056 569,2 837 225,200 303 757 948,2 726 668,4 946
24.06.2021,SiU1,73 309,73 234,73 460,73 774,73 045,73 229,"-0,36 %",22,402 544,168 090 970 278,2 292 903,202 274 358 552,2 762 028,4 933
25.06.2021,SiU1,73 065,73 060,73 256,73 317,72 907,73 062,"-0,23 %",2,324 948,135 157 930 430,1 849 823,201 749 052 960,2 761 416,4 927
28.06.2021,SiU1,73 073,73 078,73 075,73 188,72 957,73 073,"+0,02 %",6,286 918,123 804 614 423,1 694 263,195 823 024 232,2 679 644,4 929
29.06.2021,SiU1,73 375,73 673,73 063,73 693,72 964,73 669,"+0,82 %",5,405 327,201 516 276 251,2 746 409,221 029 461 566,3 000 142,4 970
30.06.2021,SiU1,73 847,74 012,73 678,74 100,73 520,74 011,"+0,46 %",1,464 105,206 787 831 436,2 800 219,211 224 030 992,2 853 916,4 994
01.07.2021,SiU1,73 949,74 305,74 022,74 419,73 667,74 286,"+0,37 %",1,469 087,234 292 444 095,3 168 316,213 682 752 360,2 875 752,5 014
02.07.2021,SiU1,74 319,74 200,74 280,74 642,73 970,74 175,"-0,15 %",1,503 976,242 285 439 607,3 260 068,202 436 150 000,2 728 250,5 010
05.07.2021,SiU1,74 210,74 315,74 161,74 443,74 041,74 321,"+0,20 %",8,253 456,108 766 590 491,1 465 661,202 424 250 420,2 723 868,5 016
06.07.2021,SiU1,74 564,75 113,74 321,75 639,73 972,75 170,"+1,14 %",1,517 619,242 021 492 793,3 245 804,223 620 414 560,2 977 120,5 070
07.07.2021,SiU1,75 195,75 598,75 175,75 760,74 764,75 601,"+0,57 %",1,574 936,278 394 965 326,3 702 374,219 497 129 844,2 903 478,5 102
08.07.2021,SiU1,75 846,75 571,75 610,76 186,75 360,75 595,"-0,01 %",10,578 603,270 782 202 462,3 570 159,213 063 517 122,2 819 382,5 100
09.07.2021,SiU1,75 219,75 059,75 579,75 734,74 955,75 055,"-0,71 %",2,442 000,214 754 229 504,2 855 051,213 469 147 062,2 844 018,5 062
12.07.2021,SiU1,75 329,75 172,75 065,75 586,75 065,75 179,"+0,16 %",1,428 358,189 249 789 729,2 512 355,208 946 287 072,2 779 576,5 069
13.07.2021,SiU1,74 938,74 835,75 189,75 264,74 653,74 836,"-0,46 %",2,497 308,219 531 471 493,2 929 521,203 727 211 920,2 722 352,5 044
14.07.2021,SiU1,74 914,75 021,74 840,75 170,74 696,75 009,"+0,23 %",1,407 184,174 149 937 262,2 324 670,204 878 149 824,2 730 944,5 055
15.07.2021,SiU1,74 913,74 969,75 000,75 047,74 780,74 993,"-0,02 %",6,368 021,153 205 736 816,2 045 115,202 669 995 096,2 703 384,5 049
16.07.2021,SiU1,74 943,74 825,75 012,75 201,74 739,74 815,"-0,24 %",2,462 633,223 082 665 435,2 976 687,206 249 725 100,2 756 428,5 032
19.07.2021,SiU1,75 188,75 281,74 832,75 495,74 659,75 306,"+0,66 %",4,506 824,256 746 443 568,3 414 741,235 411 215 100,3 127 100,5 059
20.07.2021,SiU1,75 242,75 194,75 276,75 480,75 065,75 189,"-0,16 %",1,462 930,228 393 092 864,3 035 431,228 765 563 572,3 042 338,5 050
21.07.2021,SiU1,74 976,74 607,75 182,75 266,74 576,74 599,"-0,78 %",1,422 088,204 688 946 911,2 730 075,240 801 105 558,3 227 594,5 008
22.07.2021,SiU1,74 487,74 599,74 610,74 750,74 262,74 599,-,1,372 590,179 177 041 536,2 405 471,223 725 534 158,2 999 042,5 003
23.07.2021,SiU1,74 331,74 378,74 578,74 626,74 154,74 376,"-0,30 %",7,365 847,168 914 421 506,2 272 465,235 528 647 432,3 166 644,4 976
26.07.2021,SiU1,74 606,74 357,74 352,74 925,74 288,74 335,"-0,06 %",1,421 238,206 008 102 087,2 761 297,241 187 339 480,3 243 640,4 969
27.07.2021,SiU1,74 370,74 432,74 333,74 575,74 201,74 445,"+0,15 %",1,341 391,164 208 888 292,2 208 002,233 098 098 944,3 131 692,4 970
28.07.2021,SiU1,74 248,74 311,74 420,74 466,74 000,74 322,"-0,16 %",1,367 315,180 528 228 414,2 431 418,221 172 126 544,2 976 304,4 957
29.07.2021,SiU1,73 910,73 713,74 327,74 478,73 680,73 715,"-0,82 %",1,383 377,185 627 638 345,2 511 534,234 209 494 308,3 177 316,4 912
30.07.2021,SiU1,73 657,73 665,73 702,74 021,73 308,73 655,"-0,08 %",1,431 089,216 234 182 885,2 935 709,228 171 738 960,3 097 424,4 893
02.08.2021,SiU1,73 500,73 498,73 655,73 800,73 236,73 486,"-0,23 %",1,346 586,165 443 997 601,2 250 927,236 642 245 580,3 219 710,4 876
03.08.2021,SiU1,73 535,73 583,73 508,73 749,73 323,73 575,"+0,12 %",1,343 010,163 638 179 341,2 225 313,235 371 708 092,3 198 724,4 876
04.08.2021,SiU1,73 476,73 816,73 584,73 836,73 220,73 790,"+0,29 %",6,405 876,188 356 310 063,2 563 520,245 822 486 096,3 330 206,4 885
05.08.2021,SiU1,73 653,73 551,73 780,73 809,73 509,73 541,"-0,34 %",2,326 846,148 325 232 812,2 013 841,240 968 374 608,3 276 208,4 861
06.08.2021,SiU1,73 723,73 919,73 556,73 990,73 450,73 906,"+0,50 %",1,366 557,172 855 706 978,2 344 675,254 721 769 402,3 445 958,4 864
09.08.2021,SiU1,73 964,74 124,73 910,74 172,73 825,74 111,"+0,28 %",1,318 875,153 843 564 386,2 079 990,244 218 566 520,3 294 730,4 871
10.08.2021,SiU1,74 205,74 389,74 121,74 514,73 943,74 368,"+0,35 %",4,338 858,172 375 180 125,2 322 966,240 183 781 306,3 228 754,4 880
11.08.2021,SiU1,74 357,74 210,74 359,74 595,74 124,74 190,"-0,24 %",1,359 385,182 765 174 892,2 457 937,229 506 150 180,3 092 658,4 861
12.08.2021,SiU1,73 959,73 994,74 189,74 189,73 754,73 975,"-0,29 %",5,343 326,164 468 034 543,2 223 783,227 955 239 644,3 080 726,4 839
13.08.2021,SiU1,73 815,73 599,73 960,74 086,73 572,73 612,"-0,49 %",1,295 318,140 589 832 945,1 904 615,241 330 090 614,3 278 986,4 787
16.08.2021,SiU1,73 751,73 653,73 591,73 882,73 552,73 664,"+0,07 %",1,339 134,158 233 119 152,2 145 492,235 781 960 862,3 201 254,4 783
17.08.2021,SiU1,73 830,73 894,73 660,73 950,73 611,73 876,"+0,29 %",3,357 788,167 950 151 046,2 274 826,233 893 279 076,3 165 254,4 785
18.08.2021,SiU1,73 964,74 184,73 885,74 209,73 701,74 190,"+0,42 %",1,357 644,160 588 505 282,2 171 168,241 049 038 560,3 249 340,4 792
19.08.2021,SiU1,74 436,74 628,74 185,74 668,73 950,74 614,"+0,57 %",16,439 873,216 146 952 454,2 903 781,234 334 606 608,3 140 036,4 809
20.08.2021,SiU1,74 698,74 720,74 606,74 901,74 415,74 708,"+0,13 %",1,377 202,185 071 423 566,2 477 582,222 895 289 280,2 983 074,4 777
23.08.2021,SiU1,74 426,74 445,74 717,74 717,74 229,74 436,"-0,36 %",5,328 025,157 475 325 138,2 115 877,204 032 155 950,2 740 710,4 747
24.08.2021,SiU1,74 206,74 052,74 443,74 461,74 011,74 043,"-0,53 %",1,331 535,172 414 791 753,2 323 438,203 857 602 696,2 752 898,4 711
25.08.2021,SiU1,74 129,74 304,74 043,74 372,73 938,74 303,"+0,35 %",1,303 189,143 409 839 498,1 934 607,193 594 465 152,2 605 438,4 714
26.08.2021,SiU1,74 400,74 475,74 304,74 755,74 170,74 462,"+0,21 %",1,404 311,184 942 500 749,2 485 772,204 848 551 800,2 750 568,4 712
27.08.2021,SiU1,74 165,73 819,74 476,74 562,73 792,73 808,"-0,88 %",1,480 882,217 389 850 176,2 931 157,203 393 785 976,2 755 304,4 635
30.08.2021,SiU1,73 780,73 657,73 801,73 900,73 634,73 666,"-0,19 %",1,314 748,132 377 878 216,1 794 222,203 932 957 388,2 768 684,4 613
31.08.2021,SiU1,73 521,73 509,73 675,73 781,73 403,73 510,"-0,21 %",96,299 687,133 860 486 377,1 820 717,212 323 836 654,2 888 406,4 591
