BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
TQBR,2021-03-22,Роснефть,ROSN,24237,4214818692.0,558.4,555.55,566.9,562.95,561.65,562.65,7504320,561.45,561.45,562.95,3867293438.0,3867293438.0,3867293438.0,0,3,SUR,0.42
SMAL,2021-03-23,Роснефть,ROSN,14,28008.6,579.15,553.6,579.15,,564.55,563.9,50,,,,0.0,0.0,0.0,0,3,SUR,1.26
TQBR,2021-03-23,Роснефть,ROSN,33619,4691572645.0,560.2,556.55,573.45,572.0,564.55,565.1,8310320,564.1,564.1,572.0,4089255976.0,4089255976.0,4089255976.0,0,3,SUR,0.44
SMAL,2021-03-24,Роснефть,ROSN,11,24943.3,560.25,560.25,572.15,,570.25,566.5,44,,,,0.0,0.0,0.0,0,3,SUR,0.46
TQBR,2021-03-24,Роснефть,ROSN,26365,4456473775.0,566.6,564.25,577.0,570.55,570.25,568.05,7812840,570.15,570.15,570.55,3528048495.0,3528048495.0,3528048495.0,0,3,SUR,0.52
SMAL,2021-03-25,Роснефть,ROSN,9,13607.5,560.9,560.9,574.5,,571.35,574.5,24,,,,0.0,0.0,0.0,0,3,SUR,1.41
TQBR,2021-03-25,Роснефть,ROSN,20589,3906005250.5,568.65,566.45,574.7,570.2,571.35,574.65,6836330,571.2,571.2,570.2,3549375043.5,3549375043.5,3549375043.5,0,3,SUR,1.16
SMAL,2021-03-26,Роснефть,ROSN,17,21152.4,568.9,568.9,579.0,,580.65,574.4,37,,,,0.0,0.0,0.0,0,3,SUR,-0.02
TQBR,2021-03-26,Роснефть,ROSN,29416,5946818513.5,576.0,575.85,585.15,579.35,580.65,582.2,10241580,580.7,580.7,579.35,5536188905.0,5536188905.0,5536188905.0,0,3,SUR,1.31
SMAL,2021-03-29,Роснефть,ROSN,17,34985.0,567.8,567.8,581.7,,577.9,570.1,61,,,,0.0,0.0,0.0,0,3,SUR,-0.75
TQBR,2021-03-29,Роснефть,ROSN,29753,4804081453.5,579.95,572.0,584.25,576.2,577.9,575.3,8312720,578.05,578.05,576.2,4504340946.5,4504340946.5,4504340946.5,0,3,SUR,-1.19
SMAL,2021-03-30,Роснефть,ROSN,14,32802.6,583.7,567.3,583.7,,572.0,567.3,57,,,,0.0,0.0,0.0,0,3,SUR,-0.49
TQBR,2021-03-30,Роснефть,ROSN,20949,3519713632.5,576.5,565.3,579.2,570.95,572.0,570.25,6153150,572.05,572.05,570.95,3421746194.0,3421746194.0,3421746194.0,0,3,SUR,-0.88
SMAL,2021-03-31,Роснефть,ROSN,14,23915.85,565.3,562.9,573.55,,570.75,573.0,42,,,,0.0,0.0,0.0,0,3,SUR,1.0
TQBR,2021-03-31,Роснефть,ROSN,24555,5187964040.5,571.15,567.1,574.95,570.9,570.75,572.6,9090060,570.7,570.7,570.9,5034352949.5,5034352949.5,5034352949.5,0,3,SUR,0.41
SMAL,2021-04-01,Роснефть,ROSN,13,19872.25,570.45,561.6,571.9,,569.15,561.6,35,,,,0.0,0.0,0.0,0,3,SUR,-1.99
TQBR,2021-04-01,Роснефть,ROSN,40840,6607834435.0,574.1,561.4,576.75,565.05,569.15,568.9,11609740,569.2,569.2,565.05,6351458777.0,6351458777.0,6351458777.0,0,3,SUR,-0.65
SMAL,2021-04-02,Роснефть,ROSN,8,11328.8,564.1,564.1,571.75,,567.2,565.5,20,,,,0.0,0.0,0.0,0,3,SUR,0.69
TQBR,2021-04-02,Роснефть,ROSN,7027,584622705.0,568.9,565.6,569.9,567.0,567.2,566.65,1030470,567.35,567.35,567.0,537847250.5,537847250.5,537847250.5,0,3,SUR,-0.4
SMAL,2021-04-05,Роснефть,ROSN,10,15717.2,563.95,554.05,563.95,,561.1,562.8,28,,,,0.0,0.0,0.0,0,3,SUR,-0.48
TQBR,2021-04-05,Роснефть,ROSN,14524,1763839971.5,567.5,557.25,567.75,560.0,561.1,560.15,3143400,561.25,561.25,560.0,1630243520.0,1630243520.0,1630243520.0,0,3,SUR,-1.15
SMAL,2021-04-06,Роснефть,ROSN,27,44098.45,558.85,546.0,558.85,,551.5,554.9,80,,,,0.0,0.0,0.0,0,3,SUR,-1.4
TQBR,2021-04-06,Роснефть,ROSN,26125,3288498789.5,562.25,545.45,563.15,547.5,551.5,547.55,5962740,551.6,551.6,547.5,3179918821.5,3179918821.5,3179918821.5,0,3,SUR,-2.25
SMAL,2021-04-07,Роснефть,ROSN,11,14220.0,537.1,537.1,564.3,,550.6,552.0,26,,,,0.0,0.0,0.0,0,3,SUR,-0.52
TQBR,2021-04-07,Роснефть,ROSN,24128,3389993398.5,547.5,543.25,555.55,550.0,550.6,551.5,6156820,550.6,550.6,550.0,3307182336.5,3307182336.5,3307182336.5,0,3,SUR,0.72
SMAL,2021-04-08,Роснефть,ROSN,13,24705.8,550.0,541.9,561.95,,548.9,550.0,45,,,,0.0,0.0,0.0,0,3,SUR,-0.36
TQBR,2021-04-08,Роснефть,ROSN,17306,2547570147.5,549.9,545.15,554.8,547.0,548.9,549.3,4641120,548.95,548.95,547.0,2467973874.0,2467973874.0,2467973874.0,0,3,SUR,-0.4
SMAL,2021-04-09,Роснефть,ROSN,17,22148.4,543.4,537.55,544.0,,540.3,537.55,41,,,,0.0,0.0,0.0,0,3,SUR,-2.26
TQBR,2021-04-09,Роснефть,ROSN,23667,3393186008.0,547.55,536.05,548.7,536.05,540.3,538.0,6280370,540.4,540.4,536.05,3224860914.5,3224860914.5,3224860914.5,0,3,SUR,-2.06
SMAL,2021-04-12,Роснефть,ROSN,17,29413.75,542.05,520.05,542.9,,537.55,542.9,55,,,,0.0,0.0,0.0,0,3,SUR,1.0
TQBR,2021-04-12,Роснефть,ROSN,26629,3304951565.0,535.0,532.5,541.35,539.35,537.55,540.15,6148360,537.45,537.45,539.35,3209855026.0,3209855026.0,3209855026.0,0,3,SUR,0.4
SMAL,2021-04-13,Роснефть,ROSN,20,21533.6,539.05,534.15,545.8,,542.1,542.85,40,,,,0.0,0.0,0.0,0,3,SUR,-0.01
TQBR,2021-04-13,Роснефть,ROSN,20382,2653161681.5,541.25,534.55,552.25,545.4,542.1,551.95,4894320,540.85,540.85,545.4,2250243602.0,2250243602.0,2250243602.0,0,3,SUR,2.18
SMAL,2021-04-14,Роснефть,ROSN,6,17625.25,552.0,547.5,555.75,,551.35,555.75,32,,,,0.0,0.0,0.0,0,3,SUR,2.38
TQBR,2021-04-14,Роснефть,ROSN,20522,3127885044.5,556.0,546.25,556.1,554.4,551.35,552.1,5673330,551.15,551.15,554.4,2922032963.0,2922032963.0,2922032963.0,0,3,SUR,0.03
SMAL,2021-04-15,Роснефть,ROSN,9,13750.15,543.9,543.9,560.0,,554.6,549.9,25,,,,0.0,0.0,0.0,0,3,SUR,-1.05
TQBR,2021-04-15,Роснефть,ROSN,22108,3489925669.0,548.7,545.4,562.6,558.2,554.6,556.5,6292810,554.55,554.55,558.2,3412362132.5,3412362132.5,3412362132.5,0,3,SUR,0.8
SMAL,2021-04-16,Роснефть,ROSN,19,34163.75,553.9,544.35,565.05,,554.85,549.45,62,,,,0.0,0.0,0.0,0,3,SUR,-0.08
TQBR,2021-04-16,Роснефть,ROSN,16930,2221974805.0,560.1,549.2,561.4,553.35,554.85,555.05,4004590,554.85,554.85,553.35,2097001022.5,2097001022.5,2097001022.5,0,3,SUR,-0.26
SMAL,2021-04-19,Роснефть,ROSN,11,15899.8,555.75,544.35,555.75,,551.0,544.7,29,,,,0.0,0.0,0.0,0,3,SUR,-0.86
TQBR,2021-04-19,Роснефть,ROSN,13248,1857981716.0,552.05,546.05,554.7,549.05,551.0,548.05,3372020,551.1,551.1,549.05,1776866312.5,1776866312.5,1776866312.5,0,3,SUR,-1.26
SMAL,2021-04-20,Роснефть,ROSN,13,21724.75,549.9,536.4,558.45,,544.35,536.4,40,,,,0.0,0.0,0.0,0,3,SUR,-1.52
TQBR,2021-04-20,Роснефть,ROSN,19797,2979502085.5,549.9,537.5,553.9,543.2,544.35,541.05,5473430,544.5,544.5,543.2,2853735091.5,2853735091.5,2853735091.5,0,3,SUR,-1.28
SMAL,2021-04-21,Роснефть,ROSN,6,12408.8,546.9,536.85,549.0,,543.6,549.0,23,,,,0.0,0.0,0.0,0,3,SUR,2.35
TQBR,2021-04-21,Роснефть,ROSN,12229,1530909380.0,540.65,538.65,547.35,544.15,543.6,545.7,2816320,543.5,543.5,544.15,1454920563.5,1454920563.5,1454920563.5,0,3,SUR,0.86
SMAL,2021-04-22,Роснефть,ROSN,14,20034.55,540.0,537.0,550.3,,541.05,537.0,37,,,,0.0,0.0,0.0,0,3,SUR,-2.19
TQBR,2021-04-22,Роснефть,ROSN,21607,3179275357.5,547.0,536.6,547.0,543.3,541.05,541.6,5874370,541.15,541.15,543.3,3076162045.0,3076162045.0,3076162045.0,0,3,SUR,-0.75
SMAL,2021-04-23,Роснефть,ROSN,5,3223.35,537.25,533.65,541.4,,537.8,541.4,6,,,,0.0,0.0,0.0,0,3,SUR,0.82
TQBR,2021-04-23,Роснефть,ROSN,17841,2744380483.0,543.0,533.95,544.8,538.0,537.8,538.5,5103090,537.75,537.75,538.0,2641300186.5,2641300186.5,2641300186.5,0,3,SUR,-0.57
SMAL,2021-04-26,Роснефть,ROSN,17,20645.0,528.7,527.0,548.6,,530.6,527.8,39,,,,0.0,0.0,0.0,0,3,SUR,-2.51
TQBR,2021-04-26,Роснефть,ROSN,23302,3050939729.5,537.1,527.5,537.85,530.1,530.6,530.6,5749850,530.6,530.6,530.1,2897602319.5,2897602319.5,2897602319.5,0,3,SUR,-1.47
SMAL,2021-04-27,Роснефть,ROSN,15,20017.3,527.2,524.0,535.7,,527.95,528.65,38,,,,0.0,0.0,0.0,0,3,SUR,0.16
TQBR,2021-04-27,Роснефть,ROSN,21535,2244729396.5,531.0,524.5,533.7,526.35,527.95,528.0,4251420,528.0,528.0,526.35,2091177345.0,2091177345.0,2091177345.0,0,3,SUR,-0.49
SMAL,2021-04-28,Роснефть,ROSN,12,19936.05,528.4,520.95,528.4,,525.9,520.95,38,,,,0.0,0.0,0.0,0,3,SUR,-1.46
TQBR,2021-04-28,Роснефть,ROSN,19098,2409393743.0,529.0,522.1,529.75,526.8,525.9,527.95,4581390,525.8,525.8,526.8,2281991977.5,2281991977.5,2281991977.5,0,3,SUR,-0.01
SMAL,2021-04-29,Роснефть,ROSN,19,45596.0,530.0,526.35,534.1,,531.0,529.95,86,,,,0.0,0.0,0.0,0,3,SUR,1.73
TQBR,2021-04-29,Роснефть,ROSN,21745,3363990786.5,530.0,526.05,536.1,527.0,531.0,528.75,6335350,531.15,531.15,527.0,3198683345.5,3198683345.5,3198683345.5,0,3,SUR,0.15
SMAL,2021-04-30,Роснефть,ROSN,9,18904.65,525.25,523.0,530.7,,525.65,523.15,36,,,,0.0,0.0,0.0,0,3,SUR,-1.28
TQBR,2021-04-30,Роснефть,ROSN,18177,2698601299.5,528.0,521.55,529.7,525.55,525.65,525.2,5134830,525.55,525.55,525.55,2586317921.0,2586317921.0,2586317921.0,0,3,SUR,-0.67
SMAL,2021-05-04,Роснефть,ROSN,13,10605.75,533.0,520.9,536.05,,533.9,536.05,20,,,,0.0,0.0,0.0,0,3,SUR,2.47
TQBR,2021-05-04,Роснефть,ROSN,20875,2728170645.0,526.9,526.3,538.15,535.0,533.9,537.15,5110110,533.8,533.8,535.0,2610132642.0,2610132642.0,2610132642.0,0,3,SUR,2.28
SMAL,2021-05-05,Роснефть,ROSN,11,12482.0,535.1,532.85,552.6,,542.6,543.6,23,,,,0.0,0.0,0.0,0,3,SUR,1.41
TQBR,2021-05-05,Роснефть,ROSN,20082,3303832138.5,540.0,537.05,546.8,542.25,542.6,538.65,6088920,542.75,542.75,542.25,3091561562.5,3091561562.5,3091561562.5,0,3,SUR,0.28
SMAL,2021-05-06,Роснефть,ROSN,8,16164.4,538.5,537.0,543.5,,538.55,537.0,30,,,,0.0,0.0,0.0,0,3,SUR,-1.21
TQBR,2021-05-06,Роснефть,ROSN,15178,2443060644.0,540.5,534.2,542.8,535.55,538.55,538.55,4536300,538.65,538.65,535.55,2233621901.5,2233621901.5,2233621901.5,0,3,SUR,-0.02
SMAL,2021-05-07,Роснефть,ROSN,7,4313.9,545.7,535.0,545.7,,538.1,537.8,8,,,,0.0,0.0,0.0,0,3,SUR,0.15
TQBR,2021-05-07,Роснефть,ROSN,11647,1706210431.0,540.0,533.25,541.65,535.55,538.1,536.2,3172170,538.0,538.0,535.55,1560922633.0,1560922633.0,1560922633.0,0,3,SUR,-0.44
SMAL,2021-05-10,Роснефть,ROSN,2,3219.9,535.85,535.85,540.65,,542.85,540.65,6,,,,0.0,0.0,0.0,0,3,SUR,0.53
TQBR,2021-05-10,Роснефть,ROSN,18503,2766919294.0,537.45,533.55,547.5,542.95,542.85,541.95,5096980,542.9,542.9,542.95,2613829430.5,2613829430.5,2613829430.5,0,3,SUR,1.07
SMAL,2021-05-11,Роснефть,ROSN,18,18834.95,540.65,527.9,580.75,,534.75,529.15,35,,,,0.0,0.0,0.0,0,3,SUR,-2.13
TQBR,2021-05-11,Роснефть,ROSN,19814,2799213909.5,540.0,528.6,541.6,532.0,534.75,532.0,5234470,534.85,534.85,532.0,2680714611.5,2680714611.5,2680714611.5,0,3,SUR,-1.84
SMAL,2021-05-12,Роснефть,ROSN,11,18697.4,530.15,530.15,546.45,,541.75,546.45,35,,,,0.0,0.0,0.0,0,3,SUR,3.27
TQBR,2021-05-12,Роснефть,ROSN,28619,4614729902.0,532.9,529.85,551.3,548.6,541.75,542.2,8518710,541.4,541.4,548.6,4165220744.5,4165220744.5,4165220744.5,0,3,SUR,1.92
SMAL,2021-05-13,Роснефть,ROSN,4,9459.05,531.05,531.05,580.25,,547.1,546.6,17,,,,0.0,0.0,0.0,0,3,SUR,0.03
TQBR,2021-05-13,Роснефть,ROSN,27822,3527464077.0,540.5,539.5,552.0,548.35,547.1,550.0,6448240,546.95,546.95,548.35,3314075993.0,3314075993.0,3314075993.0,0,3,SUR,1.44
SMAL,2021-05-14,Роснефть,ROSN,3,2727.75,546.9,542.05,549.85,,546.05,549.85,5,,,,0.0,0.0,0.0,0,3,SUR,0.59
TQBR,2021-05-14,Роснефть,ROSN,15481,2239567213.0,552.0,541.2,553.7,545.0,546.05,545.65,4101350,546.1,546.1,545.0,2134931699.5,2134931699.5,2134931699.5,0,3,SUR,-0.79
SMAL,2021-05-17,Роснефть,ROSN,11,28075.95,539.5,537.0,549.85,,541.15,545.0,52,,,,0.0,0.0,0.0,0,3,SUR,-0.88
TQBR,2021-05-17,Роснефть,ROSN,14568,2086306264.0,546.95,535.9,546.95,542.0,541.15,545.55,3855920,540.85,540.85,542.0,1926722509.5,1926722509.5,1926722509.5,0,3,SUR,-0.02
SMAL,2021-05-18,Роснефть,ROSN,11,12529.15,550.0,536.95,550.0,,544.5,536.95,23,,,,0.0,0.0,0.0,0,3,SUR,-1.48
TQBR,2021-05-18,Роснефть,ROSN,20828,3258449832.5,546.25,538.35,551.0,541.05,544.5,540.45,5984510,544.8,544.8,541.05,3024438936.5,3024438936.5,3024438936.5,0,3,SUR,-0.93
SMAL,2021-05-19,Роснефть,ROSN,9,13382.45,545.0,530.0,545.0,,533.0,530.0,25,,,,0.0,0.0,0.0,0,3,SUR,-1.29
TQBR,2021-05-19,Роснефть,ROSN,21838,2636075795.0,539.7,526.35,539.7,528.6,533.0,529.5,4946560,533.25,533.25,528.6,2379608295.5,2379608295.5,2379608295.5,0,3,SUR,-2.03
SMAL,2021-05-20,Роснефть,ROSN,21,21289.6,526.85,514.85,526.85,,519.1,521.8,41,,,,0.0,0.0,0.0,0,3,SUR,-1.55
TQBR,2021-05-20,Роснефть,ROSN,27126,3418947383.5,529.5,514.3,529.85,517.75,519.1,517.35,6586410,519.15,519.15,517.75,3282087530.5,3282087530.5,3282087530.5,0,3,SUR,-2.29
SMAL,2021-05-21,Роснефть,ROSN,6,11384.0,514.95,513.0,520.35,,523.15,520.35,22,,,,0.0,0.0,0.0,0,3,SUR,-0.28
TQBR,2021-05-21,Роснефть,ROSN,22698,2811542742.0,516.8,515.3,528.55,526.85,523.15,525.55,5374100,523.05,523.05,526.85,2689609265.5,2689609265.5,2689609265.5,0,3,SUR,1.59
SMAL,2021-05-24,Роснефть,ROSN,19,24407.7,503.25,503.1,526.35,,524.3,518.05,47,,,,0.0,0.0,0.0,0,3,SUR,-0.44
TQBR,2021-05-24,Роснефть,ROSN,14929,1659128674.0,526.8,519.3,531.4,523.35,524.3,523.95,3164330,524.35,524.35,523.35,1583984197.5,1583984197.5,1583984197.5,0,3,SUR,-0.3
SMAL,2021-05-25,Роснефть,ROSN,6,12946.6,508.1,508.1,530.35,,527.1,521.45,25,,,,0.0,0.0,0.0,0,3,SUR,0.66
TQBR,2021-05-25,Роснефть,ROSN,17177,1864407918.5,525.5,523.2,530.45,524.75,527.1,524.35,3537160,527.15,527.15,524.75,1797937101.0,1797937101.0,1797937101.0,0,3,SUR,0.08
SMAL,2021-05-26,Роснефть,ROSN,26,34572.75,524.55,521.85,529.8,,526.35,523.25,66,,,,0.0,0.0,0.0,0,3,SUR,0.35
TQBR,2021-05-26,Роснефть,ROSN,17392,1974401369.5,526.3,522.2,532.2,525.35,526.35,525.85,3751250,526.35,526.35,525.35,1914863502.0,1914863502.0,1914863502.0,0,3,SUR,0.29
SMAL,2021-05-27,Роснефть,ROSN,7,11494.95,526.8,518.1,526.8,,522.65,518.1,22,,,,0.0,0.0,0.0,0,3,SUR,-0.98
TQBR,2021-05-27,Роснефть,ROSN,12317,2264642530.5,523.0,519.8,525.2,522.95,522.65,525.2,4332820,522.6,522.6,522.95,2157033559.0,2157033559.0,2157033559.0,0,3,SUR,-0.12
SMAL,2021-05-28,Роснефть,ROSN,9,10386.0,519.15,516.8,527.8,,523.35,516.8,20,,,,0.0,0.0,0.0,0,3,SUR,-0.25
TQBR,2021-05-28,Роснефть,ROSN,11581,1507781425.0,523.15,521.0,525.6,522.9,523.35,523.35,2880880,523.35,523.35,522.9,1416915753.5,1416915753.5,1416915753.5,0,3,SUR,-0.35
SMAL,2021-05-31,Роснефть,ROSN,15,24111.05,527.0,518.45,533.45,,528.45,533.45,46,,,,0.0,0.0,0.0,0,3,SUR,3.22
TQBR,2021-05-31,Роснефть,ROSN,11643,1362431558.5,525.9,524.0,531.65,530.05,528.45,531.4,2578580,528.15,528.15,530.05,1248296865.5,1248296865.5,1248296865.5,0,3,SUR,1.54
SMAL,2021-06-01,Роснефть,ROSN,22,34649.25,538.8,534.05,547.7,,542.25,540.9,64,,,,0.0,0.0,0.0,0,3,SUR,1.4
TQBR,2021-06-01,Роснефть,ROSN,30754,5398497026.5,535.2,533.85,547.65,542.55,542.25,544.0,9957480,542.1,542.1,542.55,5248497580.5,5248497580.5,5248497580.5,0,3,SUR,2.37
SMAL,2021-06-02,Роснефть,ROSN,24,19563.8,573.95,532.3,573.95,,547.5,549.0,36,,,,0.0,0.0,0.0,0,3,SUR,1.5
TQBR,2021-06-02,Роснефть,ROSN,28065,4875275474.0,545.95,541.6,552.45,551.5,547.5,552.0,8904690,547.35,547.35,551.5,4668948582.0,4668948582.0,4668948582.0,0,3,SUR,1.47
SMAL,2021-06-03,Роснефть,ROSN,21,29120.6,548.9,538.85,560.95,,550.6,560.05,53,,,,0.0,0.0,0.0,0,3,SUR,2.01
TQBR,2021-06-03,Роснефть,ROSN,38777,8354201227.5,555.45,540.1,561.9,560.35,550.6,559.45,15173770,550.25,550.25,560.35,8026794219.0,8026794219.0,8026794219.0,0,3,SUR,1.35
SMAL,2021-06-04,Роснефть,ROSN,10,7245.3,555.0,555.0,560.0,,558.7,558.45,13,,,,0.0,0.0,0.0,0,3,SUR,-0.29
TQBR,2021-06-04,Роснефть,ROSN,21963,4785794580.0,560.5,554.05,563.25,557.55,558.7,556.45,8568190,558.6,558.6,557.55,4700280400.0,4700280400.0,4700280400.0,0,3,SUR,-0.54
SMAL,2021-06-07,Роснефть,ROSN,13,15896.15,531.25,531.05,568.3,,551.15,567.7,29,,,,0.0,0.0,0.0,0,3,SUR,1.66
TQBR,2021-06-07,Роснефть,ROSN,20958,3914820951.0,554.2,547.9,557.5,551.0,551.15,551.55,7112240,550.4,550.4,551.0,3778908459.5,3778908459.5,3778908459.5,0,3,SUR,-0.88
SMAL,2021-06-08,Роснефть,ROSN,6,19171.25,553.7,545.05,553.7,,547.55,550.6,35,,,,0.0,0.0,0.0,0,3,SUR,-3.01
TQBR,2021-06-08,Роснефть,ROSN,18890,4531869506.5,551.0,544.6,552.25,547.2,547.55,550.25,8276890,547.4,547.4,547.2,4367952853.5,4367952853.5,4367952853.5,0,3,SUR,-0.24
SMAL,2021-06-09,Роснефть,ROSN,8,22672.3,545.9,545.9,565.95,,548.15,547.05,41,,,,0.0,0.0,0.0,0,3,SUR,-0.64
TQBR,2021-06-09,Роснефть,ROSN,20149,4005320020.0,552.65,546.0,553.4,549.5,548.15,548.25,7307290,548.1,548.1,549.5,3848952798.0,3848952798.0,3848952798.0,0,3,SUR,-0.36
SMAL,2021-06-10,Роснефть,ROSN,25,30519.3,524.3,524.3,552.7,,545.1,538.0,56,,,,0.0,0.0,0.0,0,3,SUR,-1.65
TQBR,2021-06-10,Роснефть,ROSN,42845,7621055531.5,548.25,535.65,551.7,538.5,545.1,539.6,13982910,545.35,545.35,538.5,7187555938.5,7187555938.5,7187555938.5,0,3,SUR,-1.58
SMAL,2021-06-11,Роснефть,ROSN,8,9105.4,537.85,527.1,540.8,,534.5,535.0,17,,,,0.0,0.0,0.0,0,3,SUR,-0.56
TQBR,2021-06-11,Роснефть,ROSN,28656,4356002706.5,539.65,530.2,542.1,536.2,534.5,535.45,8149510,534.45,534.45,536.2,4019743573.5,4019743573.5,4019743573.5,0,3,SUR,-0.77
SMAL,2021-06-14,Роснефть,ROSN,9,13377.95,538.8,529.5,539.55,,536.25,539.55,25,,,,0.0,0.0,0.0,0,3,SUR,0.85
TQBR,2021-06-14,Роснефть,ROSN,15650,2307592279.0,531.6,530.7,541.85,539.9,536.25,537.6,4303320,536.1,536.1,539.9,2183535241.0,2183535241.0,2183535241.0,0,3,SUR,0.4
SMAL,2021-06-15,Роснефть,ROSN,12,25696.2,538.9,524.85,551.3,,536.4,534.2,48,,,,0.0,0.0,0.0,0,3,SUR,-0.99
TQBR,2021-06-15,Роснефть,ROSN,18254,2968963872.0,538.85,532.35,542.0,536.4,536.4,536.05,5533760,536.5,536.5,536.4,2830644054.5,2830644054.5,2830644054.5,0,3,SUR,-0.29
SMAL,2021-06-16,Роснефть,ROSN,17,16649.4,540.55,530.05,543.0,,542.15,540.5,31,,,,0.0,0.0,0.0,0,3,SUR,1.18
TQBR,2021-06-16,Роснефть,ROSN,23073,3659617897.5,537.65,536.45,545.75,544.65,542.15,541.25,6749920,542.05,542.05,544.65,3147534315.5,3147534315.5,3147534315.5,0,3,SUR,0.97
SMAL,2021-06-17,Роснефть,ROSN,14,17699.5,540.0,534.0,540.0,,539.45,535.25,33,,,,0.0,0.0,0.0,0,3,SUR,-0.97
TQBR,2021-06-17,Роснефть,ROSN,40563,8115106972.5,540.0,534.0,543.85,538.95,539.45,537.0,15043640,539.55,539.55,538.95,7875637191.0,7875637191.0,7875637191.0,0,3,SUR,-0.79
SMAL,2021-06-18,Роснефть,ROSN,17,19697.3,536.95,526.45,542.0,,536.55,542.0,37,,,,0.0,0.0,0.0,0,3,SUR,1.26
SPEQ,2021-06-18,Роснефть,ROSN,78,655005800.0,536.89,536.89,536.89,,,536.89,1220000,,,,0.0,0.0,0.0,0,3,SUR,-3.52
TQBR,2021-06-18,Роснефть,ROSN,28738,6155535542.0,537.5,526.75,543.4,540.85,536.55,541.0,11472730,536.15,536.15,540.85,5686893694.0,5686893694.0,5686893694.0,0,3,SUR,0.74
SMAL,2021-06-21,Роснефть,ROSN,12,22565.05,535.9,535.9,545.0,,537.9,545.0,42,,,,0.0,0.0,0.0,0,3,SUR,0.55
TQBR,2021-06-21,Роснефть,ROSN,13783,2792073740.5,541.95,534.25,542.8,539.3,537.9,541.2,5190610,537.7,537.7,539.3,2619300044.5,2619300044.5,2619300044.5,0,3,SUR,0.04
SMAL,2021-06-22,Роснефть,ROSN,62,104679.65,540.9,528.75,552.25,,548.25,551.4,195,,,,0.0,0.0,0.0,0,3,SUR,1.17
TQBR,2021-06-22,Роснефть,ROSN,21123,4131233954.0,543.0,542.05,553.2,551.05,548.25,551.85,7533880,548.25,548.25,551.05,3965940354.5,3965940354.5,3965940354.5,0,3,SUR,1.97
SMAL,2021-06-23,Роснефть,ROSN,17,30150.35,547.3,547.3,569.55,,565.75,564.15,54,,,,0.0,0.0,0.0,0,3,SUR,2.31
TQBR,2021-06-23,Роснефть,ROSN,38359,10865793223.0,553.3,553.3,571.4,570.0,565.75,570.45,19205750,565.55,565.55,570.0,10321863819.0,10321863819.0,10321863819.0,0,3,SUR,3.37
SMAL,2021-06-24,Роснефть,ROSN,6,5638.65,561.9,561.9,564.95,,569.1,564.95,10,,,,0.0,0.0,0.0,0,3,SUR,0.14
TQBR,2021-06-24,Роснефть,ROSN,29543,8698763518.0,570.4,565.05,572.9,566.0,569.1,565.95,15285040,569.2,569.2,566.0,8378747429.0,8378747429.0,8378747429.0,0,3,SUR,-0.79
SMAL,2021-06-25,Роснефть,ROSN,6,15113.45,564.95,558.3,564.95,,563.35,558.3,27,,,,0.0,0.0,0.0,0,3,SUR,-1.18
TQBR,2021-06-25,Роснефть,ROSN,14138,2131425544.0,566.0,560.65,566.4,563.4,563.35,564.7,3783440,563.3,563.3,563.4,2038570214.0,2038570214.0,2038570214.0,0,3,SUR,-0.22
SMAL,2021-06-28,Роснефть,ROSN,9,18933.6,555.9,553.85,573.3,,559.0,553.85,34,,,,0.0,0.0,0.0,0,3,SUR,-0.8
TQBR,2021-06-28,Роснефть,ROSN,20858,4037917527.5,564.7,553.05,564.95,554.8,559.0,555.0,7223850,559.2,559.2,554.8,3859787908.5,3859787908.5,3859787908.5,0,3,SUR,-1.72
SMAL,2021-06-29,Роснефть,ROSN,16,28729.0,545.15,545.15,557.65,,554.05,557.65,52,,,,0.0,0.0,0.0,0,3,SUR,0.69
TQBR,2021-06-29,Роснефть,ROSN,21664,3320751750.5,554.7,548.0,558.75,554.5,554.05,553.05,5994570,554.0,554.0,554.5,3132187639.5,3132187639.5,3132187639.5,0,3,SUR,-0.35
SMAL,2021-06-30,Роснефть,ROSN,13,28454.2,547.9,547.9,570.0,,566.9,570.0,51,,,,0.0,0.0,0.0,0,3,SUR,2.21
TQBR,2021-06-30,Роснефть,ROSN,32811,8328258115.0,554.9,551.7,571.8,571.0,566.9,571.2,14690150,566.8,566.8,571.0,8100100976.0,8100100976.0,8100100976.0,0,3,SUR,3.28
SMAL,2021-07-01,Роснефть,ROSN,13,23242.1,605.7,573.35,605.7,,581.85,582.05,40,,,,0.0,0.0,0.0,0,3,SUR,2.11
TQBR,2021-07-01,Роснефть,ROSN,53916,19915903913.5,568.85,568.85,586.95,578.0,581.85,581.45,34228650,581.9,581.9,578.0,19503107468.0,19503107468.0,19503107468.0,0,3,SUR,1.79
SMAL,2021-07-02,Роснефть,ROSN,24,38483.05,573.3,566.0,582.0,,572.7,566.0,67,,,,0.0,0.0,0.0,0,3,SUR,-2.76
