TRADEDATE,BOARDID,WAPRICE,CLOSE,OPEN,HIGH,LOW,TRENDCLSPR,NUMTRADES,TradingVolume_RUB,TradingVolume_CONTR,OpenPositionsVolum_RUB,OpenPositionsVolum_CONTR,MarginRequirements
2021-03-02,SiH1,74266.0,74111.0,74111.0,74868.0,73733.0,0.0002,827801.0,346973736491.0,4672069.0,210167531128.0,2835848.0,4633.0
2021-03-03,SiH1,73882.0,74154.0,74079.0,74191.0,73517.0,0.0006,655906.0,265845198492.0,3598258.0,198039973332.0,2670658.0,4623.0
2021-03-04,SiH1,73893.0,73712.0,74130.0,74180.0,73628.0,-0.0060999999999999995,585462.0,230138831422.0,3114468.0,191683191008.0,2600434.0,4583.0
2021-03-05,SiH1,74393.0,74425.0,73701.0,75103.0,73456.0,0.0098,1095786.0,458145921398.0,6158484.0,183085797700.0,2460004.0,4577.0
2021-03-09,SiH1,74218.0,73932.0,74483.0,74690.0,73853.0,-0.0066,616350.0,262484807360.0,3536668.0,187785062040.0,2539970.0,4535.0
2021-03-10,SiH1,73968.0,73829.0,73950.0,74215.0,73659.0,-0.0017000000000000001,522211.0,232941030589.0,3149207.0,188977285798.0,2559662.0,4516.0
2021-03-11,SiH1,73677.0,73516.0,73807.0,73936.0,73434.0,-0.004,551199.0,249607906153.0,3387856.0,182144270824.0,2477614.0,4485.0
2021-03-12,SiH1,73525.0,73462.0,73491.0,73780.0,73237.0,-0.001,615970.0,277704007069.0,3777026.0,170181628428.0,2316594.0,4444.0
2021-03-15,SiH1,73210.0,73165.0,73431.0,73495.0,72967.0,-0.0039000000000000003,534647.0,242819898407.0,3316742.0,150678049620.0,2059428.0,4414.0
2021-03-16,SiH1,72854.0,72847.0,73148.0,73148.0,72548.0,-0.0044,497227.0,208290117968.0,2859012.0,124494211754.0,1708982.0,4383.0
2021-03-17,SiH1,73462.0,73932.0,72801.0,74009.0,72727.0,0.0152,578417.0,269709771003.0,3671466.0,75905836536.0,1026698.0,4436.0
2021-03-22,SiM1,75312.0,75622.0,74992.0,75730.0,74855.0,0.0084,581232.0,271713733342.0,3607827.0,182554684124.0,2414042.0,5096.0
2021-03-23,SiM1,76537.0,76931.0,75625.0,77147.0,75587.0,0.0172,799454.0,363492499749.0,4749208.0,191013672382.0,2482922.0,5185.0
2021-03-24,SiM1,77024.0,77228.0,76896.0,77837.0,76503.0,0.004,837957.0,354335620097.0,4600331.0,179868182312.0,2329054.0,5209.0
2021-03-25,SiM1,77017.0,77214.0,77221.0,77490.0,76536.0,0.0003,811451.0,322830969013.0,4191688.0,181684696428.0,2353002.0,5210.0
2021-03-26,SiM1,76727.0,76646.0,77226.0,77280.0,76362.0,-0.0076,743933.0,289212827215.0,3769398.0,189932773592.0,2478052.0,5177.0
2021-03-29,SiM1,76658.0,76516.0,76636.0,76892.0,76411.0,-0.0013,533969.0,198520844124.0,2589690.0,189771157400.0,2480150.0,5170.0
2021-03-30,SiM1,76609.0,76829.0,76537.0,76965.0,76137.0,0.0033,593432.0,258003357174.0,3367776.0,214515326506.0,2792114.0,5192.0
2021-03-31,SiM1,76313.0,76254.0,76826.0,76852.0,75963.0,-0.0070999999999999995,584045.0,259868062945.0,3405306.0,208556825112.0,2735028.0,5155.0
2021-04-01,SiM1,76741.0,77024.0,76281.0,77187.0,76230.0,0.0103,637975.0,277970817645.0,3622180.0,209851117760.0,2724490.0,5207.0
2021-04-02,SiM1,76947.0,77153.0,77075.0,77250.0,76643.0,0.0013,395064.0,167008917057.0,2170439.0,203350464734.0,2635678.0,5217.0
2021-04-05,SiM1,77089.0,76871.0,77175.0,77462.0,76690.0,-0.0038,471099.0,201821750697.0,2618052.0,195774447832.0,2546792.0,5199.0
2021-04-06,SiM1,77410.0,77890.0,76874.0,78049.0,76870.0,0.0134,726718.0,292411055530.0,3777454.0,217447226580.0,2791722.0,5267.0
2021-04-07,SiM1,78240.0,77816.0,77862.0,78769.0,77560.0,-0.0014000000000000002,969387.0,389132033496.0,4973543.0,210348631664.0,2703154.0,5261.0
2021-04-08,SiM1,77704.0,77435.0,77768.0,78097.0,77312.0,-0.0044,828465.0,312975465512.0,4027781.0,208210015660.0,2688836.0,5234.0
2021-04-09,SiM1,77878.0,78082.0,77450.0,78178.0,77347.0,0.0083,641780.0,247888549059.0,3183029.0,220298993160.0,2821380.0,5274.0
2021-04-12,SiM1,78064.0,78148.0,78096.0,78457.0,77750.0,0.001,675924.0,268639011263.0,3441276.0,206640504560.0,2644220.0,5277.0
2021-04-13,SiM1,77672.0,76778.0,78135.0,78249.0,76534.0,-0.018500000000000003,754364.0,295898903107.0,3809596.0,208737884160.0,2718720.0,5183.0
2021-04-14,SiM1,76419.0,76220.0,76879.0,76927.0,76095.0,-0.0064,746032.0,266055252684.0,3481521.0,201324001880.0,2641354.0,5143.0
2021-04-15,SiM1,77325.0,76889.0,76224.0,78190.0,76217.0,0.0088,1296232.0,497643240345.0,6435750.0,188412496272.0,2450448.0,5187.0
2021-04-16,SiM1,76423.0,76312.0,76854.0,77190.0,75923.0,-0.0074,808169.0,280473624611.0,3670019.0,191122488256.0,2504488.0,5140.0
2021-04-19,SiM1,76774.0,76921.0,76335.0,77028.0,76309.0,0.0078000000000000005,679919.0,217579991225.0,2834029.0,196230086260.0,2551060.0,5177.0
2021-04-20,SiM1,77059.0,77456.0,76907.0,77648.0,76497.0,0.0074,824274.0,304428953294.0,3950579.0,207756665824.0,2682254.0,5210.0
2021-04-21,SiM1,77306.0,77183.0,77425.0,77643.0,76897.0,-0.0037,916315.0,299957395776.0,3880121.0,186188859632.0,2412304.0,5188.0
2021-04-22,SiM1,76638.0,76183.0,77222.0,77358.0,76000.0,-0.013600000000000001,833992.0,298556072706.0,3895687.0,188399187706.0,2472982.0,5118.0
2021-04-23,SiM1,75629.0,75488.0,76150.0,76214.0,75200.0,-0.0083,812241.0,290369392753.0,3839407.0,193198854016.0,2559332.0,5058.0
2021-04-26,SiM1,75425.0,75345.0,75540.0,76107.0,75147.0,-0.0025,597520.0,225742059284.0,2992917.0,187311437250.0,2486050.0,5045.0
2021-04-27,SiM1,75462.0,75332.0,75363.0,75695.0,75308.0,0.0002,539148.0,191758716963.0,2541118.0,180769981808.0,2399644.0,5038.0
2021-04-28,SiM1,75279.0,75166.0,75360.0,75524.0,75039.0,-0.0022,527179.0,191184715081.0,2539698.0,195593808228.0,2602158.0,5021.0
2021-04-29,SiM1,74931.0,75005.0,75160.0,75342.0,74676.0,-0.0026,578208.0,210122687085.0,2804204.0,187774717480.0,2503496.0,6129.0
2021-04-30,SiM1,75381.0,75600.0,75025.0,75656.0,74914.0,0.0084,623656.0,277002983994.0,3674518.0,210783686400.0,2788144.0,6157.0
2021-05-04,SiM1,75477.0,75387.0,75620.0,75798.0,75119.0,-0.0031,567439.0,221161270154.0,2930188.0,178059570780.0,2361940.0,5002.0
2021-05-05,SiM1,75204.0,75165.0,75418.0,75495.0,74993.0,-0.0031,425607.0,158797321677.0,2111562.0,184183564350.0,2450390.0,4981.0
2021-05-06,SiM1,74968.0,74705.0,75146.0,75324.0,74649.0,-0.0060999999999999995,441390.0,169965969458.0,2267164.0,185140355630.0,2478286.0,4945.0
2021-05-07,SiM1,74416.0,74008.0,74720.0,74740.0,73955.0,-0.009300000000000001,536024.0,193278482804.0,2597287.0,187435029056.0,2532632.0,4877.0
2021-05-10,SiM1,74276.0,74510.0,73972.0,74614.0,73874.0,0.0068000000000000005,379969.0,169263623605.0,2278837.0,177482521960.0,2381996.0,4902.0
2021-05-11,SiM1,74474.0,74437.0,74493.0,74799.0,74180.0,-0.0005,538499.0,201832297112.0,2710105.0,177541921810.0,2385130.0,4890.0
2021-05-12,SiM1,74592.0,74785.0,74455.0,74916.0,74260.0,0.0036,580093.0,224677376822.0,3012081.0,194839304910.0,2605326.0,4904.0
2021-05-13,SiM1,74584.0,74338.0,74767.0,75023.0,74136.0,-0.0048,606283.0,243927565391.0,3270506.0,188919173652.0,2541354.0,4867.0
2021-05-14,SiM1,74269.0,74306.0,74375.0,74468.0,74037.0,-0.001,471214.0,174774884848.0,2353250.0,179146415968.0,2410928.0,4838.0
2021-05-17,SiM1,74263.0,74197.0,74305.0,74430.0,74000.0,-0.0012,420661.0,173443133686.0,2335536.0,187379774892.0,2525436.0,4823.0
2021-05-18,SiM1,74022.0,74115.0,74220.0,74261.0,73870.0,-0.0013,374538.0,161937275362.0,2187691.0,188226752670.0,2539658.0,4805.0
2021-05-19,SiM1,74022.0,73984.0,74127.0,74243.0,73810.0,-0.0019,455838.0,203356158160.0,2747251.0,199251933184.0,2693176.0,4784.0
2021-05-20,SiM1,73903.0,73746.0,73987.0,74217.0,73707.0,-0.003,394408.0,196284381715.0,2655957.0,203584977504.0,2760624.0,4757.0
2021-05-21,SiM1,73739.0,73695.0,73762.0,73949.0,73590.0,-0.0006,345382.0,172173251738.0,2334893.0,210820613010.0,2860718.0,4717.0
2021-05-24,SiM1,73847.0,73669.0,73706.0,74096.0,73641.0,-0.0006,432575.0,240166014136.0,3252215.0,211488523186.0,2870794.0,4702.0
2021-05-25,SiM1,73610.0,73686.0,73685.0,73787.0,73411.0,0.0005,338111.0,162884670066.0,2212789.0,207895175076.0,2821366.0,4691.0
2021-05-26,SiM1,73745.0,73715.0,73710.0,73943.0,73477.0,0.0002,369462.0,178425209126.0,2419492.0,208895336160.0,2833824.0,4681.0
2021-05-27,SiM1,73645.0,73615.0,73713.0,73793.0,73512.0,-0.0016,309790.0,146692806753.0,1991896.0,207809697490.0,2822926.0,4662.0
2021-05-28,SiM1,73658.0,73422.0,73625.0,73882.0,73352.0,-0.0022,370167.0,215359024025.0,2923750.0,214721464248.0,2924484.0,4614.0
2021-05-31,SiM1,73511.0,73587.0,73424.0,73649.0,73310.0,0.0022,229831.0,113209906699.0,1540046.0,206077155672.0,2800456.0,4610.0
2021-06-01,SiM1,73566.0,73629.0,73597.0,73845.0,73246.0,0.0002,376146.0,197297919151.0,2681930.0,203753973474.0,2767306.0,4601.0
2021-06-02,SiM1,73595.0,73322.0,73605.0,73908.0,73284.0,-0.0037,340280.0,173077979467.0,2351777.0,203549057556.0,2776098.0,4570.0
2021-06-03,SiM1,73338.0,73365.0,73345.0,73462.0,73151.0,0.0006,362402.0,165215893440.0,2252797.0,197238867900.0,2688460.0,4560.0
2021-06-04,SiM1,73217.0,72950.0,73380.0,73487.0,72905.0,-0.0058,337734.0,169401299646.0,2313688.0,215270343500.0,2950930.0,4498.0
2021-06-07,SiM1,72976.0,72990.0,72936.0,73150.0,72841.0,0.0004,284395.0,114524460473.0,1569336.0,201388168800.0,2759120.0,4488.0
2021-06-08,SiM1,72705.0,72489.0,72960.0,73022.0,72425.0,-0.0068000000000000005,346607.0,160445783746.0,2206803.0,218528963850.0,3014650.0,4445.0
2021-06-09,SiM1,72254.0,72398.0,72480.0,72515.0,72059.0,-0.0012,322042.0,153781005110.0,2128349.0,196020770512.0,2707544.0,4427.0
2021-06-10,SiM1,72126.0,71945.0,72390.0,72420.0,71766.0,-0.0060999999999999995,358400.0,178431797089.0,2473896.0,207262897140.0,2880852.0,4388.0
2021-06-11,SiM1,71838.0,72109.0,71970.0,72147.0,71578.0,0.0024,357794.0,177453776293.0,2470195.0,183889775876.0,2550164.0,4362.0
2021-06-14,SiM1,72239.0,72099.0,72130.0,72414.0,72012.0,-0.0004,258341.0,125930543106.0,1743256.0,177216313842.0,2457958.0,4349.0
2021-06-15,SiM1,72019.0,72333.0,72119.0,72373.0,71750.0,0.0034999999999999996,356376.0,181074650989.0,2514246.0,151479189936.0,2094192.0,4351.0
2021-06-16,SiM1,72033.0,71925.0,72359.0,72390.0,71853.0,-0.0058,266073.0,141276979831.0,1961273.0,111450520650.0,1549538.0,4315.0
2021-06-18,SiU1,73331.0,73656.0,73295.0,73770.0,73028.0,0.005600000000000001,432637.0,204770052393.0,2792419.0,183132680544.0,2486324.0,4950.0
2021-06-21,SiU1,74036.0,74095.0,73717.0,74297.0,73625.0,0.005600000000000001,461521.0,214532101078.0,2897683.0,185389691130.0,2502054.0,4983.0
2021-06-22,SiU1,74090.0,74060.0,74110.0,74241.0,73935.0,-0.0008,307379.0,137935679780.0,1861740.0,183728936720.0,2480812.0,4984.0
2021-06-23,SiU1,73574.0,73461.0,74065.0,74090.0,73265.0,-0.0074,470284.0,208746056569.0,2837225.0,200303757948.0,2726668.0,4946.0
2021-06-24,SiU1,73309.0,73234.0,73460.0,73774.0,73045.0,-0.0036,402544.0,168090970278.0,2292903.0,202274358552.0,2762028.0,4933.0
2021-06-25,SiU1,73065.0,73060.0,73256.0,73317.0,72907.0,-0.0023,324948.0,135157930430.0,1849823.0,201749052960.0,2761416.0,4927.0
2021-06-28,SiU1,73073.0,73078.0,73075.0,73188.0,72957.0,0.0002,286918.0,123804614423.0,1694263.0,195823024232.0,2679644.0,4929.0
2021-06-29,SiU1,73375.0,73673.0,73063.0,73693.0,72964.0,0.008199999999999999,405327.0,201516276251.0,2746409.0,221029461566.0,3000142.0,4970.0
2021-06-30,SiU1,73847.0,74012.0,73678.0,74100.0,73520.0,0.0046,464105.0,206787831436.0,2800219.0,211224030992.0,2853916.0,4994.0
2021-07-01,SiU1,73949.0,74305.0,74022.0,74419.0,73667.0,0.0037,469087.0,234292444095.0,3168316.0,213682752360.0,2875752.0,5014.0
2021-07-02,SiU1,74319.0,74200.0,74280.0,74642.0,73970.0,-0.0015,503976.0,242285439607.0,3260068.0,202436150000.0,2728250.0,5010.0
2021-07-05,SiU1,74210.0,74315.0,74161.0,74443.0,74041.0,0.002,253456.0,108766590491.0,1465661.0,202424250420.0,2723868.0,5016.0
2021-07-06,SiU1,74564.0,75113.0,74321.0,75639.0,73972.0,0.011399999999999999,517619.0,242021492793.0,3245804.0,223620414560.0,2977120.0,5070.0
2021-07-07,SiU1,75195.0,75598.0,75175.0,75760.0,74764.0,0.005699999999999999,574936.0,278394965326.0,3702374.0,219497129844.0,2903478.0,5102.0
2021-07-08,SiU1,75846.0,75571.0,75610.0,76186.0,75360.0,-0.0001,578603.0,270782202462.0,3570159.0,213063517122.0,2819382.0,5100.0
2021-07-09,SiU1,75219.0,75059.0,75579.0,75734.0,74955.0,-0.0070999999999999995,442000.0,214754229504.0,2855051.0,213469147062.0,2844018.0,5062.0
2021-07-12,SiU1,75329.0,75172.0,75065.0,75586.0,75065.0,0.0016,428358.0,189249789729.0,2512355.0,208946287072.0,2779576.0,5069.0
2021-07-13,SiU1,74938.0,74835.0,75189.0,75264.0,74653.0,-0.0046,497308.0,219531471493.0,2929521.0,203727211920.0,2722352.0,5044.0
2021-07-14,SiU1,74914.0,75021.0,74840.0,75170.0,74696.0,0.0023,407184.0,174149937262.0,2324670.0,204878149824.0,2730944.0,5055.0
2021-07-15,SiU1,74913.0,74969.0,75000.0,75047.0,74780.0,-0.0002,368021.0,153205736816.0,2045115.0,202669995096.0,2703384.0,5049.0
2021-07-16,SiU1,74943.0,74825.0,75012.0,75201.0,74739.0,-0.0024,462633.0,223082665435.0,2976687.0,206249725100.0,2756428.0,5032.0
2021-07-19,SiU1,75188.0,75281.0,74832.0,75495.0,74659.0,0.0066,506824.0,256746443568.0,3414741.0,235411215100.0,3127100.0,5059.0
2021-07-20,SiU1,75242.0,75194.0,75276.0,75480.0,75065.0,-0.0016,462930.0,228393092864.0,3035431.0,228765563572.0,3042338.0,5050.0
2021-07-21,SiU1,74976.0,74607.0,75182.0,75266.0,74576.0,-0.0078000000000000005,422088.0,204688946911.0,2730075.0,240801105558.0,3227594.0,5008.0
2021-07-23,SiU1,74331.0,74378.0,74578.0,74626.0,74154.0,-0.003,365847.0,168914421506.0,2272465.0,235528647432.0,3166644.0,4976.0
2021-07-26,SiU1,74606.0,74357.0,74352.0,74925.0,74288.0,-0.0006,421238.0,206008102087.0,2761297.0,241187339480.0,3243640.0,4969.0
2021-07-27,SiU1,74370.0,74432.0,74333.0,74575.0,74201.0,0.0015,341391.0,164208888292.0,2208002.0,233098098944.0,3131692.0,4970.0
2021-07-28,SiU1,74248.0,74311.0,74420.0,74466.0,74000.0,-0.0016,367315.0,180528228414.0,2431418.0,221172126544.0,2976304.0,4957.0
2021-07-29,SiU1,73910.0,73713.0,74327.0,74478.0,73680.0,-0.008199999999999999,383377.0,185627638345.0,2511534.0,234209494308.0,3177316.0,4912.0
2021-07-30,SiU1,73657.0,73665.0,73702.0,74021.0,73308.0,-0.0008,431089.0,216234182885.0,2935709.0,228171738960.0,3097424.0,4893.0
2021-08-02,SiU1,73500.0,73498.0,73655.0,73800.0,73236.0,-0.0023,346586.0,165443997601.0,2250927.0,236642245580.0,3219710.0,4876.0
2021-08-03,SiU1,73535.0,73583.0,73508.0,73749.0,73323.0,0.0012,343010.0,163638179341.0,2225313.0,235371708092.0,3198724.0,4876.0
2021-08-04,SiU1,73476.0,73816.0,73584.0,73836.0,73220.0,0.0029,405876.0,188356310063.0,2563520.0,245822486096.0,3330206.0,4885.0
2021-08-05,SiU1,73653.0,73551.0,73780.0,73809.0,73509.0,-0.0034000000000000002,326846.0,148325232812.0,2013841.0,240968374608.0,3276208.0,4861.0
2021-08-06,SiU1,73723.0,73919.0,73556.0,73990.0,73450.0,0.005,366557.0,172855706978.0,2344675.0,254721769402.0,3445958.0,4864.0
2021-08-09,SiU1,73964.0,74124.0,73910.0,74172.0,73825.0,0.0028000000000000004,318875.0,153843564386.0,2079990.0,244218566520.0,3294730.0,4871.0
2021-08-10,SiU1,74205.0,74389.0,74121.0,74514.0,73943.0,0.0034999999999999996,338858.0,172375180125.0,2322966.0,240183781306.0,3228754.0,4880.0
2021-08-11,SiU1,74357.0,74210.0,74359.0,74595.0,74124.0,-0.0024,359385.0,182765174892.0,2457937.0,229506150180.0,3092658.0,4861.0
2021-08-12,SiU1,73959.0,73994.0,74189.0,74189.0,73754.0,-0.0029,343326.0,164468034543.0,2223783.0,227955239644.0,3080726.0,4839.0
2021-08-13,SiU1,73815.0,73599.0,73960.0,74086.0,73572.0,-0.0049,295318.0,140589832945.0,1904615.0,241330090614.0,3278986.0,4787.0
2021-08-16,SiU1,73751.0,73653.0,73591.0,73882.0,73552.0,0.0007000000000000001,339134.0,158233119152.0,2145492.0,235781960862.0,3201254.0,4783.0
2021-08-17,SiU1,73830.0,73894.0,73660.0,73950.0,73611.0,0.0029,357788.0,167950151046.0,2274826.0,233893279076.0,3165254.0,4785.0
2021-08-18,SiU1,73964.0,74184.0,73885.0,74209.0,73701.0,0.0042,357644.0,160588505282.0,2171168.0,241049038560.0,3249340.0,4792.0
2021-08-19,SiU1,74436.0,74628.0,74185.0,74668.0,73950.0,0.005699999999999999,439873.0,216146952454.0,2903781.0,234334606608.0,3140036.0,4809.0
2021-08-20,SiU1,74698.0,74720.0,74606.0,74901.0,74415.0,0.0013,377202.0,185071423566.0,2477582.0,222895289280.0,2983074.0,4777.0
2021-08-23,SiU1,74426.0,74445.0,74717.0,74717.0,74229.0,-0.0036,328025.0,157475325138.0,2115877.0,204032155950.0,2740710.0,4747.0
2021-08-24,SiU1,74206.0,74052.0,74443.0,74461.0,74011.0,-0.0053,331535.0,172414791753.0,2323438.0,203857602696.0,2752898.0,4711.0
2021-08-25,SiU1,74129.0,74304.0,74043.0,74372.0,73938.0,0.0034999999999999996,303189.0,143409839498.0,1934607.0,193594465152.0,2605438.0,4714.0
2021-08-26,SiU1,74400.0,74475.0,74304.0,74755.0,74170.0,0.0021,404311.0,184942500749.0,2485772.0,204848551800.0,2750568.0,4712.0
2021-08-27,SiU1,74165.0,73819.0,74476.0,74562.0,73792.0,-0.0088,480882.0,217389850176.0,2931157.0,203393785976.0,2755304.0,4635.0
2021-08-30,SiU1,73780.0,73657.0,73801.0,73900.0,73634.0,-0.0019,314748.0,132377878216.0,1794222.0,203932957388.0,2768684.0,4613.0
2021-08-31,SiU1,73521.0,73509.0,73675.0,73781.0,73403.0,-0.0021,299687.0,133860486377.0,1820717.0,212323836654.0,2888406.0,4591.0
2021-09-01,SiU1,73293.0,73111.0,73490.0,73520.0,73082.0,-0.005600000000000001,313587.0,129170162707.0,1762375.0,221309044108.0,3027028.0,4554.0
2021-09-02,SiU1,73011.0,72959.0,73091.0,73238.0,72871.0,-0.0016,287202.0,115461322212.0,1581417.0,216375089972.0,2965708.0,4533.0
2021-09-03,SiU1,72893.0,72810.0,72980.0,73131.0,72671.0,-0.0023,363245.0,156878509788.0,2152166.0,217038018420.0,2980882.0,4488.0
2021-09-06,SiU1,73064.0,73177.0,72825.0,73187.0,72802.0,0.005,273525.0,112229621672.0,1536036.0,207170087514.0,2831082.0,4498.0
2021-09-07,SiU1,73325.0,73407.0,73178.0,73500.0,73030.0,0.0032,308265.0,143605965888.0,1958481.0,210781740684.0,2871412.0,4500.0
2021-09-08,SiU1,73457.0,73462.0,73410.0,73634.0,73294.0,0.0007000000000000001,361832.0,167124416121.0,2275129.0,193800102200.0,2638100.0,4491.0
2021-09-09,SiU1,73144.0,72994.0,73450.0,73450.0,72912.0,-0.0063,405671.0,193744630370.0,2648796.0,197025842764.0,2699206.0,4451.0
2021-09-10,SiU1,72929.0,73155.0,72987.0,73221.0,72733.0,0.0019,349030.0,156392602436.0,2144450.0,172376589600.0,2356320.0,4425.0
